TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31
T_202,27,40,33,44,29,39,42,39,24,22,17,17,20,20,16,15,13,12,9,13,10,9,8,12,13,13,11,13,14,10,9,13
T_203,20,29,24,32,21,28,30,28,25,23,18,18,21,21,17,23,18,23,17,24,20,17,16,23,25,24,21,25,26,19,17,25
T_204,21,44,37,49,32,43,46,44,49,44,35,35,41,42,33,44,24,15,16,23,19,16,15,22,24,23,20,24,25,19,16,24
T_205,20,20,24,32,21,28,30,28,45,41,32,32,38,38,30,41,10,9,4,9,7,6,6,9,10,9,8,10,10,7,6,10
T_206,17,26,15,28,18,25,27,25,10,9,7,7,8,9,7,9,48,44,32,32,37,32,30,44,48,46,40,48,50,37,32,48
T_207,25,37,30,28,26,36,38,36,42,39,30,31,36,36,29,39,22,20,14,21,12,14,14,20,22,21,18,22,22,17,14,22
T_208,24,36,29,39,18,35,37,35,17,16,13,13,15,15,12,16,13,12,9,13,10,6,8,12,13,13,11,13,14,10,9,13
T_209,8,12,10,13,9,8,13,12,10,9,7,7,8,9,7,9,22,20,14,21,17,14,10,20,22,21,18,22,22,17,14,22
T_210,8,11,9,12,8,11,8,11,29,26,21,21,24,24,19,26,13,12,9,13,10,9,8,8,13,13,11,13,14,10,9,13
T_211,25,37,30,40,26,36,38,25,47,43,34,34,40,40,32,43,29,26,19,28,22,19,18,26,20,28,24,29,30,22,19,29
T_212,14,21,17,23,15,21,22,21,34,44,35,35,41,42,33,44,35,32,23,33,27,23,22,32,35,23,29,35,36,27,23,35
T_213,8,12,10,13,9,12,13,12,17,11,13,13,15,15,12,16,38,35,25,37,30,25,24,35,38,37,22,38,40,30,26,39
T_214,30,44,37,49,32,43,46,44,31,28,16,23,26,27,21,29,11,10,7,10,8,7,7,10,11,10,9,8,11,8,7,11
T_215,20,29,24,32,21,28,30,28,12,11,9,6,10,11,8,11,47,43,31,45,37,31,30,43,47,45,39,47,34,36,31,47
T_216,22,32,27,35,23,31,34,32,34,31,24,24,20,29,23,31,13,12,9,13,10,9,8,12,13,13,11,13,14,7,9,13
T_217,20,30,25,33,22,29,31,30,35,32,25,25,29,21,24,32,34,31,22,32,26,22,21,31,33,32,28,33,35,26,16,34
T_218,14,21,17,23,15,21,22,21,50,45,36,36,42,43,24,46,31,29,21,30,24,21,20,28,31,30,26,31,32,24,21,22
T_219,15,22,18,24,16,22,23,22,14,12,10,10,12,12,9,9,32,30,21,31,25,21,21,30,32,31,27,32,34,25,22,33
T_220,29,43,36,47,31,42,45,43,25,23,18,18,21,21,17,23,24,32,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_221,19,40,33,44,29,39,42,39,40,36,29,29,34,34,27,36,13,8,9,13,10,9,8,12,13,13,11,13,14,10,9,13
T_222,6,6,7,10,6,9,9,9,31,28,22,23,26,27,21,29,11,10,5,10,8,7,7,10,11,10,9,11,11,8,7,11
T_223,26,38,22,41,27,37,39,37,21,19,15,15,18,18,14,19,22,20,14,15,17,14,14,20,22,21,18,22,22,17,14,22
T_224,11,16,13,12,11,15,16,15,49,44,35,35,41,42,33,44,28,25,18,27,15,18,17,25,27,26,23,27,29,21,18,28
T_225,6,9,7,10,4,9,9,9,26,24,19,19,22,22,18,24,37,34,24,36,29,17,24,34,37,36,31,37,39,29,25,37
T_226,17,26,21,28,18,17,27,25,14,12,10,10,12,12,9,13,46,42,30,44,36,30,20,42,45,44,38,45,47,35,31,46
T_227,29,42,35,46,30,41,31,42,46,42,33,33,39,39,31,42,18,17,12,17,14,12,11,11,18,17,15,18,19,14,12,18
T_228,29,43,36,47,31,42,45,30,36,33,26,26,30,31,24,33,35,32,23,33,27,23,22,32,24,33,29,35,36,27,23,35
T_229,11,16,13,17,11,15,16,15,10,14,11,11,13,13,10,14,14,13,9,14,11,9,9,13,14,10,12,14,15,11,10,14
T_230,19,28,23,30,20,27,29,27,35,22,25,25,29,30,24,32,32,30,21,31,25,21,21,30,32,31,19,32,34,25,22,33
T_231,8,11,9,12,8,11,12,11,24,22,12,17,20,20,16,22,20,19,13,20,16,13,13,19,20,20,17,14,21,16,14,21
T_232,20,30,25,33,22,29,31,30,36,33,26,18,30,31,24,33,42,39,28,40,33,28,27,38,42,40,35,42,31,32,28,42
T_233,21,31,26,34,22,30,32,31,27,25,20,20,16,23,19,25,30,28,20,29,23,20,19,27,30,29,25,30,31,16,20,30
T_234,30,44,37,49,32,43,46,44,14,12,10,10,12,8,9,13,35,32,23,33,27,23,22,32,35,33,29,35,36,27,16,35
T_235,8,12,10,13,9,12,13,12,26,24,19,19,22,22,12,24,40,36,26,38,31,26,25,36,39,38,33,39,41,31,27,28
T_236,15,22,18,24,16,22,23,22,25,23,18,18,21,21,17,16,26,24,17,25,21,17,17,24,26,25,22,26,27,20,18,27
T_237,24,36,29,39,26,35,37,35,10,9,7,7,8,9,7,9,23,31,22,32,26,22,21,31,33,32,28,33,35,26,23,34
T_238,13,28,23,30,20,27,29,27,50,45,36,36,42,43,34,46,16,10,10,15,12,10,10,14,16,15,13,16,16,12,10,16
T_239,13,13,16,21,14,18,20,19,22,20,16,16,19,19,15,21,17,15,8,16,13,11,11,15,17,16,14,17,17,13,11,17
T_240,29,43,25,47,31,42,45,43,14,12,10,10,12,12,9,13,40,36,26,27,31,26,25,36,39,38,33,39,41,31,27,40
T_241,16,23,19,18,17,23,24,23,22,20,16,16,19,19,15,21,35,32,23,33,19,23,22,32,35,33,29,35,36,27,23,35
T_242,8,12,10,13,6,12,13,12,14,12,10,10,12,12,9,13,17,15,11,16,13,8,11,15,17,16,14,17,17,13,11,17
T_243,28,41,34,45,30,28,43,41,30,27,22,22,25,26,20,27,42,39,28,40,33,28,19,38,42,40,35,42,44,32,28,42
T_244,22,32,27,35,23,31,24,32,36,33,26,26,30,31,24,33,19,18,13,18,15,13,12,12,19,18,16,19,20,15,13,19
T_245,9,13,11,15,10,13,14,9,40,36,29,29,34,34,27,36,26,24,17,25,21,17,17,24,18,25,22,26,27,20,18,27
T_246,21,31,26,34,22,30,32,31,8,10,8,8,9,10,8,10,17,15,11,16,13,11,11,15,17,11,14,17,17,13,11,17
T_247,14,21,17,23,15,21,22,21,49,31,35,35,41,42,33,44,10,9,6,9,7,6,6,9,10,9,6,10,10,7,6,10
T_248,22,32,27,35,23,31,34,32,14,12,7,10,12,12,9,13,28,25,18,27,22,18,17,25,27,26,23,19,29,21,18,28
T_249,17,24,20,27,18,24,26,24,35,32,25,18,29,30,24,32,40,36,26,38,31,26,25,36,39,38,33,39,29,31,27,40
T_250,8,12,10,13,9,12,13,12,32,29,23,23,19,28,22,30,12,11,8,12,9,8,8,11,12,12,10,12,12,6,8,12
T_251,16,23,19,26,17,23,24,23,34,31,24,24,28,20,23,31,18,17,12,17,14,12,11,16,18,17,15,18,19,14,8,18
T_252,15,22,18,24,16,22,23,22,36,33,26,26,30,31,17,33,23,21,15,22,18,15,14,21,23,22,19,23,24,18,15,16
T_253,6,9,7,10,6,9,9,9,14,12,10,10,12,12,9,9,25,23,17,24,20,17,16,23,25,24,21,25,26,19,17,25
T_254,30,44,37,49,32,43,46,44,11,10,8,8,9,10,8,10,24,32,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_255,10,20,16,22,14,19,21,20,22,20,16,16,19,19,15,21,32,21,21,31,25,21,21,30,32,31,27,32,34,25,22,33
T_256,8,9,10,13,9,12,13,12,29,26,21,21,24,24,19,26,22,20,10,21,17,14,14,20,22,21,18,22,22,17,14,22
T_257,14,20,12,22,14,19,21,20,39,35,28,28,33,33,26,35,31,29,21,21,24,21,20,28,31,30,26,31,32,24,21,31
T_258,8,12,10,9,9,12,13,12,47,43,34,34,40,40,32,43,46,42,30,44,25,30,29,42,45,44,38,45,47,35,31,46
T_259,18,27,22,29,13,26,28,26,19,17,13,14,16,16,13,17,36,33,24,35,28,17,23,33,36,35,30,36,37,28,24,36
T_260,22,32,27,35,23,22,34,32,36,33,26,26,30,31,24,33,43,40,28,42,34,28,19,39,43,41,36,43,45,33,29,43
T_261,24,36,29,39,26,35,26,35,15,14,11,11,13,13,10,14,43,40,28,42,34,28,27,28,43,41,36,43,45,33,29,43
T_262,7,10,8,11,7,10,10,7,34,31,24,24,28,29,23,31,34,31,22,32,26,22,21,31,23,32,28,33,35,26,23,34
T_263,29,43,36,47,31,42,45,43,15,19,15,15,18,18,14,19,17,15,11,16,13,11,11,15,17,11,14,17,17,13,11,17
T_264,8,12,10,13,9,12,13,12,44,28,31,32,37,37,29,40,40,36,26,38,31,26,25,36,39,38,23,39,41,31,27,40
T_265,21,31,26,34,22,30,32,31,31,28,16,23,26,27,21,29,29,26,19,28,22,19,18,26,29,28,24,20,30,22,19,29
T_266,20,29,24,32,21,28,30,28,36,33,26,18,30,31,24,33,29,26,19,28,22,19,18,26,29,28,24,29,21,22,19,29
T_267,20,30,25,33,22,29,31,30,41,37,30,30,24,35,28,38,37,34,24,36,29,25,24,34,37,36,31,37,39,20,25,37
T_268,22,32,27,35,23,31,34,32,27,25,20,20,23,16,19,25,22,20,14,21,17,14,14,20,22,21,18,22,22,17,10,22
T_269,8,12,10,13,9,12,13,12,35,32,25,25,29,30,16,32,11,10,7,10,8,7,7,10,11,10,9,11,11,8,7,8
T_270,7,10,8,11,7,10,10,10,16,15,12,12,14,14,11,10,20,19,13,20,16,13,13,19,20,20,17,20,21,16,14,21
T_271,14,20,16,22,14,19,21,20,17,16,13,13,15,15,12,16,24,32,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_272,12,26,21,28,18,25,27,25,41,37,30,30,35,35,28,38,42,27,28,40,33,28,27,38,42,40,35,42,44,32,28,42
T_273,23,24,28,38,25,34,36,34,36,33,26,26,30,31,24,33,23,21,11,22,18,15,14,21,23,22,19,23,24,18,15,23
T_274,29,42,24,46,30,41,44,42,17,16,13,13,15,15,12,16,18,17,12,12,14,12,11,16,18,17,15,18,19,14,12,18
T_275,11,17,14,13,12,16,17,16,44,40,31,32,37,37,29,40,44,41,29,43,24,29,28,40,44,43,37,44,46,34,30,45
T_276,22,32,27,35,16,31,34,32,20,18,14,14,17,17,13,18,13,12,9,13,10,6,8,12,13,13,11,13,14,10,9,13
T_277,9,13,11,15,10,9,14,13,27,25,20,20,23,23,19,25,24,22,16,23,19,16,11,22,24,23,20,24,25,19,16,24
T_278,20,30,25,33,22,29,22,30,17,16,13,13,15,15,12,16,41,37,27,39,32,27,26,26,41,39,34,41,42,31,27,41
T_279,13,19,16,21,14,18,20,13,10,9,7,7,8,9,7,9,35,32,23,33,27,23,22,32,24,33,29,35,36,27,23,35
T_280,26,39,32,43,28,38,41,38,20,26,21,21,24,24,19,26,26,24,17,25,21,17,17,24,26,18,22,26,27,20,18,27
T_281,19,28,23,30,20,27,29,27,41,26,30,30,35,35,28,38,29,26,19,28,22,19,18,26,29,28,17,29,30,22,19,29
T_282,22,32,27,35,23,31,34,32,12,11,6,9,10,11,8,11,44,41,29,43,35,29,28,40,44,43,37,31,46,34,30,45
T_283,25,37,30,40,26,36,38,36,19,17,13,9,16,16,13,17,26,24,17,25,21,17,17,24,26,25,22,26,19,20,18,27
T_284,17,24,20,27,18,24,26,24,24,22,17,17,14,20,16,22,13,12,9,13,10,9,8,12,13,13,11,13,14,7,9,13
T_285,21,31,26,34,22,30,32,31,26,24,19,19,22,16,18,24,13,12,9,13,10,9,8,12,13,13,11,13,14,10,6,13
T_286,10,14,12,16,10,14,15,14,36,33,26,26,30,31,17,33,20,19,13,20,16,13,13,19,20,20,17,20,21,16,14,14
T_287,11,16,13,17,11,15,16,15,34,31,24,24,28,29,23,22,13,12,9,13,10,9,8,12,13,13,11,13,14,10,9,13
T_288,25,37,30,40,26,36,38,36,22,20,16,16,19,19,15,21,22,29,21,30,24,21,20,28,31,30,26,31,32,24,21,31
T_289,15,32,27,35,23,31,34,32,32,29,23,23,27,28,22,30,17,11,11,16,13,11,11,15,17,16,14,17,17,13,11,17
T_290,11,11,13,17,11,15,16,15,47,43,34,34,40,40,32,43,18,17,8,17,14,12,11,16,18,17,15,18,19,14,12,18
T_291,26,39,22,43,28,38,41,38,37,34,27,27,31,32,25,34,18,17,12,12,14,12,11,16,18,17,15,18,19,14,12,18
T_292,12,18,15,14,13,17,19,18,45,41,32,32,38,38,30,41,23,21,15,22,12,15,14,21,23,22,19,23,24,18,15,23
T_293,17,24,20,27,12,24,26,24,45,41,32,32,38,38,30,41,14,13,9,14,11,7,9,13,14,14,12,14,15,11,10,14
T_294,11,16,13,17,11,11,16,15,35,32,25,25,29,30,24,32,18,17,12,17,14,12,8,16,18,17,15,18,19,14,12,18
T_295,6,9,7,10,6,9,6,9,17,16,13,13,15,15,12,16,11,10,7,10,8,7,7,7,11,10,9,11,11,8,7,11
T_296,17,26,21,28,18,25,27,18,41,37,30,30,35,35,28,38,24,22,16,23,19,16,15,22,17,23,20,24,25,19,16,24
T_297,25,37,30,40,26,36,38,36,21,27,22,22,25,26,20,27,25,23,17,24,20,17,16,23,25,17,21,25,26,19,17,25
T_298,8,11,9,12,8,11,12,11,30,19,22,22,25,26,20,27,32,30,21,31,25,21,21,30,32,31,19,32,34,25,22,33
T_299,11,17,14,18,12,16,17,16,39,35,19,28,33,33,26,35,26,24,17,25,21,17,17,24,26,25,22,18,27,20,18,27
T_300,14,21,17,23,15,21,22,21,22,20,16,11,19,19,15,21,12,11,8,12,9,8,8,11,12,12,10,12,9,9,8,12
T_301,16,23,19,26,17,23,24,23,11,10,8,8,7,10,8,10,10,9,6,9,7,6,6,9,10,9,8,10,10,5,6,10
T_302,22,32,27,35,23,31,34,32,21,19,15,15,18,13,14,19,42,39,28,40,33,28,27,38,42,40,35,42,44,32,20,42
T_303,20,30,25,33,22,29,31,30,36,33,26,26,30,31,17,33,26,24,17,25,21,17,17,24,26,25,22,26,27,20,18,19
T_304,14,20,16,22,14,19,21,20,44,40,31,32,37,37,29,28,47,43,31,45,37,31,30,43,47,45,39,47,49,36,31,47
T_305,20,29,24,32,21,28,30,28,24,22,17,17,20,20,16,22,16,21,15,22,18,15,14,21,23,22,19,23,24,18,15,23
T_306,20,42,35,46,30,41,44,42,19,17,13,14,16,16,13,17,44,29,29,43,35,29,28,40,44,43,37,44,46,34,30,45
T_307,23,23,27,36,24,32,35,33,46,42,33,33,39,39,31,42,24,22,11,23,19,16,15,22,24,23,20,24,25,19,16,24
T_308,27,40,23,44,29,39,42,39,14,12,10,10,12,12,9,13,17,15,11,11,13,11,11,15,17,16,14,17,17,13,11,17
T_309,27,40,33,31,29,39,42,39,25,23,18,18,21,21,17,23,31,29,21,30,17,21,20,28,31,30,26,31,32,24,21,31
T_310,21,31,26,34,16,30,32,31,42,39,30,31,36,36,29,39,44,41,29,43,35,20,28,40,44,43,37,44,46,34,30,45
T_311,11,16,13,17,11,11,16,15,36,33,26,26,30,31,24,33,48,44,32,46,37,32,21,44,48,46,40,48,50,37,32,48
T_312,25,37,30,40,26,36,27,36,27,25,20,20,23,23,19,25,43,40,28,42,34,28,27,28,43,41,36,43,45,33,29,43
T_313,18,27,22,29,19,26,28,18,30,27,22,22,25,26,20,27,38,35,25,37,30,25,24,35,27,37,32,38,40,30,26,39
T_314,18,27,22,29,19,26,28,26,32,42,33,33,39,39,31,42,46,42,30,44,36,30,29,42,45,31,38,45,47,35,31,46
T_315,23,34,28,38,25,34,36,34,27,17,20,20,23,23,19,25,11,10,7,10,8,7,7,10,11,10,6,11,11,8,7,11
T_316,14,20,16,22,14,19,21,20,14,12,7,10,12,12,9,13,14,13,9,14,11,9,9,13,14,14,12,10,15,11,10,14
T_317,7,10,8,11,7,10,10,10,14,12,10,7,12,12,9,13,29,26,19,28,22,19,18,26,29,28,24,29,21,22,19,29
T_318,13,19,16,21,14,18,20,19,21,19,15,15,12,18,14,19,47,43,31,45,37,31,30,43,47,45,39,47,49,25,31,47
T_319,22,32,27,35,23,31,34,32,14,12,10,10,12,8,9,13,12,11,8,12,9,8,8,11,12,12,10,12,12,9,6,12
T_320,26,39,32,43,28,38,41,38,32,29,23,23,27,28,15,30,29,26,19,28,22,19,18,26,29,28,24,29,30,22,19,20
T_321,14,21,17,23,15,21,22,21,17,16,13,13,15,15,12,11,34,31,22,32,26,22,21,31,33,32,28,33,35,26,23,34
T_322,11,17,14,18,12,16,17,16,19,17,13,14,16,16,13,17,30,40,28,42,34,28,27,39,43,41,36,43,45,33,29,43
T_323,20,41,34,45,30,40,43,41,19,17,13,14,16,16,13,17,40,25,26,38,31,26,25,36,39,38,33,39,41,31,27,40
T_324,8,9,10,13,9,12,13,12,24,22,17,17,20,20,16,22,31,29,14,30,24,21,20,28,31,30,26,31,32,24,21,31
T_325,15,22,13,24,16,22,23,22,15,14,11,11,13,13,10,14,16,14,10,10,12,10,10,14,16,15,13,16,16,12,10,16
T_326,26,38,31,29,27,37,39,37,19,17,13,14,16,16,13,17,10,9,6,9,5,6,6,9,10,9,8,10,10,7,6,10
T_327,22,32,27,35,16,31,34,32,11,10,8,8,9,10,8,10,22,20,14,21,17,10,14,20,22,21,18,22,22,17,14,22
T_328,17,24,20,27,18,17,26,24,25,23,18,18,21,21,17,23,30,28,20,29,23,20,13,27,30,29,25,30,31,23,20,30
T_329,18,27,22,29,19,26,19,26,26,24,19,19,22,22,18,24,19,18,13,18,15,13,12,12,19,18,16,19,20,15,13,19
T_330,28,41,34,45,30,40,43,28,34,31,24,24,28,29,23,31,17,15,11,16,13,11,11,15,12,16,14,17,17,13,11,17
T_331,17,24,20,27,18,24,26,24,19,25,20,20,23,23,19,25,28,25,18,27,22,18,17,25,27,19,23,27,29,21,18,28
T_332,8,12,10,13,9,12,13,12,12,8,9,9,10,11,8,11,20,19,13,20,16,13,13,19,20,20,12,20,21,16,14,21
T_333,8,12,10,13,9,12,13,12,10,9,5,7,8,9,7,9,37,34,24,36,29,25,24,34,37,36,31,26,39,29,25,37
T_334,13,19,16,21,14,18,20,19,44,40,31,22,37,37,29,40,41,37,27,39,32,27,26,37,41,39,34,41,30,31,27,41
T_335,8,12,10,13,9,12,13,12,27,25,20,20,16,23,19,25,10,9,6,9,7,6,6,9,10,9,8,10,10,5,6,10
T_336,20,29,24,32,21,28,30,28,49,44,35,35,41,29,33,44,42,39,28,40,33,28,27,38,42,40,35,42,44,32,20,42
T_337,11,16,13,17,11,15,16,15,24,22,17,17,20,20,11,22,11,10,7,10,8,7,7,10,11,10,9,11,11,8,7,8
T_338,11,17,14,18,12,16,17,16,46,42,33,33,39,39,31,30,24,22,16,23,19,16,15,22,24,23,20,24,25,19,16,24
T_339,11,17,14,18,12,16,17,16,25,23,18,18,21,21,17,23,8,11,8,12,9,8,8,11,12,12,10,12,12,9,8,12
T_340,10,21,17,23,15,21,22,21,17,16,13,13,15,15,12,16,38,25,25,37,30,25,24,35,38,37,32,38,40,30,26,39
T_341,9,9,11,15,10,13,14,13,32,29,23,23,27,28,22,30,40,36,18,38,31,26,25,36,39,38,33,39,41,31,27,40
T_342,11,17,10,18,12,16,17,16,46,42,33,33,39,39,31,42,28,25,18,19,22,18,17,25,27,26,23,27,29,21,18,28
T_343,7,10,8,8,7,10,10,10,50,45,36,36,42,43,34,46,23,21,15,22,12,15,14,21,23,22,19,23,24,18,15,23
T_344,15,22,18,24,11,22,23,22,45,41,32,32,38,38,30,41,31,29,21,30,24,14,20,28,31,30,26,31,32,24,21,31
T_345,16,23,19,26,17,16,24,23,40,36,29,29,34,34,27,36,29,26,19,28,22,19,13,26,29,28,24,29,30,22,19,29
T_346,20,30,25,33,22,29,22,30,47,43,34,34,40,40,32,43,18,17,12,17,14,12,11,11,18,17,15,18,19,14,12,18
T_347,17,24,20,27,18,24,26,17,11,10,8,8,9,10,8,10,41,37,27,39,32,27,26,37,28,39,34,41,42,31,27,41
T_348,8,11,9,12,8,11,12,11,10,14,11,11,13,13,10,14,14,13,9,14,11,9,9,13,14,10,12,14,15,11,10,14
T_349,6,9,7,10,6,9,9,9,30,19,22,22,25,26,20,27,35,32,23,33,27,23,22,32,35,33,20,35,36,27,23,35
T_350,26,39,32,43,28,38,41,38,49,44,24,35,41,42,33,44,14,13,9,14,11,9,9,13,14,14,12,10,15,11,10,14
T_351,17,24,20,27,18,24,26,24,12,11,9,6,10,11,8,11,47,43,31,45,37,31,30,43,47,45,39,47,34,36,31,47
T_352,29,43,36,47,31,42,45,43,30,27,22,22,18,26,20,27,31,29,21,30,24,21,20,28,31,30,26,31,32,17,21,31
T_353,14,21,17,23,15,21,22,21,35,32,25,25,29,21,24,32,37,34,24,36,29,25,24,34,37,36,31,37,39,29,17,37
T_354,28,41,34,45,30,40,43,41,45,41,32,32,38,38,21,41,22,20,14,21,17,14,14,20,22,21,18,22,22,17,14,15
T_355,15,22,18,24,16,22,23,22,41,37,30,30,35,35,28,26,32,30,21,31,25,21,21,30,32,31,27,32,34,25,22,33
T_356,11,16,13,17,11,15,16,15,32,29,23,23,27,28,22,30,9,12,9,13,10,9,8,12,13,13,11,13,14,10,9,13
T_357,14,29,24,32,21,28,30,28,16,15,12,12,14,14,11,15,42,27,28,40,33,28,27,38,42,40,35,42,44,32,28,42
T_358,28,29,34,45,30,40,43,41,10,9,7,7,8,9,7,9,28,25,13,27,22,18,17,25,27,26,23,27,29,21,18,28
T_359,30,44,26,49,32,43,46,44,22,20,16,16,19,19,15,21,47,43,31,31,37,31,30,43,47,45,39,47,49,36,31,47
T_360,27,40,33,31,29,39,42,39,31,28,22,23,26,27,21,29,32,30,21,31,18,21,21,30,32,31,27,32,34,25,22,33
T_361,24,36,29,39,18,35,37,35,20,18,14,14,17,17,13,18,14,13,9,14,11,7,9,13,14,14,12,14,15,11,10,14
T_362,29,42,35,46,30,29,44,42,17,16,13,13,15,15,12,16,46,42,30,44,36,30,20,42,45,44,38,45,47,35,31,46
T_363,7,10,8,11,7,10,7,10,29,26,21,21,24,24,19,26,12,11,8,12,9,8,8,8,12,12,10,12,12,9,8,12
T_364,9,13,11,15,10,13,14,9,21,19,15,15,18,18,14,19,35,32,23,33,27,23,22,32,24,33,29,35,36,27,23,35
T_365,18,27,22,29,19,26,28,26,27,35,28,28,33,33,26,35,43,40,28,42,34,28,27,39,43,29,36,43,45,33,29,43
T_366,29,43,36,47,31,42,45,43,42,27,30,31,36,36,29,39,13,12,9,13,10,9,8,12,13,13,8,13,14,10,9,13
T_367,8,11,9,12,8,11,12,11,10,9,5,7,8,9,7,9,12,11,8,12,9,8,8,11,12,12,10,8,12,9,8,12
T_368,18,27,22,29,19,26,28,26,44,40,31,22,37,37,29,40,38,35,25,37,30,25,24,35,38,37,32,38,28,30,26,39
T_369,21,31,26,34,22,30,32,31,11,10,8,8,7,10,8,10,14,13,9,14,11,9,9,13,14,14,12,14,15,8,10,14
T_370,27,40,33,44,29,39,42,39,25,23,18,18,21,15,17,23,34,31,22,32,26,22,21,31,33,32,28,33,35,26,16,34
T_371,25,37,30,40,26,36,38,36,12,11,9,9,10,11,6,11,22,20,14,21,17,14,14,20,22,21,18,22,22,17,14,15
T_372,20,29,24,32,21,28,30,28,40,36,29,29,34,34,27,26,44,41,29,43,35,29,28,40,44,43,37,44,46,34,30,45
T_373,10,14,12,16,10,14,15,14,41,37,30,30,35,35,28,38,24,32,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_374,4,9,7,10,6,9,9,9,29,26,21,21,24,24,19,26,35,22,23,33,27,23,22,32,35,33,29,35,36,27,23,35
T_375,14,14,16,22,14,19,21,20,24,22,17,17,20,20,16,22,13,12,6,13,10,9,8,12,13,13,11,13,14,10,9,13
T_376,19,28,16,30,20,27,29,27,32,29,23,23,27,28,22,30,23,21,15,15,18,15,14,21,23,22,19,23,24,18,15,23
T_377,12,18,15,14,13,17,19,18,30,27,22,22,25,26,20,27,43,40,28,42,24,28,27,39,43,41,36,43,45,33,29,43
T_378,11,16,13,17,8,15,16,15,19,17,13,14,16,16,13,17,26,24,17,25,21,12,17,24,26,25,22,26,27,20,18,27
T_379,17,26,21,28,18,17,27,25,42,39,30,31,36,36,29,39,29,26,19,28,22,19,13,26,29,28,24,29,30,22,19,29
T_380,13,19,16,21,14,18,14,19,15,14,11,11,13,13,10,14,35,32,23,33,27,23,22,22,35,33,29,35,36,27,23,35
T_381,23,34,28,38,25,34,36,24,36,33,26,26,30,31,24,33,41,37,27,39,32,27,26,37,28,39,34,41,42,31,27,41
T_382,26,38,31,41,27,37,39,37,10,14,11,11,13,13,10,14,40,36,26,38,31,26,25,36,39,27,33,39,41,31,27,40
T_383,6,9,7,10,6,9,9,9,49,31,35,35,41,42,33,44,47,43,31,45,37,31,30,43,47,45,27,47,49,36,31,47
T_384,26,39,32,43,28,38,41,38,32,29,16,23,27,28,22,30,23,21,15,22,18,15,14,21,23,22,19,16,24,18,15,23
T_385,7,10,8,11,7,10,10,10,39,35,28,20,33,33,26,35,35,32,23,33,27,23,22,32,35,33,29,35,25,27,23,35
T_386,15,22,18,24,16,22,23,22,22,20,16,16,13,19,15,21,28,25,18,27,22,18,17,25,27,26,23,27,29,15,18,28
T_387,8,11,9,12,8,11,12,11,34,31,24,24,28,20,23,31,37,34,24,36,29,25,24,34,37,36,31,37,39,29,17,37
T_388,24,36,29,39,26,35,37,35,14,12,10,10,12,12,6,13,20,19,13,20,16,13,13,19,20,20,17,20,21,16,14,14
T_389,25,37,30,40,26,36,38,36,44,40,31,32,37,37,29,28,31,29,21,30,24,21,20,28,31,30,26,31,32,24,21,31
T_390,17,26,21,28,18,25,27,25,29,26,21,21,24,24,19,26,25,33,24,35,28,24,23,33,36,35,30,36,37,28,24,36
T_391,10,21,17,23,15,21,22,21,49,44,35,35,41,42,33,44,47,30,31,45,37,31,30,43,47,45,39,47,49,36,31,47
T_392,20,20,24,32,21,28,30,28,34,31,24,24,28,29,23,31,18,17,8,17,14,12,11,16,18,17,15,18,19,14,12,18
T_393,18,27,15,29,19,26,28,26,15,14,11,11,13,13,10,14,22,20,14,15,17,14,14,20,22,21,18,22,22,17,14,22
T_394,11,17,14,13,12,16,17,16,47,43,34,34,40,40,32,43,44,41,29,43,24,29,28,40,44,43,37,44,46,34,30,45
T_395,26,38,31,41,19,37,39,37,12,11,9,9,10,11,8,11,41,37,27,39,32,19,26,37,41,39,34,41,42,31,27,41
T_396,9,13,11,15,10,9,14,13,36,33,26,26,30,31,24,33,20,19,13,20,16,13,9,19,20,20,17,20,21,16,14,21
T_397,22,32,27,35,23,31,24,32,45,41,32,32,38,38,30,41,16,14,10,15,12,10,10,10,16,15,13,16,16,12,10,16
T_398,9,13,11,15,10,13,14,9,14,12,10,10,12,12,9,13,22,20,14,21,17,14,14,20,15,21,18,22,22,17,14,22
T_399,29,43,36,47,31,42,45,43,9,11,9,9,10,11,8,11,25,23,17,24,20,17,16,23,25,17,21,25,26,19,17,25
T_400,20,29,24,32,21,28,30,28,40,25,29,29,34,34,27,36,16,14,10,15,12,10,10,14,16,15,9,16,16,12,10,16
T_401,23,34,28,38,25,34,36,34,15,14,8,11,13,13,10,14,19,18,13,18,15,13,12,18,19,18,16,13,20,15,13,19
T_402,14,20,16,22,14,19,21,20,35,32,25,18,29,30,24,32,35,32,23,33,27,23,22,32,35,33,29,35,25,27,23,35
T_403,20,30,25,33,22,29,31,30,22,20,16,16,13,19,15,21,30,28,20,29,23,20,19,27,30,29,25,30,31,16,20,30
T_404,8,12,10,13,9,12,13,12,46,42,33,33,39,28,31,42,16,14,10,15,12,10,10,14,16,15,13,16,16,12,7,16
