TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_386,2.61,2.38,2.56,2.53,2.37,2.69,2.12,2.72
T_387,2.30,2.24,2.67,2.53,2.90,2.72,2.38,2.43
T_388,2.09,2.34,2.42,2.32,2.45,2.69,2.57,2.54
T_389,2.55,2.39,2.63,2.38,2.60,2.61,2.37,2.35
T_390,2.32,2.31,2.47,2.67,2.52,2.56,2.45,2.46
T_391,2.61,2.17,2.43,2.31,2.74,2.62,2.70,2.60
T_392,2.25,2.14,2.89,2.62,2.37,2.53,2.41,2.43
T_393,2.33,2.30,2.83,2.30,2.35,2.93,2.44,2.51
T_394,2.53,2.32,2.54,2.61,2.65,2.56,2.40,2.41
T_395,2.39,2.24,2.24,2.44,2.75,2.78,2.49,2.30
T_396,2.65,1.98,2.45,2.52,2.69,2.69,2.45,2.54
T_397,2.15,2.31,2.51,2.22,2.39,2.70,2.57,2.38
T_398,2.26,2.06,2.59,2.28,2.69,2.53,2.49,2.92
T_399,2.45,2.26,2.49,2.43,2.83,2.47,2.74,2.47
T_400,2.18,2.28,2.62,2.42,2.68,2.53,2.61,2.48
T_401,2.29,1.79,2.63,2.42,2.42,2.59,2.49,2.62
T_402,2.32,2.35,2.62,2.42,2.29,2.55,2.30,2.59
T_403,2.23,2.15,2.42,2.63,2.44,2.45,2.52,2.41
T_404,2.51,2.47,2.66,2.28,2.57,2.56,2.38,2.45
T_405,2.80,2.24,2.51,2.22,2.35,2.51,2.59,2.60
T_406,2.21,2.28,2.83,2.61,2.50,2.42,2.54,2.35
T_407,2.39,2.21,2.73,2.24,2.81,2.30,2.85,2.73
T_408,2.41,2.52,2.45,2.06,2.81,2.36,2.66,2.47
T_409,2.33,2.37,2.60,2.44,2.63,2.43,2.09,2.63
T_410,2.22,2.34,2.70,2.56,2.11,2.91,2.33,2.68
T_411,2.45,2.23,2.79,2.29,2.42,2.74,2.30,2.73
T_412,2.46,2.18,2.71,2.52,2.60,2.74,2.34,2.42
T_413,2.40,2.37,2.40,2.30,2.87,2.57,2.55,2.45
T_414,2.24,2.06,2.87,2.09,2.51,2.57,2.68,2.47
T_415,2.10,2.33,2.70,2.58,2.66,2.59,2.79,2.50
T_416,2.33,2.40,2.44,2.19,2.78,2.58,2.57,2.42
T_417,2.39,2.40,2.29,2.53,2.67,2.56,2.60,2.57
T_418,2.34,2.53,2.97,2.33,2.28,2.49,2.79,2.42
T_419,2.45,1.95,2.29,2.45,2.78,2.70,2.63,2.24
T_420,2.38,2.02,2.52,2.38,2.62,2.58,2.44,2.42
T_421,2.23,2.00,2.20,2.40,2.56,2.45,2.59,2.40
T_422,2.47,1.95,2.43,2.34,2.73,2.53,2.39,2.26
T_423,2.48,2.12,2.56,2.42,2.58,2.54,2.56,2.65
T_424,2.36,2.18,2.75,2.55,2.63,2.43,2.56,2.62
T_425,2.41,2.35,2.56,2.52,2.22,2.32,2.23,2.43
T_426,2.14,2.20,2.45,2.53,2.53,2.67,2.55,2.51
T_427,2.29,2.14,2.70,2.28,2.27,2.45,2.17,2.45
T_428,2.42,2.17,2.54,2.58,2.30,2.86,2.77,2.34
T_429,2.28,2.33,2.49,2.75,2.74,2.48,2.33,2.93
T_430,2.47,2.31,2.59,2.54,2.80,2.43,2.46,2.61
T_431,2.48,2.00,2.30,2.17,2.67,2.61,2.64,2.70
T_432,2.45,2.22,2.54,2.23,2.94,2.28,2.46,2.84
T_433,2.33,2.33,2.74,2.43,2.62,2.67,2.72,2.83
T_434,2.62,2.23,2.63,2.55,2.54,2.64,2.33,2.40
T_435,2.15,2.40,2.59,2.41,2.28,2.69,2.56,2.45
T_436,2.38,2.10,2.59,2.42,2.51,2.33,2.28,2.17
T_437,2.28,2.34,2.64,2.35,2.44,2.67,2.77,2.81
T_438,2.48,2.56,2.53,2.41,2.40,2.60,2.42,2.30
T_439,2.76,2.25,2.74,2.31,2.19,2.61,2.34,2.30
T_440,2.49,2.00,2.47,2.67,2.30,2.50,2.64,2.47
T_441,2.44,2.20,2.63,2.38,2.43,2.42,2.30,2.40
T_442,2.45,1.93,2.35,2.40,2.60,2.73,2.40,2.39
T_443,2.30,2.06,2.52,2.45,2.57,2.49,2.41,2.34
T_444,2.46,1.98,2.77,2.30,2.70,2.41,2.66,2.65
T_445,2.40,2.20,2.41,2.29,2.50,2.65,2.36,1.98
T_446,2.47,2.25,2.79,2.44,2.54,2.92,2.53,2.29
T_447,2.30,2.47,2.50,2.51,2.43,2.88,2.51,2.39
T_448,2.35,2.41,2.55,2.19,2.69,2.55,2.58,2.52
T_449,2.42,2.20,2.80,2.44,2.67,2.58,2.76,2.61
T_450,2.24,2.33,2.43,2.49,2.41,2.86,2.16,2.73
T_451,2.58,2.32,2.42,2.40,2.36,2.77,2.62,2.56
T_452,2.25,2.23,2.62,2.34,2.40,2.53,2.41,2.42
T_453,2.60,2.20,2.74,2.43,2.46,2.78,2.51,2.52
T_454,2.34,2.23,2.75,2.23,2.74,2.56,2.39,2.42
T_455,2.42,2.14,2.79,2.30,2.49,2.53,2.40,2.55
T_456,2.45,2.06,2.50,2.31,2.67,2.43,2.42,2.18
T_457,2.58,2.31,2.27,2.56,2.77,2.60,2.61,2.76
T_458,2.33,2.35,2.54,2.21,2.73,2.71,2.34,2.49
T_459,2.50,2.43,2.46,2.62,2.35,2.53,2.37,2.53
T_460,2.36,2.35,2.44,2.38,2.40,2.69,2.87,2.72
T_461,2.39,2.14,2.81,2.66,2.52,2.58,2.33,2.50
T_462,2.36,2.26,2.53,2.53,2.31,2.71,2.61,2.67
T_463,2.48,2.11,2.75,2.66,3.02,2.64,2.51,2.67
T_464,2.16,2.23,2.99,2.53,2.45,2.44,2.35,2.60
T_465,2.29,2.28,2.37,2.41,2.37,2.48,2.57,2.39
T_466,2.48,2.39,2.71,2.17,2.69,2.42,2.15,2.87
T_467,2.35,2.30,2.42,2.10,2.50,2.09,2.39,2.79
T_468,2.74,2.15,2.58,2.06,2.51,2.44,2.63,2.51
T_469,2.52,2.31,2.59,2.55,2.55,2.52,2.36,2.52
T_470,2.49,2.24,2.38,2.42,2.60,2.54,2.42,2.42
T_471,2.32,2.17,2.77,2.48,2.44,2.61,2.54,2.54
T_472,2.60,2.44,2.39,2.41,2.77,2.73,2.22,2.57
T_473,2.43,2.08,2.53,2.23,2.23,2.66,2.64,2.42
T_474,2.24,2.15,2.34,2.39,2.65,2.71,2.61,2.30
T_475,2.26,2.23,2.91,2.42,2.64,2.73,2.43,2.56
T_476,2.46,2.33,2.55,2.30,2.69,2.70,2.26,2.44
T_477,2.35,2.58,2.59,2.45,2.56,2.56,2.46,2.54
T_478,2.41,2.43,2.69,2.41,2.66,2.59,2.41,2.29
T_479,2.59,2.11,2.68,2.41,2.52,2.60,2.50,2.57
T_480,2.59,2.11,2.40,2.38,2.72,2.64,2.44,2.68
T_481,2.36,2.27,2.49,2.31,2.79,3.14,2.52,2.70
T_482,2.47,2.57,2.77,2.11,2.59,2.31,2.69,2.33
T_483,2.61,2.09,2.26,2.24,2.43,2.63,2.61,2.57
T_484,2.39,2.29,2.43,2.41,2.75,2.56,2.71,2.56
T_485,2.31,2.14,2.46,2.27,2.41,2.59,2.43,2.47
T_486,2.44,2.12,2.68,2.42,2.57,2.68,2.52,2.50
T_487,2.38,2.25,2.65,2.30,2.57,2.37,2.45,2.49
T_488,2.33,2.35,2.56,2.20,2.74,2.35,2.42,2.37
T_489,2.49,2.13,2.48,2.55,2.43,2.49,2.45,2.57
T_490,2.15,2.50,2.68,2.66,2.55,2.30,2.53,2.39
T_491,2.68,2.19,2.53,2.48,2.75,2.37,2.55,2.31
T_492,2.17,2.39,2.52,2.54,2.34,2.63,2.25,2.55
T_493,2.38,2.25,2.61,2.63,2.43,2.67,2.84,2.56
T_494,2.22,2.39,2.26,2.61,2.71,2.64,2.57,2.67
T_495,2.28,2.56,2.51,2.37,2.26,2.67,2.33,2.65
T_496,2.62,2.26,2.62,2.66,2.50,2.55,2.36,2.51
T_497,2.30,2.23,2.63,2.29,2.62,2.51,2.72,2.67
T_498,2.49,2.16,2.66,2.34,2.45,2.77,2.48,2.61
T_499,2.59,2.26,2.69,2.22,2.83,2.60,2.64,2.56
T_500,2.33,2.37,2.35,2.56,2.51,2.48,2.90,2.39
T_501,2.52,2.25,2.62,2.31,2.76,2.33,2.53,2.52
T_502,2.38,2.08,2.51,2.15,2.69,2.63,2.48,2.35
T_503,2.55,2.29,2.19,2.68,2.46,2.61,2.49,2.24
T_504,2.52,2.02,2.69,2.39,2.60,2.40,2.48,2.29
T_505,2.57,2.25,2.38,2.43,2.56,2.85,2.46,2.40
T_506,2.40,2.35,2.58,2.32,2.64,2.40,2.56,2.50
T_507,2.17,2.16,2.44,2.45,2.42,2.56,2.29,2.34
T_508,2.39,1.96,2.51,2.32,2.43,2.83,2.57,2.59
T_509,2.30,2.47,2.46,2.45,2.25,2.85,2.68,2.38
T_510,2.54,2.32,2.59,2.46,2.33,2.46,2.62,2.53
T_511,2.52,2.36,2.42,2.55,2.58,2.72,2.74,2.51
T_512,2.09,2.39,2.86,2.42,2.51,2.74,2.84,2.47
T_513,2.39,1.97,2.67,2.41,2.53,2.65,2.47,2.59
T_514,2.39,2.00,2.48,2.29,2.87,2.74,2.36,2.86
T_515,2.56,2.01,2.53,2.71,2.49,2.92,2.55,2.27
T_516,2.20,2.10,2.94,2.41,2.43,2.52,2.35,2.37
T_517,2.44,2.44,2.49,2.49,2.60,2.63,2.43,2.51
T_518,2.33,2.22,2.88,2.35,2.53,2.49,2.25,2.42
T_519,2.10,2.18,2.59,2.41,2.45,2.63,2.52,2.42
T_520,2.55,2.28,2.75,2.45,2.36,2.52,2.36,2.17
T_521,2.31,2.37,2.48,2.35,2.33,2.38,2.58,2.47
T_522,1.79,2.12,2.53,2.44,2.72,2.74,2.54,2.42
T_523,2.44,2.22,2.48,2.28,2.60,2.64,2.35,2.22
T_524,2.21,2.28,2.53,2.42,2.72,2.61,2.66,2.47
T_525,2.37,2.44,2.51,2.23,2.38,2.55,2.62,2.59
T_526,2.49,2.13,2.82,2.41,2.40,2.56,1.97,2.72
T_527,2.50,2.41,2.65,2.47,2.84,2.44,2.60,2.83
T_528,2.32,2.21,2.33,2.25,2.56,2.17,2.45,2.67
T_529,2.41,2.28,2.59,2.54,2.39,2.62,2.46,2.46
T_530,2.31,2.60,2.42,2.35,2.88,2.66,2.32,2.29
T_531,2.59,2.19,2.53,2.15,2.60,2.55,2.62,2.40
T_532,2.31,2.24,2.52,2.52,2.64,2.58,2.53,2.75
T_533,2.34,2.23,2.37,2.34,2.57,2.32,2.71,2.56
T_534,2.39,2.08,2.42,2.43,2.37,2.55,2.80,2.55
T_535,2.18,2.15,2.64,2.36,2.62,2.15,2.46,2.60
T_536,2.12,2.31,2.36,2.34,2.14,2.72,2.49,2.47
T_537,2.39,2.22,2.64,2.43,2.63,2.53,2.17,2.53
T_538,2.39,2.09,2.76,2.27,2.69,2.78,2.32,2.43
T_539,2.45,2.32,2.36,2.52,2.67,2.83,2.64,2.50
T_540,2.72,2.11,2.92,2.26,2.55,2.53,2.58,2.66
T_541,2.31,1.97,2.60,2.36,2.43,2.54,2.46,2.23
T_542,2.63,2.19,2.36,2.70,2.67,2.49,2.64,2.41
T_543,2.65,2.42,2.35,2.68,2.90,2.84,2.54,2.58
T_544,2.57,2.16,2.74,2.46,2.43,2.86,2.39,2.62
T_545,2.37,2.23,2.66,2.32,2.68,2.53,2.36,2.51
T_546,2.20,2.34,2.67,2.42,2.88,2.41,2.49,2.37
T_547,2.66,2.16,2.68,2.43,2.58,2.51,2.65,2.39
T_548,2.33,2.36,2.66,2.51,2.70,2.54,2.41,2.39
T_549,2.45,2.25,2.56,2.36,2.35,2.62,2.33,2.41
T_550,2.32,1.97,2.67,2.49,2.50,2.54,2.47,2.48
T_551,2.40,2.13,2.51,2.42,2.70,2.30,2.46,2.77
T_552,2.28,2.11,2.58,2.47,2.41,2.69,2.33,2.40
T_553,2.32,2.39,2.57,2.50,2.53,2.56,2.15,2.43
T_554,2.23,2.19,2.74,2.29,2.60,2.62,2.72,2.30
T_555,2.49,2.23,2.88,2.38,2.67,2.62,2.35,2.31
T_556,2.38,2.20,2.57,2.25,2.68,2.64,2.15,2.85
T_557,2.44,2.07,2.58,2.42,2.51,2.46,2.78,2.55
T_558,2.26,2.14,2.47,2.36,2.44,2.52,2.50,2.57
T_559,2.15,2.36,2.62,2.40,2.46,2.98,2.47,2.64
T_560,2.66,2.13,2.71,2.14,2.24,2.53,2.61,2.59
T_561,2.25,2.11,2.36,2.44,2.71,2.47,2.51,2.57
T_562,2.42,2.38,2.37,2.68,2.80,2.47,2.35,2.64
T_563,2.37,2.16,2.54,2.63,2.69,2.51,2.47,2.27
T_564,2.28,2.23,2.63,2.42,2.62,2.69,2.54,2.75
T_565,2.60,2.39,2.60,2.49,2.72,2.44,2.53,2.44
T_566,2.37,2.22,2.41,2.43,2.61,2.78,2.57,2.51
T_567,2.54,2.14,2.40,2.41,2.65,2.56,2.65,2.37
T_568,2.36,1.98,2.55,2.33,2.65,2.62,2.45,2.49
T_569,2.29,2.19,2.47,2.42,2.45,2.52,2.78,2.54
T_570,2.42,2.17,2.89,2.30,2.60,2.38,2.25,2.72
T_571,2.27,2.09,2.50,2.25,2.48,2.71,2.19,2.60
T_572,2.39,2.23,2.65,2.62,2.41,2.55,2.04,2.50
T_573,2.47,2.13,2.70,2.33,2.53,2.62,2.39,2.18
T_574,2.11,2.25,2.77,2.38,2.58,2.85,2.30,2.36
T_575,2.57,1.93,2.71,2.43,2.47,2.57,2.22,2.53
T_576,2.68,2.22,2.52,2.36,2.51,2.26,2.29,2.50
T_577,2.06,2.11,2.72,2.53,2.56,2.68,2.50,2.29
T_578,2.57,2.20,2.53,2.45,2.55,2.47,2.30,2.25
T_579,2.39,2.29,2.66,2.57,2.44,2.81,2.38,2.64
T_580,2.62,2.14,2.91,2.24,2.58,2.77,2.37,2.65
T_581,2.45,2.07,2.63,2.52,2.56,2.67,2.64,2.46
T_582,2.41,2.24,2.71,2.35,2.90,2.61,2.68,2.33
T_583,2.46,2.02,2.58,2.33,2.65,2.72,2.16,2.51
T_584,2.26,2.12,2.55,2.32,2.66,2.28,2.68,2.35
T_585,2.13,2.51,2.68,2.17,2.60,2.58,2.46,2.57
T_586,2.41,2.17,2.31,2.29,2.72,2.70,2.37,2.70
T_587,2.40,2.16,2.45,2.32,2.60,2.58,2.29,2.83
T_588,2.34,1.99,2.56,2.42,2.83,2.55,2.46,2.55
T_589,2.19,2.08,2.42,2.38,2.46,2.62,2.65,2.51
T_590,2.37,1.95,2.56,2.34,2.47,2.45,2.44,2.59
T_591,2.23,2.21,2.75,2.31,2.55,2.47,2.42,2.34
T_592,2.29,2.38,2.81,2.69,2.80,2.62,2.32,2.43
T_593,2.15,2.14,2.72,2.19,2.70,2.48,2.54,2.44
T_594,2.27,2.07,2.62,2.31,2.55,2.51,2.71,2.25
T_595,2.41,2.24,2.62,2.50,2.48,2.44,2.33,2.31
T_596,2.24,2.18,2.60,2.51,2.21,2.69,2.31,2.77
T_597,2.13,2.19,2.54,2.30,2.63,2.35,2.54,2.46
T_598,2.52,2.25,2.52,2.66,2.72,2.50,2.58,2.13
T_599,2.22,2.13,2.23,2.43,2.89,2.64,2.33,2.34
T_600,2.31,2.00,2.54,2.40,2.58,2.83,2.41,2.38
T_601,2.40,2.21,2.69,2.35,2.71,2.57,2.75,2.45
T_602,2.35,2.20,2.75,2.44,2.40,2.66,2.41,2.59
T_603,2.36,2.22,2.84,2.26,2.67,2.52,2.39,2.58
T_604,2.11,1.91,2.53,2.38,2.84,2.26,2.38,2.45
T_605,2.56,2.11,2.71,2.24,2.55,2.64,2.73,2.61
T_606,2.37,2.13,2.56,2.62,2.76,2.58,2.69,2.70
T_607,2.24,2.25,2.86,2.38,2.66,2.63,2.61,2.55
T_608,2.35,2.05,2.52,2.17,2.36,2.85,2.09,2.67
T_609,2.29,2.07,2.43,2.63,2.66,2.58,2.48,2.70
T_610,2.42,2.06,2.73,2.56,2.55,2.42,2.36,2.56
T_611,2.18,2.51,2.73,2.46,2.56,2.64,2.51,2.39
T_612,2.30,1.99,2.48,2.29,2.48,2.54,2.72,2.57
T_613,2.30,2.25,2.46,2.32,2.35,2.54,2.47,2.45
T_614,2.52,1.86,2.77,2.25,2.38,2.56,2.38,2.64
T_615,2.57,2.38,2.64,2.70,2.45,2.45,2.62,2.52
T_616,2.58,2.17,2.25,2.28,3.00,2.75,2.60,2.45
T_617,2.12,2.55,2.67,2.13,2.42,2.60,2.21,2.71
T_618,2.39,2.40,2.33,2.66,2.62,2.70,2.33,2.50
T_619,2.39,1.99,2.42,2.28,2.39,2.74,2.43,2.56
T_620,2.60,2.23,2.65,2.09,2.48,2.89,2.67,2.82
T_621,2.26,2.20,2.35,2.56,2.38,2.78,2.37,2.80
T_622,2.42,2.19,2.54,2.35,2.60,2.46,2.42,2.43
T_623,2.29,2.46,2.79,2.50,2.41,2.49,2.42,2.34
T_624,2.61,2.12,2.62,2.39,2.38,2.43,2.56,2.49
T_625,2.41,2.38,2.69,2.61,2.33,2.48,2.30,2.53
T_626,2.36,2.06,2.63,2.51,2.45,2.57,2.45,2.29
T_627,2.44,2.25,2.28,2.39,2.55,2.65,2.34,2.70
T_628,2.13,2.60,2.67,2.46,2.43,2.60,2.29,2.48
T_629,2.58,2.04,2.33,2.28,2.68,2.65,2.36,2.53
T_630,2.33,2.09,2.47,2.48,2.60,2.63,2.70,2.64
T_631,2.32,2.19,2.70,2.44,2.41,2.69,2.46,2.53
T_632,2.50,2.26,2.54,2.65,2.59,2.65,2.59,2.41
T_633,2.54,2.23,2.51,2.46,2.54,2.51,2.36,2.40
T_634,2.40,2.02,2.81,2.25,2.42,2.77,2.50,2.30
T_635,2.14,2.38,2.62,2.29,2.61,2.70,2.60,2.58
T_636,2.03,2.46,2.66,2.31,2.51,2.59,2.21,2.58
T_637,2.54,2.33,2.78,2.42,2.77,2.92,2.51,2.63
T_638,2.66,2.23,2.45,2.50,2.48,2.37,2.28,2.56
T_639,2.38,2.33,2.46,2.49,2.66,2.67,2.45,2.44
T_640,2.58,2.11,2.55,2.42,2.59,2.60,2.38,2.78
T_641,2.17,2.20,2.48,2.26,2.61,2.43,2.26,2.60
T_642,2.51,2.20,2.26,2.22,2.56,2.61,2.60,2.38
T_643,2.36,2.27,2.43,2.68,2.50,2.46,2.33,2.60
T_644,2.47,2.25,2.79,2.27,2.61,2.77,2.39,2.47
T_645,2.33,2.26,2.49,2.46,2.48,3.10,2.46,2.54
T_646,2.52,2.19,2.52,2.30,2.52,2.90,2.60,2.73
T_647,2.33,2.35,2.49,2.38,2.49,2.41,2.39,2.42
T_648,2.07,2.32,2.71,2.58,2.54,2.60,2.36,2.47
T_649,2.14,2.24,2.65,2.49,2.41,2.59,2.44,2.57
T_650,2.30,2.07,2.90,2.43,2.58,2.63,2.42,2.58
T_651,2.52,2.48,2.53,2.42,2.47,2.55,2.35,2.37
T_652,2.30,2.57,2.62,2.53,2.77,2.61,2.63,2.76
T_653,2.42,2.22,2.97,2.44,2.49,2.64,2.51,2.69
T_654,2.50,2.42,2.38,2.42,2.36,2.67,2.43,2.71
T_655,2.38,2.13,2.58,2.20,2.80,2.45,2.43,2.33
T_656,2.30,2.35,2.54,2.22,2.56,2.67,2.34,2.68
T_657,2.21,2.26,2.49,2.63,2.53,2.98,2.44,2.65
T_658,2.12,2.35,2.63,2.46,2.67,2.77,2.53,2.39
T_659,2.50,2.33,2.59,2.51,2.65,2.23,2.65,2.52
T_660,2.28,2.39,2.47,2.17,2.52,2.66,2.23,2.58
T_661,2.45,2.14,2.49,2.25,2.45,2.61,2.59,2.70
T_662,2.10,2.24,2.31,2.64,2.71,2.50,2.36,2.36
T_663,2.45,2.33,2.53,2.39,2.67,3.00,2.45,2.46
T_664,2.53,1.85,2.54,2.53,2.48,2.43,2.32,2.58
T_665,2.47,2.35,2.88,2.11,2.57,2.51,2.38,2.57
T_666,2.35,2.06,2.68,2.45,2.41,2.73,2.63,2.45
T_667,2.34,2.18,2.68,2.30,2.65,2.85,2.53,2.47
T_668,2.50,2.41,2.59,2.35,2.73,2.86,2.58,2.31
T_669,2.32,2.18,2.54,2.38,2.42,2.63,2.58,2.41
T_670,2.33,1.94,2.65,2.12,2.55,2.58,2.44,2.69
T_671,2.66,2.33,2.45,2.28,2.62,2.55,2.34,2.60
T_672,2.55,2.06,2.58,2.46,2.49,2.33,2.39,2.56
T_673,2.13,2.20,2.68,2.70,2.33,2.48,2.56,2.72
T_674,2.40,2.09,2.58,2.37,2.44,2.26,2.42,2.40
T_675,2.45,2.35,2.53,1.96,2.24,2.78,2.44,2.73
T_676,2.15,2.32,2.95,2.58,2.63,2.70,2.42,2.35
T_677,2.17,2.31,2.66,2.51,2.74,2.64,2.41,2.57
T_678,2.29,2.19,2.36,2.47,2.67,2.40,2.52,2.34
T_679,2.27,2.32,2.46,2.12,2.72,2.62,2.49,2.42
T_680,2.17,2.15,2.49,2.20,2.52,2.44,2.71,2.37
T_681,2.67,1.98,2.66,2.38,2.93,2.38,2.30,2.76
T_682,2.33,2.14,2.42,2.45,2.47,2.38,2.76,2.35
T_683,2.41,2.36,2.45,2.56,2.35,2.22,2.59,2.56
T_684,2.46,2.19,2.70,2.48,2.49,2.37,2.48,2.72
T_685,2.61,2.47,2.54,2.42,2.29,2.68,2.58,2.62
T_686,2.54,2.43,2.43,2.25,2.45,2.50,2.67,2.56
T_687,2.35,2.11,2.46,2.58,2.68,2.56,2.32,2.69
T_688,2.24,2.31,2.43,2.68,2.54,2.63,2.58,2.53
T_689,2.46,2.05,2.60,2.63,2.39,2.86,2.52,2.45
T_690,2.37,2.29,2.61,2.48,2.62,2.48,2.57,2.65
T_691,2.23,2.49,2.84,2.57,2.32,2.23,2.28,2.65
T_692,2.46,2.12,2.49,2.35,2.67,2.51,2.49,2.72
T_693,2.47,2.20,2.51,2.21,2.60,2.45,2.24,2.41
T_694,2.37,2.40,2.42,2.45,2.57,2.44,2.58,2.55
T_695,2.27,2.33,2.65,2.28,2.56,2.70,2.51,2.40
T_696,2.52,2.50,2.53,2.25,2.49,2.44,2.40,2.52
T_697,2.37,1.93,2.83,2.21,2.68,2.58,2.46,2.84
T_698,2.32,2.18,2.57,2.35,2.34,2.39,2.39,2.60
T_699,2.55,2.20,2.73,2.39,2.65,2.51,2.81,2.75
T_700,2.19,2.60,2.47,2.55,2.75,2.43,2.38,2.48
T_701,2.06,2.23,2.46,2.29,2.64,2.51,2.56,2.60
T_702,2.36,2.35,2.67,2.33,2.64,2.58,2.24,2.50
T_703,2.27,2.10,2.68,2.18,2.53,2.66,2.52,2.52
T_704,2.40,2.19,2.52,2.34,2.44,2.69,2.53,2.78
T_705,2.35,2.11,2.75,2.28,2.85,2.51,2.35,2.30
T_706,2.61,1.95,2.83,2.72,2.52,2.62,2.42,2.42
T_707,2.54,2.25,2.59,2.51,2.51,2.46,2.26,3.01
T_708,2.30,2.11,2.39,2.48,2.48,2.73,2.54,2.65
T_709,2.32,2.00,2.61,2.39,2.19,2.51,2.42,2.48
T_710,2.36,2.60,2.73,2.37,2.47,2.73,2.64,2.36
T_711,2.35,2.28,2.53,2.39,2.60,2.67,2.44,2.57
T_712,2.07,2.08,2.48,2.53,2.65,2.78,2.52,2.52
T_713,2.42,2.13,2.49,2.06,2.73,2.65,2.46,2.23
T_714,2.63,2.49,2.51,2.44,2.67,2.23,2.41,2.35
T_715,2.37,2.17,2.40,2.27,2.67,2.49,2.59,2.54
T_716,2.39,2.32,2.55,2.40,2.55,2.56,2.52,2.53
T_717,2.25,2.08,2.96,2.47,2.51,2.45,2.55,2.28
T_718,2.47,2.05,2.40,2.49,2.82,2.33,2.38,2.23
T_719,2.39,2.54,2.66,2.32,2.26,2.69,2.09,2.42
T_720,2.50,2.19,2.66,2.55,2.44,2.72,2.32,2.55
T_721,2.58,2.23,2.72,2.40,2.53,2.49,2.51,2.59
T_722,2.32,2.20,2.82,2.18,2.75,2.57,2.51,2.55
T_723,2.60,2.18,2.62,2.73,2.51,2.69,2.41,2.24
T_724,2.40,2.21,2.67,2.43,2.64,2.64,2.42,2.46
T_725,2.47,2.32,2.70,2.38,2.50,2.45,2.53,2.59
T_726,2.48,2.08,2.47,2.48,2.58,2.77,2.37,2.59
T_727,2.47,2.43,2.60,2.46,2.45,2.66,2.26,2.38
T_728,2.32,2.24,2.49,2.18,2.70,2.77,2.52,2.29
T_729,2.43,2.39,2.38,2.41,2.66,2.63,2.44,2.50
T_730,2.23,2.16,2.63,2.28,2.70,2.52,2.48,2.72
T_731,2.56,2.23,2.41,2.37,2.68,2.74,2.35,2.50
T_732,2.44,2.33,2.50,2.39,2.55,2.28,2.35,2.18
T_733,2.44,2.31,2.78,2.52,2.48,2.66,2.64,2.73
T_734,2.60,2.24,2.50,2.37,2.56,2.70,2.48,2.82
T_735,2.35,2.46,2.52,2.46,2.58,2.54,2.46,2.42
T_736,2.50,2.13,2.47,2.68,2.55,2.68,2.23,2.49
T_737,2.26,2.24,2.57,2.35,2.95,2.70,2.53,2.32
T_738,2.24,2.09,2.73,2.50,2.80,2.37,2.28,2.71
T_739,2.34,2.28,2.48,2.34,2.28,2.70,2.44,2.61
T_740,2.23,2.20,2.56,2.41,2.74,2.43,2.59,2.61
T_741,2.21,2.24,2.49,2.58,2.35,2.73,2.41,2.30
T_742,2.47,2.09,2.65,2.48,2.61,2.58,2.44,2.52
T_743,2.17,1.94,2.58,2.41,2.36,2.67,2.60,2.57
T_744,2.44,2.04,2.53,2.52,2.40,2.43,2.54,2.58
T_745,2.30,2.33,2.61,2.48,2.41,2.33,2.38,2.89
T_746,2.27,2.15,2.45,2.44,2.80,2.59,2.36,2.53
T_747,2.26,2.06,2.84,2.39,2.75,2.53,2.31,2.47
T_748,2.38,2.01,2.60,2.46,2.53,2.70,2.46,2.52
T_749,2.41,2.27,2.45,2.36,2.62,2.33,2.42,2.75
T_750,2.44,2.19,2.89,2.48,2.29,2.57,2.59,2.52
T_751,2.60,2.11,2.44,2.49,2.52,2.65,2.53,2.39
T_752,2.19,2.02,2.48,2.22,2.73,2.59,2.56,2.10
T_753,2.30,2.17,2.55,2.39,2.59,2.80,2.23,2.42
T_754,2.38,2.13,2.74,2.09,2.36,2.80,2.76,2.38
T_755,2.18,2.15,2.58,2.55,2.25,2.50,2.64,2.78
T_756,2.48,2.33,2.44,2.27,2.51,2.32,2.53,2.52
T_757,2.58,2.13,2.61,2.66,2.52,2.46,2.60,2.48
T_758,2.28,2.39,2.33,2.68,2.53,2.38,2.32,2.42
T_759,2.48,2.34,2.50,2.19,2.57,2.81,2.37,2.39
T_760,2.16,2.25,2.38,2.38,2.26,2.44,2.40,2.19
T_761,2.13,2.27,2.73,2.40,2.38,2.86,2.51,2.54
T_762,2.50,2.23,2.71,2.17,2.31,2.59,2.41,2.37
T_763,2.43,1.92,2.70,2.45,2.76,2.61,2.30,2.68
T_764,2.08,2.22,2.46,2.51,2.61,2.46,2.54,2.38
T_765,2.41,2.38,2.59,2.30,2.65,2.48,2.33,2.46
T_766,2.25,1.95,2.89,2.24,2.45,2.60,1.98,2.37
T_767,2.29,2.16,2.50,2.45,2.63,2.45,2.24,2.34
T_768,2.24,2.17,2.71,2.39,2.90,2.55,2.51,2.70
T_769,2.33,2.35,2.38,2.37,2.84,2.34,2.33,2.36
T_770,2.32,2.30,2.39,2.49,2.73,2.46,2.36,2.72
T_771,2.41,2.25,2.42,2.48,2.59,2.58,2.56,2.51
T_772,2.50,1.84,2.55,2.36,2.59,2.88,2.25,2.67
