TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_385,21,19,19,26,18,16,25,18,16,16,11,8,14,16,11,12
T_386,31,28,27,39,27,24,36,26,12,11,8,8,7,11,8,8
T_387,40,36,35,50,34,31,47,33,42,40,28,29,35,28,29,30
T_388,27,24,24,34,23,21,32,23,33,31,22,22,27,31,16,24
T_389,19,17,17,24,16,15,22,16,15,14,10,10,13,15,11,8
T_390,33,30,29,41,28,25,39,28,45,42,30,30,37,43,31,32
T_391,23,30,29,41,28,25,39,28,20,19,13,14,17,19,14,14
T_392,19,12,17,24,16,15,22,16,15,14,10,10,13,15,11,11
T_393,10,9,6,12,9,8,12,8,33,31,22,22,27,31,23,24
T_394,23,21,20,20,20,18,27,19,28,27,19,19,23,27,19,20
T_395,32,29,28,40,19,25,38,27,12,11,8,8,10,11,8,8
T_396,40,36,35,50,34,21,47,33,15,14,10,10,13,15,11,11
T_397,36,32,32,45,31,28,30,30,22,21,15,15,19,21,15,16
T_398,31,28,27,39,27,24,36,18,16,16,11,11,14,16,11,12
T_399,33,30,29,41,28,25,39,28,26,36,25,26,31,36,26,27
T_400,26,23,23,32,22,20,31,22,46,30,31,31,38,44,32,33
T_401,14,13,12,17,12,11,16,12,16,16,8,11,14,16,11,12
T_402,10,9,9,12,9,8,12,8,43,41,29,21,36,41,30,31
T_403,36,32,32,45,31,28,42,30,23,22,16,16,14,22,16,17
T_404,28,25,25,35,24,21,33,23,46,43,31,31,38,31,32,33
T_405,13,12,11,16,11,10,15,11,18,17,12,12,15,17,8,13
T_406,38,34,34,47,33,29,45,32,43,41,29,30,36,41,30,22
T_407,17,15,15,21,15,13,20,14,9,9,6,6,8,9,6,7
T_408,9,12,11,16,11,10,15,11,45,42,30,30,37,43,31,32
T_409,28,18,25,35,24,21,33,23,18,17,12,12,15,17,12,13
T_410,24,22,15,30,21,18,28,20,21,20,14,14,18,20,15,15
T_411,10,9,9,9,9,8,12,8,26,24,17,18,21,25,18,18
T_412,13,12,11,16,8,10,15,11,21,20,14,14,18,20,15,15
T_413,19,17,17,24,16,10,22,16,30,29,21,21,25,29,21,22
T_414,14,13,12,17,12,11,12,12,23,22,16,16,20,22,16,17
T_415,32,29,28,40,28,25,38,19,14,13,9,10,12,13,10,10
T_416,39,35,34,48,34,30,46,33,9,12,9,9,11,12,9,9
T_417,14,13,12,17,12,11,16,12,41,27,28,28,34,39,28,29
T_418,37,33,33,46,32,28,44,31,26,24,12,18,21,25,18,18
T_419,20,18,18,25,17,15,24,17,9,9,6,4,8,9,6,7
T_420,39,35,34,48,34,30,46,33,28,27,19,19,16,27,19,20
T_421,15,14,13,19,13,11,18,13,28,27,19,19,23,19,19,20
T_422,37,33,33,46,32,28,44,31,39,37,26,26,32,37,19,28
T_423,8,7,7,10,7,6,9,7,13,12,9,9,11,12,9,6
T_424,38,34,34,47,33,29,45,32,14,13,9,10,12,13,10,10
T_425,10,14,13,19,13,11,18,13,37,36,25,26,31,36,26,27
T_426,18,11,16,22,15,14,21,15,32,30,21,22,26,30,22,23
T_427,22,20,14,27,19,17,26,18,18,17,12,12,15,17,12,13
T_428,18,16,16,16,15,14,21,15,20,19,13,14,17,19,14,14
T_429,26,23,23,32,16,20,31,22,27,26,18,18,22,26,19,19
T_430,20,18,18,25,17,11,24,17,42,40,28,29,35,40,29,30
T_431,12,11,11,15,10,9,10,10,43,41,29,30,36,41,30,31
T_432,11,10,10,14,9,8,13,6,46,43,31,31,38,44,32,33
T_433,35,32,31,43,30,27,41,29,31,42,30,30,37,43,31,32
T_434,22,20,19,27,19,17,26,18,45,30,30,30,37,43,31,32
T_435,8,7,7,10,7,6,9,7,35,33,17,24,29,34,24,25
T_436,24,22,21,30,21,18,28,20,30,29,21,15,25,29,21,22
T_437,24,22,21,30,21,18,28,20,41,39,28,28,24,39,28,29
T_438,33,30,29,41,28,25,39,28,26,24,17,18,21,17,18,18
T_439,11,10,10,14,9,8,13,9,33,31,22,22,27,31,16,24
T_440,12,11,11,15,10,9,14,10,27,26,18,18,22,26,19,14
T_441,32,29,28,40,28,25,38,27,25,23,17,17,21,24,17,18
T_442,19,24,24,34,23,21,32,23,9,9,6,6,8,9,6,7
T_443,15,9,13,19,13,11,18,13,23,22,16,16,20,22,16,17
T_444,17,15,11,21,15,13,20,14,30,29,21,21,25,29,21,22
T_445,23,21,20,20,20,18,27,19,20,19,13,14,17,19,14,14
T_446,36,32,32,45,22,28,42,30,43,41,29,30,36,41,30,31
T_447,37,33,33,46,32,20,44,31,33,31,22,22,27,31,23,24
T_448,39,35,34,48,34,30,32,33,23,22,16,16,20,22,16,17
T_449,38,34,34,47,33,29,45,22,12,11,8,8,10,11,8,8
T_450,38,34,34,47,33,29,45,32,14,19,13,14,17,19,14,14
T_451,30,27,27,37,26,23,35,25,39,26,26,26,32,37,27,28
T_452,26,23,23,32,22,20,31,22,19,18,9,13,16,18,13,13
T_453,35,32,31,43,30,27,41,29,32,30,21,15,26,30,22,23
T_454,22,20,19,27,19,17,26,18,25,23,17,17,14,24,17,18
T_455,28,25,25,35,24,21,33,23,39,37,26,26,32,26,27,28
T_456,23,21,20,29,20,18,27,19,34,32,23,23,28,33,16,24
T_457,21,19,19,26,18,16,25,18,37,36,25,26,31,36,26,19
T_458,8,7,7,10,7,6,9,7,25,23,17,17,21,24,17,18
T_459,14,18,18,25,17,15,24,17,36,34,24,25,30,35,25,26
T_460,26,16,23,32,22,20,31,22,26,24,17,18,21,25,18,18
T_461,17,15,11,21,15,13,20,14,22,21,15,15,19,21,15,16
T_462,37,33,33,32,32,28,44,31,11,10,7,7,9,10,7,8
T_463,28,25,25,35,17,21,33,23,26,24,17,18,21,25,18,18
T_464,20,18,18,25,17,11,24,17,34,32,23,23,28,33,23,24
T_465,10,9,9,12,9,8,8,8,22,21,15,15,19,21,15,16
T_466,17,15,15,21,15,13,20,10,29,28,20,20,24,28,20,21
T_467,33,30,29,41,28,25,39,28,16,22,16,16,20,22,16,17
T_468,16,14,14,20,14,12,19,13,9,6,6,6,8,9,6,7
T_469,27,24,24,34,23,21,32,23,35,33,17,24,29,34,24,25
T_470,21,19,19,26,18,16,25,18,27,26,18,13,22,26,19,19
T_471,33,30,29,41,28,25,39,28,23,22,16,16,14,22,16,17
T_472,29,26,26,36,25,22,34,24,33,31,22,22,27,22,23,24
T_473,32,29,28,40,28,25,38,27,30,29,21,21,25,29,15,22
T_474,21,19,19,26,18,16,25,18,13,12,9,9,11,12,9,6
T_475,31,28,27,39,27,24,36,26,27,26,18,18,22,26,19,19
T_476,15,20,19,27,19,17,26,18,13,12,9,9,11,12,9,9
T_477,19,12,17,24,16,15,22,16,19,18,13,13,16,18,13,13
T_478,9,8,6,11,8,7,11,8,47,44,32,32,39,45,32,34
T_479,22,20,19,19,19,17,26,18,19,18,13,13,16,18,13,13
T_480,29,26,26,36,17,22,34,24,14,13,9,10,12,13,10,10
T_481,19,17,17,24,16,10,22,16,21,20,14,14,18,20,15,15
T_482,25,23,22,31,21,19,21,21,26,24,17,18,21,25,18,18
T_483,20,18,18,25,17,15,24,12,39,37,26,26,32,37,27,28
T_484,8,7,7,10,7,6,9,7,15,20,14,14,18,20,15,15
T_485,30,27,27,37,26,23,35,25,42,28,28,29,35,40,29,30
T_486,23,21,20,29,20,18,27,19,29,28,14,20,24,28,20,21
T_487,20,18,18,25,17,15,24,17,9,9,6,4,8,9,6,7
T_488,28,25,25,35,24,21,33,23,34,32,23,23,20,33,23,24
T_489,26,23,23,32,22,20,31,22,14,13,9,10,12,9,10,10
T_490,11,10,10,14,9,8,13,9,25,23,17,17,21,24,12,18
T_491,23,21,20,29,20,18,27,19,42,40,28,29,35,40,29,21
T_492,11,10,10,14,9,8,13,9,26,24,17,18,21,25,18,18
T_493,11,14,14,20,14,12,19,13,46,43,31,31,38,44,32,33
T_494,40,25,35,50,34,31,47,33,39,37,26,26,32,37,27,28
T_495,16,14,10,20,14,12,19,13,20,19,13,14,17,19,14,14
T_496,12,11,11,10,10,9,14,10,45,42,30,30,37,43,31,32
T_497,18,16,16,22,11,14,21,15,29,28,20,20,24,28,20,21
T_498,22,20,19,27,19,12,26,18,9,9,6,6,8,9,6,7
T_499,33,30,29,41,28,25,27,28,41,39,28,28,34,39,28,29
T_500,18,16,16,22,15,14,21,11,28,27,19,19,23,27,19,20
T_501,36,32,32,45,31,28,42,30,7,10,7,7,9,10,7,8
T_502,25,23,22,31,21,19,29,21,46,30,31,31,38,44,32,33
T_503,8,7,7,10,7,6,9,7,36,34,17,25,30,35,25,26
T_504,29,26,26,36,25,22,34,24,16,16,11,8,14,16,11,12
T_505,12,11,11,15,10,9,14,10,12,11,8,8,7,11,8,8
T_506,21,19,19,26,18,16,25,18,40,38,27,27,33,27,27,29
T_507,36,32,32,45,31,28,42,30,35,33,24,24,29,34,17,25
T_508,22,20,19,27,19,17,26,18,20,19,13,14,17,19,14,10
T_509,39,35,34,48,34,30,46,33,37,36,25,26,31,36,26,27
T_510,23,30,29,41,28,25,39,28,21,20,14,14,18,20,15,15
T_511,17,11,15,21,15,13,20,14,26,24,17,18,21,25,18,18
T_512,38,34,24,47,33,29,45,32,28,27,19,19,23,27,19,20
T_513,25,23,22,22,21,19,29,21,41,39,28,28,34,39,28,29
T_514,8,7,7,10,5,6,9,7,14,13,9,10,12,13,10,10
T_515,35,32,31,43,30,19,41,29,40,38,27,27,33,38,27,29
T_516,24,22,21,30,21,18,20,20,23,22,16,16,20,22,16,17
T_517,9,8,8,11,8,7,11,5,14,13,9,10,12,13,10,10
T_518,39,35,34,48,34,30,46,33,16,22,16,16,20,22,16,17
T_519,31,28,27,39,27,24,36,26,21,14,14,14,18,20,15,15
T_520,14,13,12,17,12,11,16,12,18,17,8,12,15,17,12,13
T_521,10,9,9,12,9,8,12,8,28,27,19,13,23,27,19,20
T_522,34,31,30,42,29,26,40,28,43,41,29,30,25,41,30,31
T_523,30,27,27,37,26,23,35,25,47,44,32,32,39,31,32,34
T_524,17,15,15,21,15,13,20,14,37,36,25,26,31,36,18,27
T_525,32,29,28,40,28,25,38,27,47,44,32,32,39,45,32,24
T_526,18,16,16,22,15,14,21,15,25,23,17,17,21,24,17,18
T_527,15,20,19,27,19,17,26,18,19,18,13,13,16,18,13,13
T_528,24,15,21,30,21,18,28,20,32,30,21,22,26,30,22,23
T_529,35,32,22,43,30,27,41,29,32,30,21,22,26,30,22,23
T_530,12,11,11,10,10,9,14,10,28,27,19,19,23,27,19,20
T_531,34,31,30,42,20,26,40,28,21,20,14,14,18,20,15,15
T_532,20,18,18,25,17,11,24,17,15,14,10,10,13,15,11,11
T_533,12,11,11,15,10,9,10,10,12,11,8,8,10,11,8,8
T_534,20,18,18,25,17,15,24,12,47,44,32,32,39,45,32,34
T_535,18,16,16,22,15,14,21,15,12,17,12,12,15,17,12,13
T_536,15,14,13,19,13,11,18,13,14,9,9,10,12,13,10,10
T_537,24,22,21,30,21,18,28,20,22,21,11,15,19,21,15,16
T_538,37,33,33,46,32,28,44,31,39,37,26,19,32,37,27,28
T_539,40,36,35,50,34,31,47,33,41,39,28,28,24,39,28,29
T_540,32,29,28,40,28,25,38,27,35,33,24,24,29,24,24,25
T_541,40,36,35,50,34,31,47,33,21,20,14,14,18,20,10,15
T_542,21,19,19,26,18,16,25,18,42,40,28,29,35,40,29,21
T_543,16,14,14,20,14,12,19,13,12,11,8,8,10,11,8,8
T_544,19,24,24,34,23,21,32,23,22,21,15,15,19,21,15,16
T_545,27,17,24,34,23,21,32,23,36,34,24,25,30,35,25,26
T_546,24,22,15,30,21,18,28,20,22,21,15,15,19,21,15,16
T_547,18,16,16,16,15,14,21,15,45,42,30,30,37,43,31,32
T_548,13,12,11,16,8,10,15,11,33,31,22,22,27,31,23,24
T_549,10,9,9,12,9,5,12,8,36,34,24,25,30,35,25,26
T_550,40,36,35,50,34,31,33,33,25,23,17,17,21,24,17,18
T_551,15,14,13,19,13,11,18,9,21,20,14,14,18,20,15,15
T_552,12,11,11,15,10,9,14,10,7,10,7,7,9,10,7,8
T_553,19,17,17,24,16,15,22,16,19,12,13,13,16,18,13,13
T_554,33,30,29,41,28,25,39,28,19,18,9,13,16,18,13,13
T_555,35,32,31,43,30,27,41,29,16,16,11,8,14,16,11,12
T_556,30,27,27,37,26,23,35,25,36,34,24,25,21,35,25,26
T_557,18,16,16,22,15,14,21,15,18,17,12,12,15,12,12,13
T_558,36,32,32,45,31,28,42,30,42,40,28,29,35,40,20,30
T_559,10,9,9,12,9,8,12,8,39,37,26,26,32,37,27,19
T_560,19,17,17,24,16,15,22,16,22,21,15,15,19,21,15,16
T_561,22,28,27,39,27,24,36,26,20,19,13,14,17,19,14,14
T_562,19,12,17,24,16,15,22,16,42,40,28,29,35,40,29,30
T_563,38,34,24,47,33,29,45,32,22,21,15,15,19,21,15,16
T_564,28,25,25,24,24,21,33,23,32,30,21,22,26,30,22,23
T_565,31,28,27,39,19,24,36,26,40,38,27,27,33,38,27,29
T_566,21,19,19,26,18,11,25,18,39,37,26,26,32,37,27,28
T_567,18,16,16,22,15,14,15,15,14,13,9,10,12,13,10,10
T_568,9,8,8,11,8,7,11,5,36,34,24,25,30,35,25,26
T_569,16,14,14,20,14,12,19,13,26,36,25,26,31,36,26,27
T_570,16,14,14,20,14,12,19,13,41,27,28,28,34,39,28,29
T_571,14,13,12,17,12,11,16,12,22,21,11,15,19,21,15,16
T_572,31,28,27,39,27,24,36,26,34,32,23,16,28,33,23,24
T_573,15,14,13,19,13,11,18,13,15,14,10,10,9,15,11,11
T_574,36,32,32,45,31,28,42,30,22,21,15,15,19,15,15,16
T_575,33,30,29,41,28,25,39,28,19,18,13,13,16,18,9,13
T_576,19,17,17,24,16,15,22,16,33,31,22,22,27,31,23,16
T_577,17,15,15,21,15,13,20,14,45,42,30,30,37,43,31,32
T_578,25,32,32,45,31,28,42,30,29,28,20,20,24,28,20,21
T_579,19,12,17,24,16,15,22,16,11,10,7,7,9,10,7,8
T_580,27,24,17,34,23,21,32,23,21,20,14,14,18,20,15,15
T_581,34,31,30,30,29,26,40,28,14,13,9,10,12,13,10,10
T_582,33,30,29,41,20,25,39,28,25,23,17,17,21,24,17,18
T_583,12,11,11,15,10,6,14,10,27,26,18,18,22,26,19,19
T_584,31,28,27,39,27,24,26,26,37,36,25,26,31,36,26,27
T_585,32,29,28,40,28,25,38,19,18,17,12,12,15,17,12,13
T_586,35,32,31,43,30,27,41,29,11,16,11,11,14,16,11,12
T_587,19,17,17,24,16,15,22,16,32,21,21,22,26,30,22,23
T_588,29,26,26,36,25,22,34,24,25,23,12,17,21,24,17,18
T_589,13,12,11,16,11,10,15,11,16,16,11,8,14,16,11,12
T_590,19,17,17,24,16,15,22,16,20,19,13,14,12,19,14,14
T_591,16,14,14,20,14,12,19,13,28,27,19,19,23,19,19,20
T_592,28,25,25,35,24,21,33,23,12,11,8,8,10,11,6,8
T_593,38,34,34,47,33,29,45,32,9,9,6,6,8,9,6,5
T_594,25,23,22,31,21,19,29,21,23,22,16,16,20,22,16,17
T_595,6,8,8,11,8,7,11,8,23,22,16,16,20,22,16,17
T_596,18,11,16,22,15,14,21,15,15,14,10,10,13,15,11,11
T_597,12,11,7,15,10,9,14,10,20,19,13,14,17,19,14,14
T_598,21,19,19,18,18,16,25,18,22,21,15,15,19,21,15,16
T_599,23,21,20,29,14,18,27,19,22,21,15,15,19,21,15,16
T_600,32,29,28,40,28,17,38,27,30,29,21,21,25,29,21,22
T_601,15,14,13,19,13,11,12,13,20,19,13,14,17,19,14,14
T_602,14,13,12,17,12,11,16,8,20,19,13,14,17,19,14,14
T_603,27,24,24,34,23,21,32,23,7,9,6,6,8,9,6,7
T_604,21,19,19,26,18,16,25,18,14,9,9,10,12,13,10,10
T_605,14,13,12,17,12,11,16,12,46,43,22,31,38,44,32,33
T_606,17,15,15,21,15,13,20,14,46,43,31,22,38,44,32,33
T_607,24,22,21,30,21,18,28,20,34,32,23,23,20,33,23,24
T_608,10,9,9,12,9,8,12,8,18,17,12,12,15,12,12,13
T_609,8,7,7,10,7,6,9,7,47,44,32,32,39,45,23,34
T_610,20,18,18,25,17,15,24,17,34,32,23,23,28,33,23,17
T_611,20,18,18,25,17,15,24,17,27,26,18,18,22,26,19,19
T_612,9,12,11,16,11,10,15,11,28,27,19,19,23,27,19,20
T_613,17,11,15,21,15,13,20,14,20,19,13,14,17,19,14,14
T_614,19,17,12,24,16,15,22,16,25,23,17,17,21,24,17,18
T_615,19,17,17,17,16,15,22,16,16,16,11,11,14,16,11,12
T_616,26,23,23,32,16,20,31,22,29,28,20,20,24,28,20,21
T_617,17,15,15,21,15,9,20,14,32,30,21,22,26,30,22,23
T_618,17,15,15,21,15,13,14,14,46,43,31,31,38,44,32,33
T_619,8,7,7,10,7,6,9,5,12,11,8,8,10,11,8,8
T_620,12,11,11,15,10,9,14,10,11,14,10,10,13,15,11,11
T_621,39,35,34,48,34,30,46,33,18,12,12,12,15,17,12,13
T_622,39,35,34,48,34,30,46,33,30,29,14,21,25,29,21,22
T_623,29,26,26,36,25,22,34,24,45,42,30,21,37,43,31,32
T_624,15,14,13,19,13,11,18,13,29,28,20,20,17,28,20,21
T_625,40,36,35,50,34,31,47,33,16,16,11,11,14,11,11,12
T_626,29,26,26,36,25,22,34,24,18,17,12,12,15,17,8,13
T_627,23,21,20,29,20,18,27,19,13,12,9,9,11,12,9,6
T_628,24,22,21,30,21,18,28,20,16,16,11,11,14,16,11,12
T_629,12,15,15,21,15,13,20,14,20,19,13,14,17,19,14,14
T_630,21,13,19,26,18,16,25,18,21,20,14,14,18,20,15,15
T_631,14,13,9,17,12,11,16,12,39,37,26,26,32,37,27,28
T_632,25,23,22,22,21,19,29,21,29,28,20,20,24,28,20,21
T_633,27,24,24,34,16,21,32,23,30,29,21,21,25,29,21,22
T_634,39,35,34,48,34,21,46,33,22,21,15,15,19,21,15,16
T_635,10,9,9,12,9,8,8,8,21,20,14,14,18,20,15,15
T_636,13,12,11,16,11,10,15,8,20,19,13,14,17,19,14,14
T_637,15,14,13,19,13,11,18,13,18,24,17,18,21,25,18,18
T_638,26,23,23,32,22,20,31,22,22,15,15,15,19,21,15,16
T_639,38,34,34,47,33,29,45,32,45,42,21,30,37,43,31,32
T_640,25,23,22,31,21,19,29,21,25,23,17,12,21,24,17,18
T_641,14,13,12,17,12,11,16,12,20,19,13,14,12,19,14,14
T_642,15,14,13,19,13,11,18,13,45,42,30,30,37,30,31,32
T_643,11,10,10,14,9,8,13,9,18,17,12,12,15,17,8,13
T_644,14,13,12,17,12,11,16,12,40,38,27,27,33,38,27,20
T_645,17,15,15,21,15,13,20,14,26,24,17,18,21,25,18,18
T_646,13,16,16,22,15,14,21,15,20,19,13,14,17,19,14,14
T_647,33,21,29,41,28,25,39,28,27,26,18,18,22,26,19,19
T_648,25,23,15,31,21,19,29,21,29,28,20,20,24,28,20,21
T_649,26,23,23,23,22,20,31,22,45,42,30,30,37,43,31,32
T_650,19,17,17,24,11,15,22,16,32,30,21,22,26,30,22,23
T_651,18,16,16,22,15,10,21,15,41,39,28,28,34,39,28,29
T_652,17,15,15,21,15,13,14,14,11,10,7,7,9,10,7,8
T_653,22,20,19,27,19,17,26,13,33,31,22,22,27,31,23,24
T_654,19,17,17,24,16,15,22,16,29,39,28,28,34,39,28,29
T_655,38,34,34,47,33,29,45,32,13,9,9,9,11,12,9,9
T_656,21,19,19,26,18,16,25,18,45,42,21,30,37,43,31,32
T_657,17,15,15,21,15,13,20,14,25,23,17,12,21,24,17,18
T_658,38,34,34,47,33,29,45,32,12,11,8,8,7,11,8,8
T_659,15,14,13,19,13,11,18,13,13,12,9,9,11,9,9,9
T_660,34,31,30,42,29,26,40,28,9,9,6,6,8,9,5,7
T_661,22,20,19,27,19,17,26,18,22,21,15,15,19,21,15,11
T_662,17,15,15,21,15,13,20,14,22,21,15,15,19,21,15,16
T_663,16,21,20,29,20,18,27,19,16,16,11,11,14,16,11,12
T_664,25,16,22,31,21,19,29,21,33,31,22,22,27,31,23,24
T_665,38,34,24,47,33,29,45,32,9,9,6,6,8,9,6,7
T_666,27,24,24,23,23,21,32,23,11,10,7,7,9,10,7,8
T_667,35,32,31,43,21,27,41,29,32,30,21,22,26,30,22,23
T_668,9,8,8,11,8,5,11,8,21,20,14,14,18,20,15,15
T_669,28,25,25,35,24,21,23,23,20,19,13,14,17,19,14,14
T_670,35,32,31,43,30,27,41,20,33,31,22,22,27,31,23,24
T_671,11,10,10,14,9,8,13,9,16,21,15,15,19,21,15,16
T_672,38,34,34,47,33,29,45,32,47,31,32,32,39,45,32,34
T_673,21,19,19,26,18,16,25,18,32,30,15,22,26,30,22,23
T_674,10,9,9,12,9,8,12,8,22,21,15,11,19,21,15,16
T_675,11,10,10,14,9,8,13,9,25,23,17,17,14,24,17,18
T_676,8,7,7,10,7,6,9,7,47,44,32,32,39,31,32,34
T_677,19,17,17,24,16,15,22,16,18,17,12,12,15,17,8,13
T_678,19,17,17,24,16,15,22,16,16,16,11,11,14,16,11,8
T_679,14,13,12,17,12,11,16,12,40,38,27,27,33,38,27,29
T_680,20,25,25,35,24,21,33,23,32,30,21,22,26,30,22,23
T_681,8,5,7,10,7,6,9,7,32,30,21,22,26,30,22,23
T_682,9,8,6,11,8,7,11,8,20,19,13,14,17,19,14,14
T_683,27,24,24,23,23,21,32,23,11,10,7,7,9,10,7,8
T_684,18,16,16,22,11,14,21,15,9,9,6,6,8,9,6,7
T_685,17,15,15,21,15,9,20,14,43,41,29,30,36,41,30,31
T_686,28,25,25,35,24,21,23,23,36,34,24,25,30,35,25,26
T_687,19,17,17,24,16,15,22,11,11,10,7,7,9,10,7,8
T_688,40,36,35,50,34,31,47,33,32,43,31,31,38,44,32,33
T_689,27,24,24,34,23,21,32,23,20,13,13,14,17,19,14,14
T_690,19,17,17,24,16,15,22,16,9,9,4,6,8,9,6,7
T_691,21,19,19,26,18,16,25,18,42,40,28,20,35,40,29,30
T_692,40,36,35,50,34,31,47,33,37,36,25,26,22,36,26,27
T_693,15,14,13,19,13,11,18,13,11,10,7,7,9,7,7,8
T_694,14,13,12,17,12,11,16,12,13,12,9,9,11,12,6,9
T_695,34,31,30,42,29,26,40,28,20,19,13,14,17,19,14,10
T_696,27,24,24,34,23,21,32,23,35,33,24,24,29,34,24,25
T_697,19,24,24,34,23,21,32,23,9,9,6,6,8,9,6,7
T_698,17,11,15,21,15,13,20,14,47,44,32,32,39,45,32,34
T_699,9,8,6,11,8,7,11,8,9,9,6,6,8,9,6,7
T_700,8,7,7,7,7,6,9,7,39,37,26,26,32,37,27,28
T_701,37,33,33,46,22,28,44,31,30,29,21,21,25,29,21,22
T_702,31,28,27,39,27,17,36,26,28,27,19,19,23,27,19,20
T_703,9,8,8,11,8,7,7,8,47,44,32,32,39,45,32,34
T_704,39,35,34,48,34,30,46,23,46,43,31,31,38,44,32,33
T_705,17,15,15,21,15,13,20,14,17,23,17,17,21,24,17,18
T_706,8,7,7,10,7,6,9,7,18,12,12,12,15,17,12,13
T_707,36,32,32,45,31,28,42,30,28,27,13,19,23,27,19,20
T_708,32,29,28,40,28,25,38,27,35,33,24,17,29,34,24,25
T_709,9,8,8,11,8,7,11,8,36,34,24,25,21,35,25,26
T_710,11,10,10,14,9,8,13,9,36,34,24,25,30,24,25,26
T_711,17,15,15,21,15,13,20,14,39,37,26,26,32,37,19,28
T_712,30,27,27,37,26,23,35,25,35,33,24,24,29,34,24,18
T_713,8,7,7,10,7,6,9,7,27,26,18,18,22,26,19,19
T_714,28,36,35,50,34,31,47,33,47,44,32,32,39,45,32,34
T_715,8,5,7,10,7,6,9,7,36,34,24,25,30,35,25,26
T_716,33,30,20,41,28,25,39,28,28,27,19,19,23,27,19,20
T_717,26,23,23,23,22,20,31,22,28,27,19,19,23,27,19,20
T_718,24,22,21,30,14,18,28,20,39,37,26,26,32,37,27,28
T_719,40,36,35,50,34,21,47,33,46,43,31,31,38,44,32,33
T_720,39,35,34,48,34,30,32,33,34,32,23,23,28,33,23,24
T_721,21,19,19,26,18,16,25,12,29,28,20,20,24,28,20,21
T_722,15,14,13,19,13,11,18,13,21,28,20,20,24,28,20,21
T_723,24,22,21,30,21,18,28,20,36,24,24,25,30,35,25,26
T_724,30,27,27,37,26,23,35,25,14,13,7,10,12,13,10,10
T_725,31,28,27,39,27,24,36,26,25,23,17,12,21,24,17,18
T_726,31,28,27,39,27,24,36,26,43,41,29,30,25,41,30,31
T_727,33,30,29,41,28,25,39,28,25,23,17,17,21,16,17,18
T_728,30,27,27,37,26,23,35,25,46,43,31,31,38,44,22,33
T_729,23,21,20,29,20,18,27,19,15,14,10,10,13,15,11,8
T_730,40,36,35,50,34,31,47,33,11,10,7,7,9,10,7,8
T_731,22,28,27,39,27,24,36,26,25,23,17,17,21,24,17,18
T_732,24,15,21,30,21,18,28,20,27,26,18,18,22,26,19,19
T_733,24,22,15,30,21,18,28,20,16,16,11,11,14,16,11,12
T_734,33,30,29,29,28,25,39,28,35,33,24,24,29,34,24,25
T_735,39,35,34,48,23,30,46,33,26,24,17,18,21,25,18,18
T_736,29,26,26,36,25,16,34,24,23,22,16,16,20,22,16,17
T_737,25,23,22,31,21,19,21,21,18,17,12,12,15,17,12,13
T_738,25,23,22,31,21,19,29,15,29,28,20,20,24,28,20,21
T_739,31,28,27,39,27,24,36,26,26,36,25,26,31,36,26,27
T_740,12,11,11,15,10,9,14,10,13,9,9,9,11,12,9,9
T_741,21,19,19,26,18,16,25,18,28,27,13,19,23,27,19,20
T_742,37,33,33,46,32,28,44,31,46,43,31,22,38,44,32,33
T_743,21,19,19,26,18,16,25,18,21,20,14,14,12,20,15,15
T_744,39,35,34,48,34,30,46,33,25,23,17,17,21,16,17,18
T_745,13,12,11,16,11,10,15,11,30,29,21,21,25,29,15,22
T_746,9,8,8,11,8,7,11,8,27,26,18,18,22,26,19,14
T_747,21,19,19,26,18,16,25,18,29,28,20,20,24,28,20,21
T_748,16,21,20,29,20,18,27,19,40,38,27,27,33,38,27,29
T_749,14,9,12,17,12,11,16,12,32,30,21,22,26,30,22,23
T_750,30,27,19,37,26,23,35,25,35,33,24,24,29,34,24,25
T_751,22,20,19,19,19,17,26,18,11,10,7,7,9,10,7,8
T_752,20,18,18,25,12,15,24,17,19,18,13,13,16,18,13,13
T_753,15,14,13,19,13,8,18,13,40,38,27,27,33,38,27,29
T_754,25,23,22,31,21,19,21,21,26,24,17,18,21,25,18,18
T_755,32,29,28,40,28,25,38,19,43,41,29,30,36,41,30,31
T_756,11,10,10,14,9,8,13,9,24,32,23,23,28,33,23,24
T_757,24,22,21,30,21,18,28,20,12,8,8,8,10,11,8,8
T_758,39,35,34,48,34,30,46,33,21,20,10,14,18,20,15,15
T_759,18,16,16,22,15,14,21,15,33,31,22,16,27,31,23,24
T_760,21,19,19,26,18,16,25,18,47,44,32,32,27,45,32,34
T_761,26,23,23,32,22,20,31,22,33,31,22,22,27,22,23,24
T_762,23,21,20,29,20,18,27,19,22,21,15,15,19,21,11,16
T_763,25,23,22,31,21,19,29,21,18,17,12,12,15,17,12,9
T_764,34,31,30,42,29,26,40,28,33,31,22,22,27,31,23,24
T_765,19,24,24,34,23,21,32,23,29,28,20,20,24,28,20,21
T_766,30,19,27,37,26,23,35,25,16,16,11,11,14,16,11,12
T_767,9,8,6,11,8,7,11,8,16,16,11,11,14,16,11,12
T_768,16,14,14,14,14,12,19,13,32,30,21,22,26,30,22,23
T_769,34,31,30,42,20,26,40,28,27,26,18,18,22,26,19,19
T_770,22,20,19,27,19,12,26,18,20,19,13,14,17,19,14,14
T_771,37,33,33,46,32,28,30,31,30,29,21,21,25,29,21,22
