TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_696,27,24,24,34,23,21,32,23
T_697,19,24,24,34,23,21,32,23
T_698,17,11,15,21,15,13,20,14
T_699,9,8,6,11,8,7,11,8
T_700,8,7,7,7,7,6,9,7
T_701,37,33,33,46,22,28,44,31
T_702,31,28,27,39,27,17,36,26
T_703,9,8,8,11,8,7,7,8
T_704,39,35,34,48,34,30,46,23
T_705,17,15,15,21,15,13,20,14
T_706,8,7,7,10,7,6,9,7
T_707,36,32,32,45,31,28,42,30
T_708,32,29,28,40,28,25,38,27
T_709,9,8,8,11,8,7,11,8
T_710,11,10,10,14,9,8,13,9
T_711,17,15,15,21,15,13,20,14
T_712,30,27,27,37,26,23,35,25
T_713,8,7,7,10,7,6,9,7
T_714,28,36,35,50,34,31,47,33
T_715,8,5,7,10,7,6,9,7
T_716,33,30,20,41,28,25,39,28
T_717,26,23,23,23,22,20,31,22
T_718,24,22,21,30,14,18,28,20
T_719,40,36,35,50,34,21,47,33
T_720,39,35,34,48,34,30,32,33
T_721,21,19,19,26,18,16,25,12
T_722,15,14,13,19,13,11,18,13
T_723,24,22,21,30,21,18,28,20
T_724,30,27,27,37,26,23,35,25
T_725,31,28,27,39,27,24,36,26
T_726,31,28,27,39,27,24,36,26
T_727,33,30,29,41,28,25,39,28
T_728,30,27,27,37,26,23,35,25
T_729,23,21,20,29,20,18,27,19
T_730,40,36,35,50,34,31,47,33
T_731,22,28,27,39,27,24,36,26
T_732,24,15,21,30,21,18,28,20
T_733,24,22,15,30,21,18,28,20
T_734,33,30,29,29,28,25,39,28
T_735,39,35,34,48,23,30,46,33
T_736,29,26,26,36,25,16,34,24
T_737,25,23,22,31,21,19,21,21
T_738,25,23,22,31,21,19,29,15
T_739,31,28,27,39,27,24,36,26
T_740,12,11,11,15,10,9,14,10
T_741,21,19,19,26,18,16,25,18
T_742,37,33,33,46,32,28,44,31
T_743,21,19,19,26,18,16,25,18
T_744,39,35,34,48,34,30,46,33
T_745,13,12,11,16,11,10,15,11
T_746,9,8,8,11,8,7,11,8
T_747,21,19,19,26,18,16,25,18
T_748,16,21,20,29,20,18,27,19
T_749,14,9,12,17,12,11,16,12
T_750,30,27,19,37,26,23,35,25
T_751,22,20,19,19,19,17,26,18
T_752,20,18,18,25,12,15,24,17
T_753,15,14,13,19,13,8,18,13
T_754,25,23,22,31,21,19,21,21
T_755,32,29,28,40,28,25,38,19
T_756,11,10,10,14,9,8,13,9
T_757,24,22,21,30,21,18,28,20
T_758,39,35,34,48,34,30,46,33
T_759,18,16,16,22,15,14,21,15
T_760,21,19,19,26,18,16,25,18
T_761,26,23,23,32,22,20,31,22
T_762,23,21,20,29,20,18,27,19
T_763,25,23,22,31,21,19,29,21
T_764,34,31,30,42,29,26,40,28
T_765,19,24,24,34,23,21,32,23
T_766,30,19,27,37,26,23,35,25
T_767,9,8,6,11,8,7,11,8
T_768,16,14,14,14,14,12,19,13
T_769,34,31,30,42,20,26,40,28
T_770,22,20,19,27,19,12,26,18
T_771,37,33,33,46,32,28,30,31
T_772,29,26,26,36,25,22,34,17
T_773,10,9,9,12,9,8,12,8
T_774,18,16,16,22,15,14,21,15
T_775,28,25,25,35,24,21,33,23
T_776,40,36,35,50,34,31,47,33
T_777,28,25,25,35,24,21,33,23
T_778,19,17,17,24,16,15,22,16
T_779,15,14,13,19,13,11,18,13
T_780,28,25,25,35,24,21,33,23
T_781,25,23,22,31,21,19,29,21
T_782,10,13,12,17,12,11,16,12
T_783,14,9,12,17,12,11,16,12
T_784,27,24,17,34,23,21,32,23
T_785,23,21,20,20,20,18,27,19
T_786,17,15,15,21,10,13,20,14
T_787,26,23,23,32,22,14,31,22
T_788,17,15,15,21,15,13,14,14
T_789,40,36,35,50,34,31,47,23
T_790,39,35,34,48,34,30,46,33
T_791,40,36,35,50,34,31,47,33
T_792,15,14,13,19,13,11,18,13
T_793,29,26,26,36,25,22,34,24
T_794,14,13,12,17,12,11,16,12
T_795,17,15,15,21,15,13,20,14
T_796,8,7,7,10,7,6,9,7
T_797,9,8,8,11,8,7,11,8
T_798,24,22,21,30,21,18,28,20
T_799,22,29,28,40,28,25,38,27
T_800,26,16,23,32,22,20,31,22
T_801,31,28,19,39,27,24,36,26
T_802,27,24,24,23,23,21,32,23
T_803,28,25,25,35,17,21,33,23
T_804,35,32,31,43,30,19,41,29
T_805,24,22,21,30,21,18,20,20
T_806,18,16,16,22,15,14,21,11
T_807,31,28,27,39,27,24,36,26
T_808,28,25,25,35,24,21,33,23
T_809,17,15,15,21,15,13,20,14
T_810,10,9,9,12,9,8,12,8
T_811,37,33,33,46,32,28,44,31
T_812,19,17,17,24,16,15,22,16
T_813,17,15,15,21,15,13,20,14
T_814,27,24,24,34,23,21,32,23
T_815,14,13,12,17,12,11,16,12
T_816,26,33,33,46,32,28,44,31
T_817,26,16,23,32,22,20,31,22
T_818,31,28,19,39,27,24,36,26
T_819,17,15,15,15,15,13,20,14
T_820,34,31,30,42,20,26,40,28
T_821,29,26,26,36,25,16,34,24
T_822,21,19,19,26,18,16,17,18
T_823,25,23,22,31,21,19,29,15
T_824,17,15,15,21,15,13,20,14
T_825,10,9,9,12,9,8,12,8
T_826,21,19,19,26,18,16,25,18
T_827,11,10,10,14,9,8,13,9
T_828,21,19,19,26,18,16,25,18
T_829,13,12,11,16,11,10,15,11
T_830,9,8,8,11,8,7,11,8
T_831,26,23,23,32,22,20,31,22
T_832,8,7,7,10,7,6,9,7
T_833,27,34,34,47,33,29,45,32
T_834,29,18,26,36,25,22,34,24
T_835,29,26,18,36,25,22,34,24
T_836,13,12,11,11,11,10,15,11
T_837,38,34,34,47,23,29,45,32
T_838,38,34,34,47,33,20,45,32
T_839,38,34,34,47,33,29,31,32
T_840,17,15,15,21,15,13,20,10
T_841,29,26,26,36,25,22,34,24
T_842,35,32,31,43,30,27,41,29
T_843,15,14,13,19,13,11,18,13
T_844,31,28,27,39,27,24,36,26
T_845,11,10,10,14,9,8,13,9
T_846,24,22,21,30,21,18,28,20
T_847,39,35,34,48,34,30,46,33
T_848,39,35,34,48,34,30,46,33
T_849,39,35,34,48,34,30,46,33
T_850,15,19,19,26,18,16,25,18
T_851,24,15,21,30,21,18,28,20
T_852,26,23,16,32,22,20,31,22
T_853,26,23,23,23,22,20,31,22
T_854,28,25,25,35,17,21,33,23
T_855,27,24,24,34,23,14,32,23
T_856,21,19,19,26,18,16,17,18
T_857,26,23,23,32,22,20,31,15
T_858,36,32,32,45,31,28,42,30
T_859,17,15,15,21,15,13,20,14
T_860,13,12,11,16,11,10,15,11
T_861,9,8,8,11,8,7,11,8
T_862,17,15,15,21,15,13,20,14
T_863,35,32,31,43,30,27,41,29
T_864,30,27,27,37,26,23,35,25
T_865,22,20,19,27,19,17,26,18
T_866,18,16,16,22,15,14,21,15
T_867,13,17,17,24,16,15,22,16
T_868,14,9,12,17,12,11,16,12
T_869,36,32,22,45,31,28,42,30
T_870,15,14,13,13,13,11,18,13
T_871,25,23,22,31,15,19,29,21
T_872,16,14,14,20,14,9,19,13
T_873,21,19,19,26,18,16,17,18
T_874,34,31,30,42,29,26,40,20
T_875,16,14,14,20,14,12,19,13
T_876,21,19,19,26,18,16,25,18
T_877,8,7,7,10,7,6,9,7
T_878,24,22,21,30,21,18,28,20
T_879,35,32,31,43,30,27,41,29
T_880,23,21,20,29,20,18,27,19
T_881,27,24,24,34,23,21,32,23
T_882,27,24,24,34,23,21,32,23
T_883,30,27,27,37,26,23,35,25
T_884,18,23,23,32,22,20,31,22
T_885,37,23,33,46,32,28,44,31
T_886,29,26,18,36,25,22,34,24
T_887,38,34,34,33,33,29,45,32
T_888,36,32,32,45,22,28,42,30
T_889,37,33,33,46,32,20,44,31
T_890,8,7,7,10,7,6,7,7
T_891,26,23,23,32,22,20,31,15
T_892,34,31,30,42,29,26,40,28
T_893,21,19,19,26,18,16,25,18
T_894,8,7,7,10,7,6,9,7
T_895,27,24,24,34,23,21,32,23
T_896,11,10,10,14,9,8,13,9
T_897,36,32,32,45,31,28,42,30
T_898,19,17,17,24,16,15,22,16
T_899,15,14,13,19,13,11,18,13
T_900,19,17,17,24,16,15,22,16
T_901,18,23,23,32,22,20,31,22
T_902,32,20,28,40,28,25,38,27
T_903,10,9,6,12,9,8,12,8
T_904,25,23,22,22,21,19,29,21
T_905,23,21,20,29,14,18,27,19
T_906,14,13,12,17,12,8,16,12
T_907,20,18,18,25,17,15,16,17
T_908,40,36,35,50,34,31,47,23
T_909,21,19,19,26,18,16,25,18
T_910,17,15,15,21,15,13,20,14
T_911,31,28,27,39,27,24,36,26
T_912,19,17,17,24,16,15,22,16
T_913,17,15,15,21,15,13,20,14
T_914,29,26,26,36,25,22,34,24
T_915,30,27,27,37,26,23,35,25
T_916,23,21,20,29,20,18,27,19
T_917,18,16,16,22,15,14,21,15
T_918,6,8,8,11,8,7,11,8
T_919,37,23,33,46,32,28,44,31
T_920,11,10,7,14,9,8,13,9
T_921,31,28,27,27,27,24,36,26
T_922,25,23,22,31,15,19,29,21
T_923,8,7,7,10,7,4,9,7
T_924,28,25,25,35,24,21,23,23
T_925,24,22,21,30,21,18,28,14
T_926,21,19,19,26,18,16,25,18
T_927,25,23,22,31,21,19,29,21
T_928,32,29,28,40,28,25,38,27
T_929,10,9,9,12,9,8,12,8
T_930,28,25,25,35,24,21,33,23
T_931,30,27,27,37,26,23,35,25
T_932,19,17,17,24,16,15,22,16
T_933,14,13,12,17,12,11,16,12
T_934,38,34,34,47,33,29,45,32
T_935,22,28,27,39,27,24,36,26
T_936,34,21,30,42,29,26,40,28
T_937,11,10,7,14,9,8,13,9
T_938,30,27,27,26,26,23,35,25
T_939,35,32,31,43,21,27,41,29
T_940,33,30,29,41,28,18,39,28
T_941,35,32,31,43,30,27,29,29
T_942,25,23,22,31,21,19,29,15
T_943,13,12,11,16,11,10,15,11
T_944,24,22,21,30,21,18,28,20
T_945,27,24,24,34,23,21,32,23
T_946,8,7,7,10,7,6,9,7
T_947,8,7,7,10,7,6,9,7
T_948,34,31,30,42,29,26,40,28
T_949,37,33,33,46,32,28,44,31
T_950,30,27,27,37,26,23,35,25
T_951,19,17,17,24,16,15,22,16
T_952,25,32,32,45,31,28,42,30
T_953,30,19,27,37,26,23,35,25
T_954,11,10,7,14,9,8,13,9
T_955,10,9,9,9,9,8,12,8
T_956,13,12,11,16,8,10,15,11
T_957,19,17,17,24,16,10,22,16
T_958,31,28,27,39,27,24,26,26
T_959,28,25,25,35,24,21,33,16
T_960,29,26,26,36,25,22,34,24
T_961,37,33,33,46,32,28,44,31
T_962,17,15,15,21,15,13,20,14
T_963,32,29,28,40,28,25,38,27
T_964,32,29,28,40,28,25,38,27
T_965,26,23,23,32,22,20,31,22
T_966,13,12,11,16,11,10,15,11
T_967,39,35,34,48,34,30,46,33
T_968,21,19,19,26,18,16,25,18
T_969,6,8,8,11,8,7,11,8
T_970,9,6,8,11,8,7,11,8
T_971,17,15,11,21,15,13,20,14
T_972,13,12,11,11,11,10,15,11
T_973,38,34,34,47,23,29,45,32
T_974,37,33,33,46,32,20,44,31
T_975,29,26,26,36,25,22,24,24
T_976,19,17,17,24,16,15,22,11
T_977,37,33,33,46,32,28,44,31
T_978,27,24,24,34,23,21,32,23
T_979,38,34,34,47,33,29,45,32
T_980,16,14,14,20,14,12,19,13
T_981,8,7,7,10,7,6,9,7
T_982,39,35,34,48,34,30,46,33
T_983,11,10,10,14,9,8,13,9
T_984,37,33,33,46,32,28,44,31
T_985,18,16,16,22,15,14,21,15
T_986,19,24,24,34,23,21,32,23
T_987,9,6,8,11,8,7,11,8
T_988,39,35,24,48,34,30,46,33
T_989,14,13,12,12,12,11,16,12
T_990,32,29,28,40,19,25,38,27
T_991,8,7,7,10,7,4,9,7
T_992,18,16,16,22,15,14,15,15
T_993,16,14,14,20,14,12,19,9
T_994,40,36,35,50,34,31,47,33
T_995,20,18,18,25,17,15,24,17
T_996,11,10,10,14,9,8,13,9
T_997,32,29,28,40,28,25,38,27
T_998,26,23,23,32,22,20,31,22
T_999,34,31,30,42,29,26,40,28
T_1000,34,31,30,42,29,26,40,28
T_1001,40,36,35,50,34,31,47,33
T_1002,30,27,27,37,26,23,35,25
T_1003,18,23,23,32,22,20,31,22
T_1004,13,8,11,16,11,10,15,11
T_1005,17,15,11,21,15,13,20,14
T_1006,14,13,12,12,12,11,16,12
T_1007,12,11,11,15,7,9,14,10
T_1008,15,14,13,19,13,8,18,13
T_1009,30,27,27,37,26,23,25,25
T_1010,8,7,7,10,7,6,9,5
T_1011,40,36,35,50,34,31,47,33
T_1012,19,17,17,24,16,15,22,16
T_1013,22,20,19,27,19,17,26,18
T_1014,29,26,26,36,25,22,34,24
T_1015,24,22,21,30,21,18,28,20
T_1016,30,27,27,37,26,23,35,25
T_1017,18,16,16,22,15,14,21,15
T_1018,17,15,15,21,15,13,20,14
T_1019,34,31,30,42,29,26,40,28
T_1020,6,8,8,11,8,7,11,8
T_1021,8,5,7,10,7,6,9,7
T_1022,14,13,9,17,12,11,16,12
T_1023,26,23,23,23,22,20,31,22
T_1024,31,28,27,39,19,24,36,26
T_1025,32,29,28,40,28,17,38,27
T_1026,29,26,26,36,25,22,24,24
T_1027,32,29,28,40,28,25,38,19
T_1028,32,29,28,40,28,25,38,27
T_1029,37,33,33,46,32,28,44,31
T_1030,30,27,27,37,26,23,35,25
T_1031,40,36,35,50,34,31,47,33
T_1032,22,20,19,27,19,17,26,18
T_1033,32,29,28,40,28,25,38,27
T_1034,26,23,23,32,22,20,31,22
T_1035,11,10,10,14,9,8,13,9
T_1036,17,15,15,21,15,13,20,14
T_1037,17,23,22,31,21,19,29,21
T_1038,35,22,31,43,30,27,41,29
T_1039,8,7,5,10,7,6,9,7
T_1040,12,11,11,10,10,9,14,10
T_1041,26,23,23,32,16,20,31,22
T_1042,31,28,27,39,27,17,36,26
T_1043,38,34,34,47,33,29,31,32
T_1044,23,21,20,29,20,18,27,13
T_1045,20,18,18,25,17,15,24,17
T_1046,19,17,17,24,16,15,22,16
T_1047,32,29,28,40,28,25,38,27
T_1048,34,31,30,42,29,26,40,28
T_1049,38,34,34,47,33,29,45,32
T_1050,29,26,26,36,25,22,34,24
T_1051,8,7,7,10,7,6,9,7
T_1052,40,36,35,50,34,31,47,33
T_1053,24,22,21,30,21,18,28,20
T_1054,20,26,26,36,25,22,34,24
T_1055,32,20,28,40,28,25,38,27
T_1056,20,18,12,25,17,15,24,17
T_1057,10,9,9,9,9,8,12,8
T_1058,37,33,33,46,22,28,44,31
T_1059,28,25,25,35,24,15,33,23
T_1060,38,34,34,47,33,29,31,32
T_1061,25,23,22,31,21,19,29,15
T_1062,32,29,28,40,28,25,38,27
T_1063,40,36,35,50,34,31,47,33
T_1064,15,14,13,19,13,11,18,13
T_1065,35,32,31,43,30,27,41,29
T_1066,26,23,23,32,22,20,31,22
T_1067,20,18,18,25,17,15,24,17
T_1068,20,18,18,25,17,15,24,17
T_1069,18,16,16,22,15,14,21,15
T_1070,35,32,31,43,30,27,41,29
T_1071,24,31,30,42,29,26,40,28
T_1072,8,5,7,10,7,6,9,7
T_1073,21,19,13,26,18,16,25,18
T_1074,35,32,31,30,30,27,41,29
T_1075,28,25,25,35,17,21,33,23
T_1076,30,27,27,37,26,16,35,25
T_1077,31,28,27,39,27,24,26,26
T_1078,9,8,8,11,8,7,11,5
T_1079,19,17,17,24,16,15,22,16
T_1080,13,12,11,16,11,10,15,11
T_1081,14,13,12,17,12,11,16,12
T_1082,14,13,12,17,12,11,16,12
T_1083,25,23,22,31,21,19,29,21
T_1084,40,36,35,50,34,31,47,33
T_1085,12,11,11,15,10,9,14,10
T_1086,12,11,11,15,10,9,14,10
T_1087,8,7,7,10,7,6,9,7
T_1088,16,21,20,29,20,18,27,19
T_1089,14,9,12,17,12,11,16,12
T_1090,21,19,13,26,18,16,25,18
T_1091,30,27,27,26,26,23,35,25
T_1092,37,33,33,46,22,28,44,31
T_1093,35,32,31,43,30,19,41,29
T_1094,29,26,26,36,25,22,24,24
T_1095,20,18,18,25,17,15,24,12
T_1096,27,24,24,34,23,21,32,23
T_1097,12,11,11,15,10,9,14,10
T_1098,8,7,7,10,7,6,9,7
T_1099,12,11,11,15,10,9,14,10
T_1100,23,21,20,29,20,18,27,19
T_1101,36,32,32,45,31,28,42,30
T_1102,18,16,16,22,15,14,21,15
T_1103,38,34,34,47,33,29,45,32
T_1104,19,17,17,24,16,15,22,16
T_1105,23,30,29,41,28,25,39,28
T_1106,40,25,35,50,34,31,47,33
T_1107,30,27,19,37,26,23,35,25
T_1108,19,17,17,17,16,15,22,16
T_1109,18,16,16,22,11,14,21,15
T_1110,29,26,26,36,25,16,34,24
T_1111,12,11,11,15,10,9,10,10
T_1112,15,14,13,19,13,11,18,9
T_1113,20,18,18,25,17,15,24,17
T_1114,19,17,17,24,16,15,22,16
T_1115,37,33,33,46,32,28,44,31
T_1116,39,35,34,48,34,30,46,33
T_1117,35,32,31,43,30,27,41,29
T_1118,13,12,11,16,11,10,15,11
T_1119,34,31,30,42,29,26,40,28
T_1120,18,16,16,22,15,14,21,15
T_1121,20,18,18,25,17,15,24,17
T_1122,20,26,26,36,25,22,34,24
T_1123,15,9,13,19,13,11,18,13
T_1124,40,36,25,50,34,31,47,33
T_1125,16,14,14,14,14,12,19,13
T_1126,38,34,34,47,23,29,45,32
T_1127,8,7,7,10,7,4,9,7
T_1128,29,26,26,36,25,22,24,24
T_1129,39,35,34,48,34,30,46,23
T_1130,8,7,7,10,7,6,9,7
T_1131,32,29,28,40,28,25,38,27
T_1132,12,11,11,15,10,9,14,10
T_1133,24,22,21,30,21,18,28,20
T_1134,19,17,17,24,16,15,22,16
T_1135,30,27,27,37,26,23,35,25
T_1136,30,27,27,37,26,23,35,25
T_1137,28,25,25,35,24,21,33,23
T_1138,25,23,22,31,21,19,29,21
T_1139,13,17,17,24,16,15,22,16
T_1140,20,13,18,25,17,15,24,17
T_1141,21,19,13,26,18,16,25,18
T_1142,22,20,19,19,19,17,26,18
T_1143,8,7,7,10,5,6,9,7
T_1144,17,15,15,21,15,9,20,14
T_1145,38,34,34,47,33,29,31,32
T_1146,11,10,10,14,9,8,13,6
T_1147,16,14,14,20,14,12,19,13
T_1148,25,23,22,31,21,19,29,21
T_1149,9,8,8,11,8,7,11,8
T_1150,22,20,19,27,19,17,26,18
T_1151,33,30,29,41,28,25,39,28
T_1152,22,20,19,27,19,17,26,18
T_1153,40,36,35,50,34,31,47,33
T_1154,11,10,10,14,9,8,13,9
T_1155,32,29,28,40,28,25,38,27
T_1156,11,14,14,20,14,12,19,13
T_1157,38,24,34,47,33,29,45,32
T_1158,33,30,20,41,28,25,39,28
T_1159,13,12,11,11,11,10,15,11
T_1160,27,24,24,34,16,21,32,23
T_1161,13,12,11,16,11,7,15,11
T_1162,22,20,19,27,19,17,18,18
T_1163,29,26,26,36,25,22,34,17
T_1164,16,14,14,20,14,12,19,13
T_1165,27,24,24,34,23,21,32,23
T_1166,33,30,29,41,28,25,39,28
T_1167,12,11,11,15,10,9,14,10
T_1168,17,15,15,21,15,13,20,14
T_1169,30,27,27,37,26,23,35,25
T_1170,23,21,20,29,20,18,27,19
T_1171,8,7,7,10,7,6,9,7
T_1172,33,30,29,41,28,25,39,28
T_1173,22,28,27,39,27,24,36,26
T_1174,35,22,31,43,30,27,41,29
T_1175,28,25,17,35,24,21,33,23
T_1176,35,32,31,30,30,27,41,29
T_1177,35,32,31,43,21,27,41,29
T_1178,36,32,32,45,31,19,42,30
T_1179,11,10,10,14,9,8,9,9
T_1180,19,17,17,24,16,15,22,11
T_1181,11,10,10,14,9,8,13,9
T_1182,15,14,13,19,13,11,18,13
T_1183,39,35,34,48,34,30,46,33
T_1184,38,34,34,47,33,29,45,32
T_1185,29,26,26,36,25,22,34,24
T_1186,32,29,28,40,28,25,38,27
T_1187,22,20,19,27,19,17,26,18
T_1188,16,14,14,20,14,12,19,13
T_1189,10,9,9,12,9,8,12,8
T_1190,20,25,25,35,24,21,33,23
T_1191,19,12,17,24,16,15,22,16
T_1192,26,23,16,32,22,20,31,22
T_1193,29,26,26,25,25,22,34,24
T_1194,40,36,35,50,24,31,47,33
T_1195,28,25,25,35,24,15,33,23
T_1196,20,18,18,25,17,15,16,17
T_1197,35,32,31,43,30,27,41,20
T_1198,15,14,13,19,13,11,18,13
T_1199,19,17,17,24,16,15,22,16
T_1200,30,27,27,37,26,23,35,25
T_1201,8,7,7,10,7,6,9,7
T_1202,11,10,10,14,9,8,13,9
T_1203,37,33,33,46,32,28,44,31
T_1204,38,34,34,47,33,29,45,32
T_1205,37,33,33,46,32,28,44,31
T_1206,17,15,15,21,15,13,20,14
T_1207,27,35,34,48,34,30,46,33
T_1208,15,9,13,19,13,11,18,13
T_1209,27,24,17,34,23,21,32,23
T_1210,15,14,13,13,13,11,18,13
T_1211,39,35,34,48,23,30,46,33
T_1212,17,15,15,21,15,9,20,14
T_1213,27,24,24,34,23,21,22,23
T_1214,21,19,19,26,18,16,25,12
T_1215,22,20,19,27,19,17,26,18
T_1216,12,11,11,15,10,9,14,10
T_1217,30,27,27,37,26,23,35,25
T_1218,26,23,23,32,22,20,31,22
T_1219,11,10,10,14,9,8,13,9
T_1220,39,35,34,48,34,30,46,33
T_1221,39,35,34,48,34,30,46,33
T_1222,8,7,7,10,7,6,9,7
T_1223,12,11,11,15,10,9,14,10
T_1224,6,8,8,11,8,7,11,8
T_1225,17,11,15,21,15,13,20,14
T_1226,16,14,10,20,14,12,19,13
T_1227,33,30,29,29,28,25,39,28
T_1228,21,19,19,26,13,16,25,18
T_1229,34,31,30,42,29,18,40,28
T_1230,31,28,27,39,27,24,26,26
T_1231,22,20,19,27,19,17,26,13
T_1232,24,22,21,30,21,18,28,20
T_1233,15,14,13,19,13,11,18,13
T_1234,23,21,20,29,20,18,27,19
T_1235,24,22,21,30,21,18,28,20
T_1236,35,32,31,43,30,27,41,29
T_1237,37,33,33,46,32,28,44,31
T_1238,37,33,33,46,32,28,44,31
T_1239,21,19,19,26,18,16,25,18
T_1240,26,23,23,32,22,20,31,22
T_1241,21,27,27,37,26,23,35,25
T_1242,35,22,31,43,30,27,41,29
T_1243,15,14,9,19,13,11,18,13
T_1244,11,10,10,10,9,8,13,9
T_1245,8,7,7,10,5,6,9,7
T_1246,29,26,26,36,25,16,34,24
T_1247,18,16,16,22,15,14,15,15
T_1248,25,23,22,31,21,19,29,15
T_1249,39,35,34,48,34,30,46,33
T_1250,21,19,19,26,18,16,25,18
T_1251,29,26,26,36,25,22,34,24
T_1252,11,10,10,14,9,8,13,9
T_1253,19,17,17,24,16,15,22,16
T_1254,26,23,23,32,22,20,31,22
T_1255,37,33,33,46,32,28,44,31
T_1256,11,10,10,14,9,8,13,9
T_1257,38,34,34,47,33,29,45,32
T_1258,20,26,26,36,25,22,34,24
T_1259,33,21,29,41,28,25,39,28
T_1260,22,20,14,27,19,17,26,18
T_1261,11,10,10,10,9,8,13,9
T_1262,35,32,31,43,21,27,41,29
T_1263,20,18,18,25,17,11,24,17
T_1264,24,22,21,30,21,18,20,20
T_1265,32,29,28,40,28,25,38,19
T_1266,23,21,20,29,20,18,27,19
T_1267,27,24,24,34,23,21,32,23
T_1268,36,32,32,45,31,28,42,30
T_1269,37,33,33,46,32,28,44,31
T_1270,25,23,22,31,21,19,29,21
T_1271,28,25,25,35,24,21,33,23
T_1272,29,26,26,36,25,22,34,24
T_1273,12,11,11,15,10,9,14,10
T_1274,22,20,19,27,19,17,26,18
T_1275,25,32,32,45,31,28,42,30
T_1276,25,16,22,31,21,19,29,21
T_1277,33,30,20,41,28,25,39,28
T_1278,15,14,13,13,13,11,18,13
T_1279,30,27,27,37,18,23,35,25
T_1280,24,22,21,30,21,13,28,20
T_1281,9,8,8,11,8,7,7,8
T_1282,38,34,34,47,33,29,45,22
T_1283,28,25,25,35,24,21,33,23
T_1284,25,23,22,31,21,19,29,21
T_1285,24,22,21,30,21,18,28,20
T_1286,31,28,27,39,27,24,36,26
T_1287,8,7,7,10,7,6,9,7
T_1288,39,35,34,48,34,30,46,33
T_1289,8,7,7,10,7,6,9,7
T_1290,40,36,35,50,34,31,47,33
T_1291,32,29,28,40,28,25,38,27
T_1292,9,12,11,16,11,10,15,11
T_1293,18,11,16,22,15,14,21,15
T_1294,16,14,10,20,14,12,19,13
T_1295,10,9,9,9,9,8,12,8
T_1296,18,16,16,22,11,14,21,15
T_1297,36,32,32,45,31,19,42,30
T_1298,22,20,19,27,19,17,18,18
T_1299,8,7,7,10,7,6,9,5
T_1300,16,14,14,20,14,12,19,13
T_1301,17,15,15,21,15,13,20,14
T_1302,22,20,19,27,19,17,26,18
T_1303,10,9,9,12,9,8,12,8
T_1304,23,21,20,29,20,18,27,19
T_1305,20,18,18,25,17,15,24,17
T_1306,9,8,8,11,8,7,11,8
T_1307,8,7,7,10,7,6,9,7
T_1308,30,27,27,37,26,23,35,25
T_1309,15,20,19,27,19,17,26,18
T_1310,26,16,23,32,22,20,31,22
T_1311,8,7,5,10,7,6,9,7
T_1312,36,32,32,31,31,28,42,30
T_1313,20,18,18,25,12,15,24,17
T_1314,27,24,24,34,23,14,32,23
T_1315,29,26,26,36,25,22,24,24
T_1316,36,32,32,45,31,28,42,21
T_1317,35,32,31,43,30,27,41,29
T_1318,24,22,21,30,21,18,28,20
T_1319,21,19,19,26,18,16,25,18
T_1320,25,23,22,31,21,19,29,21
T_1321,32,29,28,40,28,25,38,27
T_1322,31,28,27,39,27,24,36,26
T_1323,23,21,20,29,20,18,27,19
T_1324,26,23,23,32,22,20,31,22
T_1325,26,23,23,32,22,20,31,22
T_1326,13,17,17,24,16,15,22,16
T_1327,11,7,10,14,9,8,13,9
T_1328,17,15,11,21,15,13,20,14
T_1329,30,27,27,26,26,23,35,25
T_1330,23,21,20,29,14,18,27,19
T_1331,18,16,16,22,15,10,21,15
T_1332,25,23,22,31,21,19,21,21
T_1333,27,24,24,34,23,21,32,16
T_1334,24,22,21,30,21,18,28,20
T_1335,18,16,16,22,15,14,21,15
T_1336,28,25,25,35,24,21,33,23
T_1337,27,24,24,34,23,21,32,23
T_1338,23,21,20,29,20,18,27,19
T_1339,12,11,11,15,10,9,14,10
T_1340,11,10,10,14,9,8,13,9
T_1341,32,29,28,40,28,25,38,27
T_1342,33,30,29,41,28,25,39,28
T_1343,23,30,29,41,28,25,39,28
T_1344,14,9,12,17,12,11,16,12
T_1345,33,30,20,41,28,25,39,28
T_1346,14,13,12,12,12,11,16,12
T_1347,16,14,14,20,10,12,19,13
T_1348,19,17,17,24,16,10,22,16
T_1349,38,34,34,47,33,29,31,32
T_1350,24,22,21,30,21,18,28,14
T_1351,35,32,31,43,30,27,41,29
T_1352,39,35,34,48,34,30,46,33
T_1353,22,20,19,27,19,17,26,18
T_1354,22,20,19,27,19,17,26,18
T_1355,9,8,8,11,8,7,11,8
T_1356,31,28,27,39,27,24,36,26
T_1357,26,23,23,32,22,20,31,22
T_1358,10,9,9,12,9,8,12,8
T_1359,16,14,14,20,14,12,19,13
T_1360,24,32,31,43,30,27,41,29
T_1361,13,8,11,16,11,10,15,11
T_1362,37,33,23,46,32,28,44,31
T_1363,9,8,8,8,8,7,11,8
T_1364,16,14,14,20,10,12,19,13
T_1365,8,7,7,10,7,4,9,7
T_1366,17,15,15,21,15,13,14,14
T_1367,14,13,12,17,12,11,16,8
T_1368,15,14,13,19,13,11,18,13
T_1369,16,14,14,20,14,12,19,13
T_1370,8,7,7,10,7,6,9,7
T_1371,38,34,34,47,33,29,45,32
T_1372,13,12,11,16,11,10,15,11
T_1373,23,21,20,29,20,18,27,19
T_1374,18,16,16,22,15,14,21,15
