TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_288,1307.8663,1616.4730,1223.9818,811.1788,805.7265,1511.5822,1519.5447,964.8500
T_289,1399.4792,654.0375,1227.8156,277.5512,1176.2179,1934.1030,1014.5370,1930.1305
T_290,1330.9824,972.1460,623.4268,334.5395,1812.4939,1929.9796,490.1960,276.0997
T_291,1218.1701,1779.7361,1789.1036,1333.8020,1705.9761,1385.6673,1986.5269,378.8578
T_292,1505.0669,1377.9705,1241.9920,1099.1375,1323.3348,728.2888,777.1264,1593.5874
T_293,1346.9529,676.9848,1209.2199,1441.7230,1533.8239,1047.6588,910.6227,690.5735
T_294,1714.6721,471.9976,759.9591,1892.8732,1564.1111,1219.3776,1943.2146,1377.8867
T_295,1326.2770,1147.8820,1593.0087,1025.9904,1722.4786,385.7427,1258.8739,213.8118
T_296,667.5106,1048.9578,772.4843,1798.2474,892.1110,1915.3995,806.7957,802.6936
T_297,395.0197,1029.8394,987.5867,1335.5092,920.7596,1048.4730,742.2759,370.5113
T_298,1069.1134,1298.5301,1619.1299,1433.9786,825.7083,293.6538,814.7467,485.6893
T_299,1434.7558,1864.1053,1772.8605,375.4528,1135.2801,1751.1360,1871.1088,1161.2101
