TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15
T_903,30,22,15,33,29,24,32,25,27,27,34,33,25,25,27,21
T_904,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_905,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_906,24,17,17,26,23,13,25,19,21,21,27,26,20,20,21,17
T_907,32,23,23,35,31,26,24,26,29,29,37,36,27,27,29,23
T_908,14,10,10,15,14,11,15,8,12,13,16,16,12,12,12,10
T_909,40,29,28,43,39,32,42,33,25,36,45,44,33,33,36,28
T_910,20,15,14,22,20,16,21,17,18,13,23,23,17,17,18,14
T_911,15,11,11,16,15,12,16,12,13,14,12,17,12,12,13,11
T_912,9,6,6,9,8,7,9,7,8,8,10,7,7,7,8,6
T_913,26,19,18,28,25,21,27,21,23,23,29,29,15,21,23,18
T_914,20,15,14,22,20,16,21,17,18,19,23,23,17,12,18,14
T_915,12,8,8,13,11,9,12,10,11,11,14,13,10,10,7,8
T_916,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,13
T_917,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_918,29,29,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_919,17,9,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_920,12,8,6,13,11,9,12,10,11,11,14,13,10,10,11,8
T_921,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_922,19,14,14,21,13,16,20,16,17,18,22,22,16,16,17,14
T_923,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26
T_924,9,6,6,9,8,7,6,7,8,8,10,10,7,7,8,6
T_925,11,8,8,12,10,9,11,6,10,10,12,12,9,9,10,8
T_926,23,16,16,25,22,18,24,19,14,20,26,25,19,19,20,16
T_927,19,14,14,21,19,16,20,16,17,12,22,22,16,16,17,14
T_928,43,31,30,47,42,34,45,35,38,39,34,48,36,36,38,30
T_929,12,8,8,13,11,9,12,10,11,11,14,9,10,10,11,8
T_930,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_931,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8
T_932,23,16,16,25,22,18,24,19,20,20,26,25,19,19,14,16
T_933,23,16,16,25,22,18,24,19,20,20,26,25,19,19,20,11
T_934,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_935,12,12,12,19,17,14,18,14,15,16,20,19,14,14,15,12
T_936,31,16,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_937,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_938,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_939,25,18,17,27,17,20,26,20,22,22,28,28,20,20,22,17
T_940,16,12,11,18,16,9,17,13,14,15,18,18,13,13,14,11
T_941,18,13,13,20,18,15,13,15,16,17,21,20,15,15,16,13
T_942,31,22,22,34,30,25,33,18,28,28,36,35,26,26,28,22
T_943,26,19,18,28,25,21,27,21,16,23,29,29,21,21,23,18
T_944,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10
T_945,19,14,14,21,19,16,20,16,17,18,15,22,16,16,17,14
T_946,14,10,10,15,14,11,15,11,12,13,16,11,12,12,12,10
T_947,37,26,26,40,35,29,38,30,33,33,42,41,21,30,33,26
T_948,9,6,6,9,8,7,9,7,8,8,10,10,7,5,8,6
T_949,10,7,7,11,9,8,10,8,9,9,11,11,8,8,6,7
T_950,31,22,22,34,30,25,33,26,28,28,36,35,26,26,28,15
T_951,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_952,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_953,9,4,6,9,8,7,9,7,8,8,10,10,7,7,8,6
T_954,23,16,11,25,22,18,24,19,20,20,26,25,19,19,20,16
T_955,23,16,16,17,22,18,24,19,20,20,26,25,19,19,20,16
T_956,29,21,21,32,20,23,30,24,26,26,33,32,24,24,26,20
T_957,27,19,19,29,26,15,28,22,24,24,31,30,22,22,24,19
T_958,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28
T_959,12,8,8,13,11,9,12,7,11,11,14,13,10,10,11,8
T_960,31,22,22,34,30,25,33,26,19,28,36,35,26,26,28,22
T_961,37,26,26,40,35,29,38,30,33,23,42,41,30,30,33,26
T_962,15,11,11,16,15,12,16,12,13,14,12,17,12,12,13,11
T_963,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_964,28,20,20,30,27,22,29,23,25,25,32,31,16,23,25,20
T_965,36,25,25,39,34,28,37,29,32,32,41,39,29,21,32,25
T_966,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_967,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,9
T_968,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_969,17,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_970,33,17,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_971,13,9,6,14,13,10,14,11,12,12,15,14,11,11,12,9
T_972,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_973,31,22,22,34,21,25,33,26,28,28,36,35,26,26,28,22
T_974,13,9,9,14,13,7,14,11,12,12,15,14,11,11,12,9
T_975,14,10,10,15,14,11,10,11,12,13,16,16,12,12,12,10
T_976,29,21,21,32,28,23,30,17,26,26,33,32,24,24,26,20
T_977,28,20,20,30,27,22,29,23,17,25,32,31,23,23,25,20
T_978,25,18,17,27,24,20,26,20,22,16,28,28,20,20,22,17
T_979,31,22,22,34,30,25,33,26,28,28,25,35,26,26,28,22
T_980,15,11,11,16,15,12,16,12,13,14,17,12,12,12,13,11
T_981,23,16,16,25,22,18,24,19,20,20,26,25,13,19,20,16
T_982,32,23,23,35,31,26,34,26,29,29,37,36,27,19,29,23
T_983,38,27,27,41,37,30,39,31,34,34,43,42,31,31,24,26
T_984,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_985,43,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_986,30,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_987,36,18,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_988,43,31,21,47,42,34,45,35,38,39,49,48,36,36,38,30
T_989,14,10,10,11,14,11,15,11,12,13,16,16,12,12,12,10
T_990,16,12,11,18,11,13,17,13,14,15,18,18,13,13,14,11
T_991,13,9,9,14,13,7,14,11,12,12,15,14,11,11,12,9
T_992,31,22,22,34,30,25,23,26,28,28,36,35,26,26,28,22
T_993,16,12,11,18,16,13,17,9,14,15,18,18,13,13,14,11
T_994,22,15,15,23,21,17,23,18,13,20,25,24,18,18,19,15
T_995,20,15,14,22,20,16,21,17,18,13,23,23,17,17,18,14
T_996,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_997,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_998,37,26,26,40,35,29,38,30,33,33,42,41,21,30,33,26
T_999,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_1000,19,14,14,21,19,16,20,16,17,18,22,22,16,16,12,14
T_1001,30,22,21,33,29,24,32,25,27,27,34,33,25,25,27,15
T_1002,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1003,30,31,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_1004,15,8,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_1005,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1006,36,25,25,27,34,28,37,29,32,32,41,39,29,29,32,25
T_1007,23,16,16,25,15,18,24,19,20,20,26,25,19,19,20,16
T_1008,34,25,24,37,33,19,36,28,31,31,39,38,28,28,31,24
T_1009,9,6,6,9,8,7,6,7,8,8,10,10,7,7,8,6
T_1010,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_1011,40,29,28,43,39,32,42,33,25,36,45,44,33,33,36,28
T_1012,38,27,27,41,37,30,39,31,34,24,43,42,31,31,34,26
T_1013,34,25,24,37,33,28,36,28,31,31,27,38,28,28,31,24
T_1014,34,25,24,37,33,28,36,28,31,31,39,27,28,28,31,24
T_1015,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_1016,24,17,17,26,23,19,25,19,21,21,27,26,20,14,21,17
T_1017,15,11,11,16,15,12,16,12,13,14,17,17,12,12,9,11
T_1018,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,17
T_1019,23,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_1020,20,20,20,30,27,22,29,23,25,25,32,31,23,23,25,20
T_1021,18,9,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1022,17,12,9,19,17,14,18,14,15,16,20,19,14,14,15,12
T_1023,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_1024,38,27,27,41,26,30,39,31,34,34,43,42,31,31,34,26
T_1025,34,25,24,37,33,19,36,28,31,31,39,38,28,28,31,24
T_1026,10,7,7,11,9,8,7,8,9,9,11,11,8,8,9,7
T_1027,22,15,15,23,21,17,23,12,19,20,25,24,18,18,19,15
T_1028,26,19,18,28,25,21,27,21,16,23,29,29,21,21,23,18
T_1029,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13
T_1030,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29
T_1031,13,9,9,14,13,10,14,11,12,12,15,10,11,11,12,9
T_1032,41,29,29,44,40,33,43,34,36,37,47,45,24,34,37,29
T_1033,27,19,19,29,26,22,28,22,24,24,31,30,22,16,24,19
T_1034,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1035,18,13,13,20,18,15,19,15,16,17,21,20,15,15,16,9
T_1036,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_1037,9,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1038,14,7,10,15,14,11,15,11,12,13,16,16,12,12,12,10
T_1039,17,12,9,19,17,14,18,14,15,16,20,19,14,14,15,12
T_1040,43,31,30,33,42,34,45,35,38,39,49,48,36,36,38,30
T_1041,15,11,11,16,10,12,16,12,13,14,17,17,12,12,13,11
T_1042,14,10,10,15,14,8,15,11,12,13,16,16,12,12,12,10
T_1043,32,23,23,35,31,26,24,26,29,29,37,36,27,27,29,23
T_1044,9,6,6,9,8,7,9,5,8,8,10,10,7,7,8,6
T_1045,25,18,17,27,24,20,26,20,15,22,28,28,20,20,22,17
T_1046,22,15,15,23,21,17,23,18,19,14,25,24,18,18,19,15
T_1047,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11
T_1048,40,29,28,43,39,32,42,33,36,36,45,31,33,33,36,28
T_1049,42,30,30,46,41,34,44,34,37,38,48,47,24,35,37,29
T_1050,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1051,38,27,27,41,37,30,39,31,34,34,43,42,31,31,24,26
T_1052,17,12,12,19,17,14,18,14,15,16,20,19,14,14,15,8
T_1053,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_1054,11,12,11,18,16,13,17,13,14,15,18,18,13,13,14,11
T_1055,36,18,25,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1056,11,8,5,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1057,38,27,27,29,37,30,39,31,34,34,43,42,31,31,34,26
T_1058,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12
T_1059,16,12,11,18,16,9,17,13,14,15,18,18,13,13,14,11
T_1060,33,24,24,36,32,27,24,27,30,30,38,37,28,28,30,23
T_1061,37,26,26,40,35,29,38,21,33,33,42,41,30,30,33,26
T_1062,20,15,14,22,20,16,21,17,13,19,23,23,17,17,18,14
T_1063,29,21,21,32,28,23,30,24,26,18,33,32,24,24,26,20
T_1064,29,21,21,32,28,23,30,24,26,26,23,32,24,24,26,20
T_1065,11,8,8,12,10,9,11,9,10,10,12,8,9,9,10,8
T_1066,11,8,8,12,10,9,11,9,10,10,12,12,6,9,10,8
T_1067,11,8,8,12,10,9,11,9,10,10,12,12,9,6,10,8
T_1068,12,8,8,13,11,9,12,10,11,11,14,13,10,10,7,8
T_1069,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,17
T_1070,15,11,11,16,15,12,16,12,13,14,17,17,12,12,13,11
T_1071,14,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1072,43,22,30,47,42,34,45,35,38,39,49,48,36,36,38,30
T_1073,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1074,19,14,14,15,19,16,20,16,17,18,22,22,16,16,17,14
T_1075,32,23,23,35,22,26,34,26,29,29,37,36,27,27,29,23
T_1076,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1077,41,29,29,44,40,33,30,34,36,37,47,45,34,34,37,29
T_1078,30,22,21,33,29,24,32,17,27,27,34,33,25,25,27,21
T_1079,28,20,20,30,27,22,29,23,17,25,32,31,23,23,25,20
T_1080,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28
T_1081,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29
T_1082,14,10,10,15,14,11,15,11,12,13,16,11,12,12,12,10
T_1083,9,6,6,9,8,7,9,7,8,8,10,10,5,7,8,6
T_1084,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10
T_1085,32,23,23,35,31,26,34,26,29,29,37,36,27,27,20,23
T_1086,27,19,19,29,26,22,28,22,24,24,31,30,22,22,24,13
T_1087,20,15,14,22,20,16,21,17,18,19,23,23,17,17,18,14
T_1088,28,29,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1089,25,12,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_1090,32,23,16,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1091,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_1092,38,27,27,41,26,30,39,31,34,34,43,42,31,31,34,26
T_1093,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1094,18,13,13,20,18,15,13,15,16,17,21,20,15,15,16,13
T_1095,14,10,10,15,14,11,15,8,12,13,16,16,12,12,12,10
T_1096,32,23,23,35,31,26,34,26,20,29,37,36,27,27,29,23
T_1097,26,19,18,28,25,21,27,21,23,16,29,29,21,21,23,18
T_1098,18,13,13,20,18,15,19,15,16,17,15,20,15,15,16,13
T_1099,33,24,24,36,32,27,35,27,30,30,38,26,28,28,30,23
T_1100,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_1101,14,10,10,15,14,11,15,11,12,13,16,16,12,8,12,10
T_1102,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1103,11,8,8,12,10,9,11,9,10,10,12,12,9,9,10,5
T_1104,40,29,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1105,26,27,27,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1106,27,14,19,29,26,22,28,22,24,24,31,30,22,22,24,19
T_1107,19,14,10,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1108,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_1109,16,12,11,18,11,13,17,13,14,15,18,18,13,13,14,11
T_1110,38,27,27,41,37,21,39,31,34,34,43,42,31,31,34,26
T_1111,18,13,13,20,18,15,13,15,16,17,21,20,15,15,16,13
T_1112,13,9,9,14,13,10,14,7,12,12,15,14,11,11,12,9
T_1113,41,29,29,44,40,33,43,34,26,37,47,45,34,34,37,29
T_1114,18,13,13,20,18,15,19,15,16,12,21,20,15,15,16,13
T_1115,31,22,22,34,30,25,33,26,28,28,25,35,26,26,28,22
T_1116,29,21,21,32,28,23,30,24,26,26,33,23,24,24,26,20
T_1117,41,29,29,44,40,33,43,34,36,37,47,45,24,34,37,29
T_1118,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1119,37,26,26,40,35,29,38,30,33,33,42,41,30,30,23,26
T_1120,14,10,10,15,14,11,15,11,12,13,16,16,12,12,12,7
T_1121,39,28,27,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1122,17,17,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_1123,11,5,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1124,9,6,4,9,8,7,9,7,8,8,10,10,7,7,8,6
T_1125,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8
T_1126,24,17,17,26,16,19,25,19,21,21,27,26,20,20,21,17
T_1127,40,29,28,43,39,22,42,33,36,36,45,44,33,33,36,28
T_1128,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_1129,33,24,24,36,32,27,35,19,30,30,38,37,28,28,30,23
T_1130,24,17,17,26,23,19,25,19,15,21,27,26,20,20,21,17
T_1131,36,25,25,39,34,28,37,29,32,23,41,39,29,29,32,25
T_1132,13,9,9,14,13,10,14,11,12,12,10,14,11,11,12,9
T_1133,27,19,19,29,26,22,28,22,24,24,31,21,22,22,24,19
T_1134,24,17,17,26,23,19,25,19,21,21,27,26,14,20,21,17
T_1135,18,13,13,20,18,15,19,15,16,17,21,20,15,11,16,13
T_1136,27,19,19,29,26,22,28,22,24,24,31,30,22,22,17,19
T_1137,24,17,17,26,23,19,25,19,21,21,27,26,20,20,21,12
T_1138,41,29,29,44,40,33,43,34,36,37,47,45,34,34,37,29
T_1139,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1140,30,15,21,33,29,24,32,25,27,27,34,33,25,25,27,21
T_1141,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1142,36,25,25,27,34,28,37,29,32,32,41,39,29,29,32,25
T_1143,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_1144,29,21,21,32,28,16,30,24,26,26,33,32,24,24,26,20
T_1145,26,19,18,28,25,21,19,21,23,23,29,29,21,21,23,18
T_1146,14,10,10,15,14,11,15,8,12,13,16,16,12,12,12,10
T_1147,30,22,21,33,29,24,32,25,19,27,34,33,25,25,27,21
T_1148,30,22,21,33,29,24,32,25,27,19,34,33,25,25,27,21
T_1149,26,19,18,28,25,21,27,21,23,23,21,29,21,21,23,18
T_1150,11,8,8,12,10,9,11,9,10,10,12,8,9,9,10,8
T_1151,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1152,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_1153,28,20,20,30,27,22,29,23,25,25,32,31,23,23,17,20
T_1154,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,16
T_1155,29,21,21,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1156,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1157,24,12,17,26,23,19,25,19,21,21,27,26,20,20,21,17
T_1158,11,8,5,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1159,12,8,8,9,11,9,12,10,11,11,14,13,10,10,11,8
T_1160,28,20,20,30,19,22,29,23,25,25,32,31,23,23,25,20
T_1161,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1162,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17
T_1163,39,28,27,42,38,31,41,22,35,35,44,43,32,32,35,27
T_1164,16,12,11,18,16,13,17,13,10,15,18,18,13,13,14,11
T_1165,14,10,10,15,14,11,15,11,12,9,16,16,12,12,12,10
T_1166,16,12,11,18,16,13,17,13,14,15,13,18,13,13,14,11
T_1167,30,22,21,33,29,24,32,25,27,27,34,23,25,25,27,21
T_1168,36,25,25,39,34,28,37,29,32,32,41,39,21,29,32,25
T_1169,22,15,15,23,21,17,23,18,19,20,25,24,18,12,19,15
T_1170,31,22,22,34,30,25,33,26,28,28,36,35,26,26,20,22
T_1171,26,19,18,28,25,21,27,21,23,23,29,29,21,21,23,13
T_1172,42,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1173,22,22,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_1174,42,21,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1175,16,12,8,18,16,13,17,13,14,15,18,18,13,13,14,11
T_1176,33,24,24,25,32,27,35,27,30,30,38,37,28,28,30,23
T_1177,19,14,14,21,13,16,20,16,17,18,22,22,16,16,17,14
T_1178,18,13,13,20,18,10,19,15,16,17,21,20,15,15,16,13
T_1179,28,20,20,30,27,22,20,23,25,25,32,31,23,23,25,20
T_1180,38,27,27,41,37,30,39,22,34,34,43,42,31,31,34,26
T_1181,34,25,24,37,33,28,36,28,22,31,39,38,28,28,31,24
T_1182,34,25,24,37,33,28,36,28,31,22,39,38,28,28,31,24
T_1183,18,13,13,20,18,15,19,15,16,17,15,20,15,15,16,13
T_1184,24,17,17,26,23,19,25,19,21,21,27,18,20,20,21,17
T_1185,24,17,17,26,23,19,25,19,21,21,27,26,14,20,21,17
T_1186,37,26,26,40,35,29,38,30,33,33,42,41,30,21,33,26
T_1187,17,12,12,19,17,14,18,14,15,16,20,19,14,14,11,12
T_1188,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,6
T_1189,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,14
T_1190,24,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1191,22,11,15,23,21,17,23,18,19,20,25,24,18,18,19,15
T_1192,39,28,19,42,38,31,41,32,35,35,44,43,32,32,35,27
T_1193,25,18,17,19,24,20,26,20,22,22,28,28,20,20,22,17
T_1194,20,15,14,22,14,16,21,17,18,19,23,23,17,17,18,14
T_1195,10,7,7,11,9,5,10,8,9,9,11,11,8,8,9,7
T_1196,33,24,24,36,32,27,24,27,30,30,38,37,28,28,30,23
T_1197,20,15,14,22,20,16,21,12,18,19,23,23,17,17,18,14
T_1198,37,26,26,40,35,29,38,30,23,33,42,41,30,30,33,26
T_1199,36,25,25,39,34,28,37,29,32,23,41,39,29,29,32,25
T_1200,42,30,30,46,41,34,44,34,37,38,34,47,35,35,37,29
T_1201,19,14,14,21,19,16,20,16,17,18,22,15,16,16,17,14
T_1202,33,24,24,36,32,27,35,27,30,30,38,37,19,28,30,23
T_1203,38,27,27,41,37,30,39,31,34,34,43,42,31,22,34,26
T_1204,20,15,14,22,20,16,21,17,18,19,23,23,17,17,13,14
T_1205,19,14,14,21,19,16,20,16,17,18,22,22,16,16,17,9
T_1206,34,25,24,37,33,28,36,28,31,31,39,38,28,28,31,24
T_1207,23,24,24,36,32,27,35,27,30,30,38,37,28,28,30,23
T_1208,18,9,13,20,18,15,19,15,16,17,21,20,15,15,16,13
T_1209,38,27,19,41,37,30,39,31,34,34,43,42,31,31,34,26
T_1210,42,30,30,32,41,34,44,34,37,38,48,47,35,35,37,29
T_1211,36,25,25,39,24,28,37,29,32,32,41,39,29,29,32,25
T_1212,42,30,30,46,41,24,44,34,37,38,48,47,35,35,37,29
T_1213,42,30,30,46,41,34,31,34,37,38,48,47,35,35,37,29
T_1214,42,30,30,46,41,34,44,24,37,38,48,47,35,35,37,29
T_1215,33,24,24,36,32,27,35,27,21,30,38,37,28,28,30,23
T_1216,15,11,11,16,15,12,16,12,13,10,17,17,12,12,13,11
T_1217,40,29,28,43,39,32,42,33,36,36,32,44,33,33,36,28
T_1218,32,23,23,35,31,26,34,26,29,29,37,25,27,27,29,23
T_1219,15,11,11,16,15,12,16,12,13,14,17,17,9,12,13,11
T_1220,41,29,29,44,40,33,43,34,36,37,47,45,34,24,37,29
T_1221,43,31,30,47,42,34,45,35,38,39,49,48,36,36,27,30
T_1222,33,24,24,36,32,27,35,27,30,30,38,37,28,28,30,16
T_1223,40,29,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1224,29,30,30,46,41,34,44,34,37,38,48,47,35,35,37,29
T_1225,13,6,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1226,29,21,14,32,28,23,30,24,26,26,33,32,24,24,26,20
T_1227,26,19,18,20,25,21,27,21,23,23,29,29,21,21,23,18
T_1228,14,10,10,15,9,11,15,11,12,13,16,16,12,12,12,10
T_1229,31,22,22,34,30,18,33,26,28,28,36,35,26,26,28,22
T_1230,40,29,28,43,39,32,29,33,36,36,45,44,33,33,36,28
T_1231,33,24,24,36,32,27,35,19,30,30,38,37,28,28,30,23
T_1232,39,28,27,42,38,31,41,32,24,35,44,43,32,32,35,27
T_1233,11,8,8,12,10,9,11,9,10,7,12,12,9,9,10,8
T_1234,17,12,12,19,17,14,18,14,15,16,14,19,14,14,15,12
T_1235,28,20,20,30,27,22,29,23,25,25,32,22,23,23,25,20
T_1236,22,15,15,23,21,17,23,18,19,20,25,24,12,18,19,15
T_1237,23,16,16,25,22,18,24,19,20,20,26,25,19,13,20,16
T_1238,22,15,15,23,21,17,23,18,19,20,25,24,18,18,13,15
T_1239,10,7,7,11,9,8,10,8,9,9,11,11,8,8,9,5
T_1240,32,23,23,35,31,26,34,26,29,29,37,36,27,27,29,23
T_1241,16,16,16,25,22,18,24,19,20,20,26,25,19,19,20,16
T_1242,37,18,26,40,35,29,38,30,33,33,42,41,30,30,33,26
T_1243,36,25,18,39,34,28,37,29,32,32,41,39,29,29,32,25
T_1244,40,29,28,30,39,32,42,33,36,36,45,44,33,33,36,28
T_1245,38,27,27,41,26,30,39,31,34,34,43,42,31,31,34,26
T_1246,23,16,16,25,22,13,24,19,20,20,26,25,19,19,20,16
T_1247,43,31,30,47,42,34,32,35,38,39,49,48,36,36,38,30
T_1248,18,13,13,20,18,15,19,10,16,17,21,20,15,15,16,13
T_1249,19,14,14,21,19,16,20,16,12,18,22,22,16,16,17,14
T_1250,40,29,28,43,39,32,42,33,36,25,45,44,33,33,36,28
T_1251,10,7,7,11,9,8,10,8,9,9,8,11,8,8,9,7
T_1252,39,28,27,42,38,31,41,32,35,35,44,30,32,32,35,27
T_1253,32,23,23,35,31,26,34,26,29,29,37,36,19,27,29,23
T_1254,19,14,14,21,19,16,20,16,17,18,22,22,16,11,17,14
T_1255,30,22,21,33,29,24,32,25,27,27,34,33,25,25,19,21
T_1256,37,26,26,40,35,29,38,30,33,33,42,41,30,30,33,18
T_1257,13,9,9,14,13,10,14,11,12,12,15,14,11,11,12,9
T_1258,8,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1259,31,16,22,34,30,25,33,26,28,28,36,35,26,26,28,22
T_1260,10,7,5,11,9,8,10,8,9,9,11,11,8,8,9,7
T_1261,28,20,20,21,27,22,29,23,25,25,32,31,23,23,25,20
T_1262,37,26,26,40,25,29,38,30,33,33,42,41,30,30,33,26
T_1263,24,17,17,26,23,13,25,19,21,21,27,26,20,20,21,17
T_1264,25,18,17,27,24,20,18,20,22,22,28,28,20,20,22,17
T_1265,19,14,14,21,19,16,20,11,17,18,22,22,16,16,17,14
T_1266,15,11,11,16,15,12,16,12,9,14,17,17,12,12,13,11
T_1267,30,22,21,33,29,24,32,25,27,19,34,33,25,25,27,21
T_1268,22,15,15,23,21,17,23,18,19,20,17,24,18,18,19,15
T_1269,20,15,14,22,20,16,21,17,18,19,23,16,17,17,18,14
T_1270,42,30,30,46,41,34,44,34,37,38,48,47,24,35,37,29
T_1271,12,8,8,13,11,9,12,10,11,11,14,13,10,7,11,8
T_1272,36,25,25,39,34,28,37,29,32,32,41,39,29,29,22,25
T_1273,38,27,27,41,37,30,39,31,34,34,43,42,31,31,34,18
T_1274,25,18,17,27,24,20,26,20,22,22,28,28,20,20,22,17
T_1275,8,8,8,12,10,9,11,9,10,10,12,12,9,9,10,8
T_1276,40,20,28,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1277,40,29,20,43,39,32,42,33,36,36,45,44,33,33,36,28
T_1278,30,22,21,23,29,24,32,25,27,27,34,33,25,25,27,21
T_1279,17,12,12,19,12,14,18,14,15,16,20,19,14,14,15,12
T_1280,19,14,14,21,19,11,20,16,17,18,22,22,16,16,17,14
T_1281,34,25,24,37,33,28,25,28,31,31,39,38,28,28,31,24
