TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_1049,2.20,2.77,2.61,2.37,2.60,2.45,2.27,2.81
T_1050,2.31,2.75,2.94,2.19,2.18,2.58,2.40,2.30
T_1051,2.17,2.85,2.75,2.31,2.29,2.74,2.19,2.52
T_1052,2.38,2.74,2.99,1.82,2.48,2.48,2.38,2.21
T_1053,2.34,2.81,2.75,2.31,2.34,2.75,2.22,2.53
T_1054,2.49,2.99,2.53,2.09,2.24,2.55,2.30,2.41
T_1055,2.17,2.69,2.90,2.38,2.32,2.80,2.43,2.70
T_1056,2.28,2.92,2.92,2.21,2.17,2.50,2.37,2.33
T_1057,2.10,2.77,2.64,2.16,2.33,2.78,2.24,2.43
T_1058,2.44,2.77,2.90,2.39,2.63,2.53,2.25,2.35
T_1059,2.27,2.79,2.85,2.25,2.39,2.76,2.25,2.63
T_1060,2.25,2.67,2.78,2.22,2.36,2.60,2.37,2.60
T_1061,2.39,2.95,2.80,2.29,2.34,2.33,2.24,2.75
T_1062,2.44,2.60,2.63,2.18,2.65,2.67,2.37,2.36
T_1063,2.27,2.67,2.68,2.29,2.56,2.62,2.29,2.57
T_1064,2.35,2.59,2.61,2.41,2.33,2.64,1.99,2.32
T_1065,2.38,3.07,2.63,2.25,2.52,2.64,2.44,2.56
T_1066,2.30,2.70,2.83,2.31,2.47,2.47,2.25,2.29
T_1067,2.21,2.76,2.85,2.00,2.42,2.51,2.48,2.56
T_1068,2.24,2.54,2.95,2.13,2.31,2.59,2.13,2.50
T_1069,2.45,2.71,2.87,2.28,2.40,2.33,2.25,2.64
T_1070,2.37,2.78,2.85,2.36,2.46,2.49,2.41,2.54
T_1071,2.29,2.82,2.99,2.51,2.40,2.38,2.46,2.42
T_1072,2.27,2.77,2.94,2.30,2.34,2.43,2.60,2.80
T_1073,2.43,2.80,3.04,2.19,2.42,2.26,2.48,2.44
T_1074,2.34,2.58,2.83,2.39,2.42,2.62,2.32,2.43
T_1075,2.22,2.73,2.74,2.06,2.61,2.69,2.15,2.66
T_1076,2.17,2.95,2.83,2.32,2.58,2.33,2.16,2.80
T_1077,2.36,2.61,2.82,2.36,2.56,2.57,1.94,2.40
T_1078,2.57,2.63,2.70,2.44,2.52,2.44,2.21,2.59
T_1079,2.31,2.84,2.31,2.27,2.17,2.63,2.32,2.42
T_1080,2.21,2.94,2.83,2.18,2.48,2.54,2.07,2.52
T_1081,2.21,2.69,2.86,2.27,2.36,2.52,2.35,2.52
T_1082,2.48,2.82,3.05,2.29,2.41,2.61,2.20,2.47
T_1083,2.05,2.72,2.76,2.52,2.33,2.64,2.36,2.67
T_1084,2.26,2.94,2.75,2.38,2.06,2.80,2.17,2.47
T_1085,2.32,2.81,2.84,2.42,2.44,2.76,2.47,2.52
T_1086,2.24,2.95,2.93,2.15,2.46,2.63,2.08,2.68
T_1087,2.62,2.71,2.95,2.24,2.50,2.28,2.51,2.47
T_1088,2.48,2.84,2.90,2.38,2.44,2.62,2.32,2.34
T_1089,2.35,2.76,2.75,2.23,2.11,2.69,2.39,2.42
T_1090,2.48,2.40,2.55,2.11,2.60,2.38,2.27,2.65
T_1091,2.32,2.63,2.79,2.42,2.50,2.34,2.47,2.54
T_1092,2.08,2.84,2.86,2.18,2.51,2.59,2.39,2.54
T_1093,2.36,2.61,2.72,2.56,2.26,2.60,2.12,2.47
T_1094,2.26,2.49,3.04,2.29,2.24,2.61,2.44,2.45
T_1095,2.25,2.74,2.62,2.30,2.38,2.41,2.63,2.96
T_1096,2.51,2.80,2.90,2.39,2.40,2.49,2.26,2.45
T_1097,2.20,2.65,2.79,2.18,2.49,2.42,2.51,2.57
T_1098,2.33,2.94,2.83,2.50,2.44,2.54,2.37,2.50
T_1099,2.33,2.62,2.87,2.18,2.27,2.46,2.51,2.66
T_1100,2.37,2.68,2.82,2.18,2.29,2.67,2.30,2.63
T_1101,2.63,2.61,2.80,2.02,2.37,2.58,2.24,2.27
T_1102,2.20,2.93,3.01,2.46,2.42,2.92,2.33,2.37
T_1103,2.32,2.54,2.74,2.13,2.24,2.41,2.30,2.70
T_1104,2.49,2.88,2.53,2.28,2.18,2.42,2.19,2.36
T_1105,2.45,2.50,2.79,2.24,2.39,2.53,2.22,2.70
T_1106,2.23,3.02,2.64,2.28,2.28,2.40,2.38,2.63
T_1107,2.26,2.91,2.99,2.34,2.59,2.24,2.25,2.65
T_1108,2.50,2.70,2.81,2.20,2.20,2.59,2.38,2.55
T_1109,2.15,2.93,2.79,2.29,2.46,2.32,2.18,2.42
T_1110,2.58,2.68,2.72,2.31,2.21,2.71,2.25,2.05
T_1111,2.59,2.68,3.06,2.38,2.11,2.41,2.72,2.67
T_1112,2.35,2.85,2.54,2.24,2.48,2.57,1.95,2.70
T_1113,2.39,2.78,2.75,2.06,2.60,2.62,2.32,2.82
T_1114,2.40,2.59,2.77,2.46,2.11,2.75,2.15,2.53
T_1115,2.29,2.66,3.07,2.53,2.05,2.56,2.54,2.57
T_1116,2.38,3.15,2.89,2.32,2.03,2.54,2.17,2.87
T_1117,2.04,2.92,2.72,2.22,2.31,2.53,2.30,2.92
T_1118,2.09,2.68,2.87,2.06,2.29,2.46,2.34,2.52
T_1119,2.20,2.76,2.84,2.32,2.38,2.43,2.39,2.39
T_1120,2.23,2.89,2.79,2.24,2.02,2.21,2.32,2.36
T_1121,2.40,2.71,2.99,2.45,2.55,2.85,2.23,2.62
T_1122,2.48,2.61,2.65,2.27,2.55,2.46,2.17,2.63
T_1123,2.44,2.78,3.04,2.15,2.17,2.43,2.24,2.43
T_1124,2.33,2.89,2.67,2.19,2.62,2.49,2.23,2.43
T_1125,2.33,2.63,2.60,2.28,2.61,2.50,2.48,2.48
T_1126,2.40,2.63,2.67,2.34,2.87,2.39,2.26,2.43
T_1127,2.21,2.58,2.81,2.16,2.35,2.51,2.18,2.65
T_1128,2.20,2.49,2.81,2.28,2.03,2.32,2.34,2.60
T_1129,2.24,2.58,2.86,2.25,2.35,2.58,2.25,2.74
T_1130,2.13,2.71,2.94,2.37,2.36,2.65,2.31,2.34
T_1131,2.26,2.48,2.83,2.40,2.56,2.43,2.36,2.71
T_1132,2.30,2.88,2.72,2.26,2.22,2.72,2.34,2.74
T_1133,2.18,2.79,2.73,2.49,2.33,2.71,2.43,2.74
T_1134,2.21,2.80,3.13,2.26,2.66,2.69,2.52,2.48
T_1135,2.24,2.73,2.92,2.34,2.31,2.56,2.32,2.83
T_1136,2.49,2.93,2.79,2.51,2.59,2.47,2.31,2.30
T_1137,2.52,2.69,3.01,2.45,2.54,2.65,2.53,2.71
T_1138,2.21,2.96,2.57,1.98,2.49,2.55,2.33,2.55
T_1139,2.48,2.60,3.01,2.36,2.24,2.66,2.41,2.71
T_1140,2.32,2.92,2.83,2.39,2.35,2.56,2.20,2.59
T_1141,2.18,2.63,3.04,2.29,2.51,2.47,2.38,2.37
T_1142,2.29,2.81,2.80,2.37,2.31,2.31,2.27,2.61
T_1143,2.23,2.64,2.83,2.05,2.49,2.44,2.26,2.74
T_1144,2.22,2.47,2.73,2.32,2.51,2.39,2.32,2.58
T_1145,2.13,2.93,2.67,2.30,2.37,2.32,2.11,2.33
T_1146,2.34,2.90,2.53,2.43,2.36,2.75,2.11,2.49
T_1147,2.10,2.64,2.99,2.07,2.25,2.86,2.29,2.45
T_1148,2.23,2.68,2.72,2.10,2.26,2.48,2.32,2.35
T_1149,2.40,2.68,2.79,2.25,2.21,2.55,2.44,2.44
T_1150,2.57,2.89,2.55,2.22,2.56,2.74,2.22,2.61
T_1151,2.30,2.87,2.74,2.39,2.08,2.60,2.38,2.79
T_1152,2.33,2.95,3.03,2.21,2.50,2.63,2.30,2.56
T_1153,2.42,2.84,2.79,2.59,2.39,2.37,2.07,2.47
T_1154,2.29,2.75,3.07,2.42,2.66,2.64,2.49,2.66
T_1155,2.50,2.79,2.89,2.05,2.71,2.59,2.27,2.78
T_1156,2.11,2.58,3.04,2.41,2.42,2.41,2.08,2.64
T_1157,2.36,2.76,2.66,2.27,2.57,2.46,2.34,2.55
T_1158,2.19,2.93,3.03,2.35,2.41,2.58,2.24,2.33
T_1159,2.34,2.96,2.76,2.29,2.40,2.59,2.22,2.47
T_1160,2.50,2.55,2.79,2.34,2.63,2.64,2.47,2.87
T_1161,2.32,2.76,3.09,2.52,2.36,2.74,2.28,2.63
T_1162,2.25,2.83,2.82,2.45,2.28,2.31,2.28,2.58
T_1163,2.32,2.87,2.84,2.34,2.32,2.61,2.44,2.84
T_1164,2.25,2.80,2.88,2.39,2.41,2.49,2.32,2.45
T_1165,2.32,2.91,2.51,2.53,2.70,2.50,2.35,2.67
T_1166,2.26,2.89,2.69,2.27,2.35,2.65,2.03,2.73
T_1167,2.20,2.72,2.74,2.21,2.31,2.61,2.55,2.35
T_1168,2.11,2.85,2.71,2.29,2.73,2.50,2.28,2.57
T_1169,2.39,2.86,2.69,2.32,2.49,2.72,1.89,2.57
T_1170,2.26,2.98,2.73,2.15,2.19,2.58,2.34,2.54
T_1171,2.12,2.64,2.76,2.43,2.45,2.53,2.39,2.62
T_1172,2.13,2.83,3.04,2.05,2.36,2.53,2.16,2.48
T_1173,2.43,2.81,2.84,2.09,2.54,2.64,2.09,2.48
T_1174,2.18,2.81,2.52,2.20,2.32,2.41,2.13,2.75
T_1175,2.33,2.71,2.75,2.41,2.40,2.65,2.14,2.31
T_1176,2.46,2.94,2.76,2.49,2.42,2.58,2.24,2.18
T_1177,2.75,2.78,2.80,1.82,2.51,2.30,2.68,2.44
T_1178,2.35,2.56,2.46,2.40,2.50,2.89,2.26,2.39
T_1179,2.53,2.87,2.78,2.33,2.49,2.56,2.11,2.39
T_1180,2.09,2.73,2.62,2.31,2.27,2.58,2.31,2.71
T_1181,2.22,2.70,2.72,2.24,2.18,2.45,2.02,2.63
T_1182,2.33,2.83,2.91,2.36,2.44,2.87,2.03,2.62
T_1183,2.37,2.67,2.80,2.29,2.50,2.57,2.36,2.45
T_1184,2.09,2.75,2.89,2.17,2.22,2.55,2.57,2.47
T_1185,2.45,2.62,2.75,2.56,2.47,2.47,2.25,2.43
T_1186,2.39,2.85,2.76,2.17,2.35,2.41,2.23,2.23
T_1187,2.36,2.73,2.94,2.35,2.41,2.53,2.43,2.31
T_1188,2.37,2.78,2.98,2.37,2.20,2.36,2.31,2.32
T_1189,2.24,2.88,2.94,2.12,2.40,2.51,2.26,2.60
T_1190,2.56,2.65,3.02,2.23,2.32,2.58,2.22,2.42
T_1191,2.34,3.01,2.74,2.36,2.39,2.79,2.21,2.60
T_1192,2.26,3.03,2.76,2.24,2.50,2.78,2.19,2.58
T_1193,2.38,2.61,2.67,2.01,2.54,2.68,2.29,2.67
T_1194,2.16,2.75,2.86,2.49,2.38,2.58,2.37,2.45
T_1195,2.25,2.82,2.65,2.28,2.31,2.76,2.72,2.66
T_1196,2.25,2.64,2.53,2.42,2.56,2.53,2.34,2.42
T_1197,2.34,2.75,2.72,2.34,2.24,2.63,2.30,2.52
T_1198,2.26,2.85,2.91,1.83,2.38,2.36,2.18,2.74
T_1199,2.34,2.99,2.78,1.98,2.42,2.88,2.44,2.58
T_1200,2.12,2.90,2.81,2.31,2.23,2.51,2.22,2.52
T_1201,2.14,2.52,2.88,2.35,2.19,2.38,2.12,2.70
T_1202,2.37,2.84,2.80,1.95,2.33,2.55,2.38,2.50
T_1203,2.31,2.63,2.63,2.18,2.35,2.51,2.53,2.69
T_1204,2.21,2.75,2.61,2.22,2.22,2.50,2.29,2.60
T_1205,2.35,2.96,2.38,2.49,2.26,2.48,2.30,2.46
T_1206,2.36,2.78,2.64,2.42,2.58,2.40,2.18,2.46
T_1207,2.57,3.00,2.86,2.23,2.30,2.56,2.30,2.76
T_1208,2.37,2.84,2.78,2.54,2.42,2.69,2.16,2.37
T_1209,2.21,2.97,2.85,2.12,2.40,2.73,2.41,2.49
T_1210,2.32,2.72,2.94,2.26,2.49,2.62,2.23,2.39
T_1211,2.46,2.90,2.82,2.24,2.48,2.66,2.56,2.74
T_1212,2.40,2.92,2.70,2.08,2.43,2.67,2.40,2.63
T_1213,2.23,2.59,2.87,2.22,2.51,2.38,2.35,2.43
T_1214,2.48,2.78,2.71,2.25,2.42,2.29,2.30,2.44
T_1215,2.22,2.86,2.49,2.21,2.44,2.56,2.43,2.53
T_1216,2.29,2.75,2.78,2.39,2.73,2.53,2.22,2.43
T_1217,2.06,2.63,2.90,2.11,2.41,2.88,2.39,2.75
T_1218,2.33,2.76,2.72,2.15,2.25,2.43,2.40,2.67
T_1219,2.36,2.52,2.93,2.38,2.45,2.33,2.38,2.31
T_1220,2.29,2.64,2.66,2.31,2.48,2.41,2.38,2.27
T_1221,2.32,2.69,2.52,2.11,2.57,2.40,2.16,2.59
T_1222,2.22,2.86,2.61,2.24,2.35,2.74,2.52,2.44
T_1223,2.39,2.96,2.75,2.15,2.48,2.43,2.15,2.67
T_1224,2.36,2.61,2.88,2.21,2.43,2.42,2.06,2.45
T_1225,2.40,3.07,2.77,2.32,2.33,2.93,2.40,2.60
T_1226,2.38,2.66,2.89,2.43,2.17,2.58,2.26,2.38
T_1227,2.33,2.95,2.90,2.12,2.36,2.32,2.07,2.50
T_1228,2.37,3.00,2.98,2.14,2.68,2.47,2.46,2.70
T_1229,2.36,2.63,3.09,2.49,2.52,2.64,2.42,2.64
T_1230,2.30,2.82,2.98,2.41,2.52,2.81,2.31,2.42
T_1231,2.11,2.93,2.89,2.07,2.15,2.65,2.54,2.73
T_1232,2.55,2.63,2.92,2.37,2.48,2.28,2.49,2.62
T_1233,2.64,2.87,2.93,2.25,2.51,2.27,2.25,2.60
T_1234,2.37,2.94,3.03,2.57,2.53,2.57,2.14,2.59
T_1235,2.23,3.00,2.86,2.39,2.26,2.70,2.42,2.56
T_1236,2.37,2.67,2.98,2.35,2.41,2.43,2.35,2.73
T_1237,2.15,2.69,2.88,2.00,2.44,2.66,2.15,2.69
T_1238,2.41,2.81,2.90,2.37,2.37,2.57,2.53,2.83
T_1239,2.56,2.57,2.94,2.30,2.52,2.68,2.53,2.80
T_1240,2.40,2.60,3.05,2.17,2.66,2.44,2.19,2.58
T_1241,2.53,2.59,3.12,2.15,2.26,2.41,2.03,2.51
T_1242,2.06,2.80,2.66,2.21,2.26,2.38,2.22,2.68
T_1243,2.29,2.83,2.76,2.48,2.30,2.47,2.28,2.59
T_1244,2.16,2.87,3.04,2.32,2.32,2.60,2.29,2.66
T_1245,2.57,2.94,2.73,2.32,2.37,2.38,1.84,2.58
T_1246,2.33,3.02,2.90,2.47,2.36,2.86,2.24,2.61
T_1247,2.30,2.86,2.81,2.25,2.18,2.40,2.23,2.60
T_1248,2.42,2.81,2.79,2.37,2.60,2.45,2.35,2.87
T_1249,2.49,2.74,2.74,2.37,2.44,2.52,2.39,2.54
T_1250,2.43,2.74,2.95,2.41,2.55,2.51,2.37,2.48
T_1251,2.24,3.08,3.13,2.44,2.31,2.58,2.21,2.28
T_1252,2.40,2.80,2.64,2.29,2.76,2.53,2.37,2.29
T_1253,2.42,2.88,2.89,2.18,2.45,2.59,2.10,2.34
T_1254,2.30,2.87,3.10,2.23,2.53,2.66,2.32,2.72
T_1255,2.45,2.70,2.97,2.31,2.49,2.48,2.03,2.43
T_1256,2.24,3.01,2.81,2.10,2.39,2.71,2.44,2.40
T_1257,2.43,2.96,3.04,2.35,2.24,2.36,2.10,2.52
T_1258,2.62,2.75,2.63,2.49,2.62,2.39,2.45,2.74
T_1259,2.41,3.13,2.86,2.31,2.30,2.51,2.15,2.54
T_1260,2.23,2.74,2.82,2.09,2.22,2.57,2.24,2.52
T_1261,2.42,2.70,2.94,2.30,2.61,2.39,2.47,2.61
T_1262,2.47,2.76,2.91,2.40,2.17,2.51,2.07,2.33
T_1263,2.45,2.97,2.87,2.34,2.38,2.87,2.39,2.34
T_1264,2.22,2.81,2.80,2.31,2.10,2.86,2.43,2.61
T_1265,2.35,2.63,2.54,2.49,2.37,2.46,2.58,2.38
T_1266,2.37,2.91,2.64,2.01,2.32,2.96,2.05,2.47
T_1267,2.79,2.81,2.90,2.14,2.39,2.72,2.39,2.27
T_1268,2.46,2.91,2.90,2.58,2.20,2.68,2.46,2.51
T_1269,2.33,2.88,2.96,2.40,2.38,2.46,2.27,2.49
T_1270,2.52,2.72,2.59,2.46,2.51,2.61,2.19,2.66
T_1271,2.33,2.70,3.00,2.21,2.11,2.62,2.23,2.25
T_1272,2.36,3.02,2.70,2.43,2.47,2.57,2.44,2.73
T_1273,2.59,2.68,2.89,2.32,2.53,2.31,2.26,2.43
T_1274,2.54,2.90,2.94,2.20,2.52,2.48,2.07,2.76
T_1275,2.52,2.90,2.94,2.58,2.71,2.69,2.48,2.62
T_1276,2.26,2.71,3.00,2.21,2.43,2.34,2.55,2.66
T_1277,1.94,2.88,2.95,2.29,2.30,2.62,2.42,2.21
T_1278,2.38,2.74,2.97,2.70,2.40,2.41,2.44,2.59
T_1279,2.23,2.71,2.76,2.40,2.68,2.54,2.22,2.14
T_1280,2.51,2.63,2.78,2.48,2.16,2.37,2.14,2.42
T_1281,2.52,2.94,2.59,2.03,2.35,2.65,2.49,2.43
T_1282,2.18,2.59,2.90,2.03,2.29,2.47,2.62,2.58
T_1283,2.17,2.79,2.61,2.43,2.74,2.49,2.51,2.59
T_1284,2.30,2.62,2.89,2.37,2.51,2.74,2.30,2.63
T_1285,2.37,2.96,2.87,2.49,2.48,2.65,2.13,2.48
T_1286,2.49,2.78,2.76,2.33,2.41,2.69,2.11,2.80
T_1287,2.17,3.01,2.64,2.26,2.22,2.89,2.26,2.62
T_1288,2.05,2.70,2.72,2.52,2.45,2.52,2.29,2.44
T_1289,2.30,2.82,3.11,2.44,2.34,2.58,2.27,2.38
T_1290,2.27,2.66,2.65,2.17,2.44,2.59,2.51,2.63
T_1291,2.33,2.82,2.85,2.08,2.70,2.46,2.53,2.22
T_1292,2.66,2.84,2.70,2.58,2.49,2.56,2.46,2.52
T_1293,2.27,2.81,2.77,2.33,2.60,2.45,2.36,2.57
T_1294,2.49,2.66,2.89,2.25,2.31,2.42,2.44,2.79
T_1295,2.31,2.76,2.86,2.29,2.36,2.53,2.40,2.44
T_1296,2.41,2.92,2.84,2.35,2.20,2.62,2.24,2.70
T_1297,2.46,2.51,2.76,2.31,2.40,2.69,2.61,2.36
T_1298,2.32,2.85,2.82,2.53,2.40,2.66,2.39,2.10
T_1299,2.11,2.96,2.68,2.38,2.27,2.63,2.23,2.70
T_1300,2.19,3.05,2.83,2.00,2.59,2.64,2.34,2.76
T_1301,2.31,2.59,3.04,2.49,2.17,2.29,2.43,2.64
T_1302,2.12,3.00,2.87,2.19,2.32,2.51,2.10,2.55
T_1303,2.14,2.92,2.78,2.28,2.34,2.09,2.36,2.41
T_1304,2.26,2.80,2.61,2.31,2.37,2.37,2.49,2.57
T_1305,2.19,2.63,2.93,2.04,2.59,2.46,2.41,2.46
T_1306,2.44,3.02,2.99,2.44,2.02,2.47,2.30,2.47
T_1307,2.43,2.79,2.61,2.58,2.29,2.50,2.31,2.30
T_1308,1.96,2.91,2.95,2.07,2.53,2.59,2.20,2.46
T_1309,2.53,2.91,2.85,1.97,2.22,2.86,2.32,2.46
T_1310,2.22,2.65,3.15,2.49,2.17,2.08,2.41,2.42
T_1311,2.30,2.97,2.60,2.08,2.38,2.77,2.48,2.61
T_1312,2.53,2.37,2.63,2.17,2.29,2.65,2.03,2.52
T_1313,2.35,2.62,2.85,2.10,2.07,2.36,2.87,2.74
T_1314,2.29,2.67,2.81,2.36,2.56,2.53,2.48,2.66
T_1315,2.21,2.79,2.73,2.27,2.38,2.52,2.29,2.57
T_1316,2.36,3.13,2.69,2.18,2.17,2.49,2.26,2.49
T_1317,2.42,2.65,2.80,2.11,2.36,2.52,2.22,2.22
T_1318,2.46,2.70,2.90,1.99,2.09,2.35,2.23,2.54
T_1319,2.27,2.87,2.87,2.34,2.57,2.62,2.36,2.36
T_1320,2.62,2.63,2.64,2.21,2.20,2.43,2.30,2.56
T_1321,2.33,2.68,2.89,2.41,2.40,2.50,2.58,2.44
T_1322,2.60,2.77,2.74,2.11,2.21,2.95,2.42,2.36
T_1323,2.36,2.70,2.89,2.03,2.40,2.56,2.50,2.41
T_1324,2.59,2.90,2.73,2.22,2.17,2.53,2.63,2.62
T_1325,2.58,2.76,2.72,2.24,2.12,2.43,1.91,2.60
T_1326,2.35,2.79,2.92,1.99,2.59,2.57,2.30,2.63
T_1327,2.32,2.94,2.83,2.25,2.54,2.62,2.19,2.43
T_1328,2.32,2.51,2.96,1.94,2.53,2.38,2.25,2.65
T_1329,2.45,2.81,2.55,2.68,1.85,2.39,2.37,2.77
T_1330,2.22,2.71,2.89,2.08,2.46,2.63,2.40,2.46
T_1331,2.18,2.94,2.92,2.47,2.14,2.61,2.00,2.62
T_1332,2.79,2.84,2.94,2.34,2.09,2.66,2.71,2.57
T_1333,2.46,2.77,2.54,2.34,2.42,2.80,2.54,2.64
T_1334,2.52,2.81,3.04,2.48,2.30,2.62,2.23,2.57
T_1335,2.38,2.91,2.82,2.32,2.42,2.68,2.38,2.49
T_1336,2.40,3.04,2.79,1.94,2.26,2.66,2.32,2.54
T_1337,2.47,2.92,2.62,2.09,2.51,2.65,2.26,2.46
T_1338,2.40,2.88,2.87,2.12,2.29,2.44,2.29,2.57
T_1339,2.32,2.79,2.64,2.09,2.33,2.69,2.38,2.75
T_1340,2.31,2.90,2.86,2.00,2.35,2.65,2.51,2.74
T_1341,2.56,2.69,2.77,2.28,2.08,2.47,2.15,2.55
T_1342,2.25,3.08,2.80,2.22,2.44,2.73,2.31,2.53
T_1343,2.57,2.45,2.46,2.26,2.18,2.28,2.71,2.51
T_1344,2.37,2.83,2.72,2.55,2.50,2.30,2.52,2.62
T_1345,2.32,2.74,2.84,2.20,2.54,2.69,2.33,2.31
T_1346,2.48,2.57,2.71,2.02,2.08,2.25,2.18,2.74
T_1347,2.29,2.59,2.80,2.03,2.70,2.49,2.30,2.42
T_1348,2.04,2.63,2.86,2.22,2.48,2.44,2.15,2.49
T_1349,2.48,2.83,2.85,2.16,2.17,2.51,2.56,2.38
T_1350,2.38,2.88,2.72,2.03,2.36,2.62,2.15,2.51
T_1351,2.41,2.97,2.84,2.29,2.24,2.55,2.46,2.17
T_1352,2.51,2.71,2.77,2.07,2.57,2.43,2.61,2.58
T_1353,2.33,2.93,3.04,2.56,2.07,2.42,2.28,2.47
T_1354,2.54,2.78,2.88,2.41,2.20,2.37,2.23,2.65
T_1355,2.31,2.85,2.86,2.29,2.25,2.72,2.31,2.71
T_1356,2.67,2.90,2.59,2.40,2.29,2.58,2.37,2.52
T_1357,2.17,2.71,2.72,2.46,2.29,2.52,2.20,2.67
T_1358,2.34,2.78,3.01,2.36,2.47,2.41,2.30,2.60
T_1359,2.30,2.86,2.85,2.14,2.08,2.76,2.31,2.68
T_1360,2.27,2.70,2.83,2.20,2.34,2.77,2.31,2.40
T_1361,2.19,2.73,2.81,2.12,2.45,2.36,1.95,2.43
T_1362,2.33,3.00,2.87,2.17,2.47,2.64,2.30,2.36
T_1363,2.07,2.79,2.71,2.14,2.39,2.35,2.45,2.42
T_1364,2.32,2.70,2.84,2.21,2.49,2.60,2.22,2.51
T_1365,2.44,3.02,2.66,2.41,2.49,2.64,2.32,2.38
T_1366,2.16,2.80,2.33,2.34,2.35,2.55,2.24,2.86
T_1367,2.20,2.92,2.76,2.38,2.39,2.91,2.52,2.77
T_1368,2.11,2.94,2.60,2.17,2.26,2.69,2.41,2.47
T_1369,2.25,2.69,3.11,2.38,2.24,2.40,2.23,2.48
T_1370,2.29,2.84,3.06,2.27,2.42,2.44,2.21,2.15
T_1371,2.20,2.80,3.02,2.16,2.28,2.50,2.06,2.47
T_1372,2.21,2.77,2.76,2.15,2.20,2.52,2.37,2.67
T_1373,2.34,2.79,2.87,2.03,2.36,2.87,2.13,2.47
T_1374,2.37,2.86,2.82,2.24,2.36,2.52,2.26,2.46
T_1375,2.14,2.68,2.54,2.18,2.42,2.54,2.35,2.36
T_1376,2.24,2.64,2.66,2.33,2.45,2.57,2.36,2.52
T_1377,2.33,2.65,2.97,2.22,2.34,2.56,2.39,2.65
T_1378,2.08,2.47,2.67,2.65,2.34,2.70,2.15,2.71
T_1379,2.31,3.06,2.69,2.29,2.40,2.60,2.40,2.62
T_1380,2.38,2.80,2.59,2.30,2.40,2.43,2.26,2.48
T_1381,2.35,2.97,2.82,2.41,2.79,2.49,2.23,2.31
T_1382,2.19,2.49,2.83,2.37,2.54,2.60,2.30,2.70
T_1383,2.48,2.78,2.92,2.35,2.47,2.76,2.49,2.81
T_1384,2.44,2.68,2.79,2.05,2.10,2.62,2.23,2.93
T_1385,2.22,2.89,2.80,2.28,2.45,2.73,2.20,2.33
T_1386,2.27,2.75,2.66,2.36,2.23,2.93,2.23,2.46
T_1387,2.45,3.04,2.73,2.37,2.24,2.43,2.09,2.39
T_1388,2.25,2.86,2.78,1.95,2.38,2.66,2.31,2.46
T_1389,2.49,2.58,2.81,2.31,2.63,2.77,2.24,2.53
T_1390,2.55,2.86,2.92,2.17,2.31,2.65,2.31,2.71
T_1391,2.31,2.51,2.84,2.38,2.60,2.52,2.45,2.81
T_1392,2.33,2.74,2.80,2.31,2.57,2.57,2.33,2.40
T_1393,2.33,2.98,2.68,2.25,2.38,2.40,2.57,2.76
T_1394,2.63,2.85,2.64,2.14,2.43,2.56,2.49,2.58
T_1395,2.45,2.79,2.66,2.51,2.09,2.55,2.34,2.78
T_1396,2.17,2.87,2.83,2.31,2.44,2.74,2.17,2.74
T_1397,2.12,2.94,2.89,2.50,2.46,2.59,2.35,2.44
T_1398,2.23,2.72,2.71,2.43,2.71,2.32,2.27,2.63
T_1399,2.27,2.80,2.66,1.83,2.13,2.71,2.49,2.51
T_1400,2.18,3.03,2.90,2.14,2.33,2.54,2.49,2.47
T_1401,2.45,2.93,2.71,2.23,2.56,2.48,2.45,2.61
T_1402,2.34,3.07,2.47,2.06,2.30,2.47,2.33,2.54
T_1403,2.46,2.98,2.70,2.42,2.42,2.73,2.12,2.59
T_1404,2.47,2.90,2.91,2.27,2.41,2.48,2.21,2.75
T_1405,2.19,2.68,2.96,2.39,2.43,2.47,2.55,2.23
T_1406,2.63,2.58,2.68,2.33,2.48,2.69,2.15,2.48
T_1407,2.56,2.97,2.86,2.40,2.38,2.83,2.13,2.62
T_1408,2.30,2.78,2.85,2.13,2.24,2.84,2.33,2.72
T_1409,2.20,2.64,2.92,2.58,2.38,2.48,2.28,2.44
T_1410,2.20,2.71,2.80,2.23,2.25,2.64,2.02,2.25
T_1411,2.52,2.47,2.72,2.14,2.23,2.64,2.17,2.60
T_1412,2.25,2.87,2.52,2.10,2.32,2.50,2.18,2.38
T_1413,2.37,2.62,2.68,2.29,2.22,2.78,2.25,2.43
T_1414,2.59,2.76,2.86,2.39,2.28,2.66,2.35,2.30
T_1415,2.31,2.51,2.68,1.94,2.56,2.72,2.70,2.64
T_1416,2.27,2.81,2.81,2.15,2.21,2.69,2.34,2.75
T_1417,2.39,2.59,2.86,2.33,2.75,2.44,2.11,2.40
T_1418,2.37,2.83,2.66,2.04,2.57,2.74,2.19,2.48
T_1419,2.17,2.93,2.96,2.27,2.52,2.98,2.28,2.73
T_1420,2.06,2.90,2.90,2.16,2.58,2.58,2.39,2.52
T_1421,2.29,2.87,2.70,2.49,2.28,2.53,2.42,2.41
T_1422,2.26,2.70,2.75,2.13,2.33,2.42,2.35,2.57
T_1423,2.25,2.91,2.69,2.27,2.25,2.83,2.39,2.48
T_1424,2.33,2.87,2.89,2.44,2.27,2.49,2.39,2.81
T_1425,2.39,2.92,2.86,2.21,2.42,2.39,1.99,2.75
