TP,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7
T_696,27,23,32,27,28,26,36,29
T_697,10,12,17,14,15,14,19,15
T_698,25,15,29,24,25,24,32,26
T_699,11,9,9,11,11,10,14,11
T_700,11,9,13,8,11,10,14,11
T_701,29,25,34,29,21,28,38,31
T_702,33,28,38,33,33,22,43,34
T_703,24,20,28,23,24,23,22,25
T_704,36,31,43,36,37,35,48,27
T_705,13,11,15,13,13,12,17,13
T_706,36,31,43,36,37,35,48,38
T_707,31,26,36,31,31,30,41,32
T_708,32,27,37,32,32,31,42,33
T_709,33,28,38,33,33,31,43,34
T_710,24,20,28,23,24,23,31,25
T_711,27,23,32,27,28,26,36,29
T_712,16,14,19,16,17,16,21,17
T_713,16,14,19,16,17,16,21,17
T_714,11,13,18,15,16,15,20,16
T_715,13,8,15,13,13,12,17,13
T_716,14,12,11,14,14,13,18,14
T_717,21,18,24,15,21,20,27,22
T_718,18,15,21,18,13,17,24,19
T_719,22,19,26,22,22,15,29,23
T_720,13,11,15,13,13,12,12,13
T_721,8,7,10,8,8,8,11,6
T_722,32,27,37,32,32,31,42,33
T_723,14,12,16,14,14,13,18,14
T_724,17,15,20,17,18,17,23,18
T_725,20,17,23,20,20,19,26,21
T_726,25,21,29,24,25,24,32,26
T_727,23,19,27,23,23,22,30,24
T_728,11,9,13,11,11,10,14,11
T_729,21,18,24,21,21,20,27,22
T_730,25,21,29,24,25,24,32,26
T_731,5,6,9,7,7,7,10,8
T_732,8,5,10,8,8,8,11,9
T_733,7,6,6,7,7,7,10,8
T_734,11,9,13,8,11,10,14,11
T_735,29,25,34,29,21,28,38,31
T_736,36,31,43,36,37,24,48,38
T_737,30,25,35,30,30,29,28,31
T_738,22,19,26,22,22,21,29,16
T_739,35,30,42,35,36,34,47,37
T_740,15,13,18,15,16,15,20,16
T_741,23,19,27,23,23,22,30,24
T_742,32,27,37,32,32,31,42,33
T_743,21,18,24,21,21,20,27,22
T_744,30,25,35,30,30,29,39,31
T_745,24,20,28,23,24,23,31,25
T_746,18,15,21,18,18,17,24,19
T_747,12,10,14,12,12,11,16,12
T_748,13,16,22,19,19,18,25,20
T_749,29,17,34,29,29,28,38,31
T_750,16,14,13,16,17,16,21,17
T_751,24,20,28,16,24,23,31,25
T_752,16,14,19,16,12,16,21,17
T_753,15,13,18,15,16,10,20,16
T_754,25,22,30,25,26,24,23,27
T_755,23,19,27,23,23,22,30,17
T_756,16,14,19,16,17,16,21,17
T_757,7,6,9,7,7,7,10,8
T_758,22,19,26,22,22,21,29,23
T_759,26,22,31,26,27,25,35,28
T_760,18,15,21,18,18,17,24,19
T_761,34,29,39,33,34,32,44,35
T_762,22,19,26,22,22,21,29,23
T_763,13,11,15,13,13,12,17,13
T_764,27,23,32,27,28,26,36,29
T_765,21,25,35,30,30,29,39,31
T_766,16,10,19,16,17,16,21,17
T_767,27,23,22,27,28,26,36,29
T_768,29,25,34,20,29,28,38,31
T_769,30,25,35,30,21,29,39,31
T_770,11,9,13,11,11,7,14,11
T_771,10,8,12,10,10,10,9,10
T_772,12,10,14,12,12,11,16,9
T_773,17,15,20,17,18,17,23,18
T_774,36,31,43,36,37,35,48,38
T_775,32,27,37,32,32,31,42,33
T_776,16,14,19,16,17,16,21,17
T_777,12,10,14,12,12,11,16,12
T_778,10,8,12,10,10,10,13,10
T_779,22,19,26,22,22,21,29,23
T_780,17,15,20,17,18,17,23,18
T_781,25,22,30,25,26,24,33,27
T_782,25,30,42,35,36,34,47,37
T_783,19,11,22,19,19,18,25,20
T_784,15,13,13,15,16,15,20,16
T_785,8,7,10,6,8,8,11,9
T_786,14,12,16,14,10,13,18,14
T_787,35,29,40,34,35,23,45,36
T_788,18,15,21,18,18,17,17,19
T_789,35,30,42,35,36,34,47,26
T_790,23,19,27,23,23,22,30,24
T_791,33,28,38,33,33,31,43,34
T_792,32,27,37,32,32,31,42,33
T_793,35,29,40,34,35,33,45,36
T_794,10,8,12,10,10,10,13,10
T_795,25,21,29,24,25,24,32,26
T_796,28,24,33,28,29,27,37,30
T_797,19,16,22,19,19,18,25,20
T_798,25,21,29,24,25,24,32,26
T_799,17,20,28,23,24,23,31,25
T_800,9,5,11,9,9,9,12,10
T_801,7,6,6,7,7,7,10,8
T_802,16,14,19,11,17,16,21,17
T_803,25,22,30,25,18,24,33,27
T_804,27,23,32,27,28,18,36,29
T_805,27,23,32,27,28,26,25,29
T_806,36,31,43,36,37,35,48,27
T_807,12,10,14,12,12,11,16,12
T_808,11,9,13,11,11,10,14,11
T_809,7,6,9,7,7,7,10,8
T_810,16,14,19,16,17,16,21,17
T_811,31,26,36,31,31,30,41,32
T_812,15,12,17,14,15,14,19,15
T_813,34,29,39,33,34,32,44,35
T_814,28,24,33,28,29,27,37,30
T_815,25,21,29,24,25,24,32,26
T_816,6,8,11,9,9,9,12,10
T_817,9,5,11,9,9,9,12,10
T_818,32,27,26,32,32,31,42,33
T_819,35,29,40,24,35,33,45,36
T_820,10,8,12,10,7,10,13,10
T_821,22,19,26,22,22,15,29,23
T_822,28,24,33,28,29,27,26,30
T_823,28,24,33,28,29,27,37,21
T_824,29,25,34,29,29,28,38,31
T_825,30,25,35,30,30,29,39,31
T_826,21,18,24,21,21,20,27,22
T_827,8,7,10,8,8,8,11,9
T_828,25,21,29,24,25,24,32,26
T_829,14,12,16,14,14,13,18,14
T_830,16,14,19,16,17,16,21,17
T_831,15,13,18,15,16,15,20,16
T_832,22,19,26,22,22,21,29,23
T_833,9,11,15,13,13,12,17,13
T_834,10,6,12,10,10,10,13,10
T_835,24,20,19,23,24,23,31,25
T_836,26,22,31,18,27,25,35,28
T_837,23,19,27,23,16,22,30,24
T_838,27,23,32,27,28,18,36,29
T_839,22,19,26,22,22,21,20,23
T_840,23,19,27,23,23,22,30,17
T_841,22,19,26,22,22,21,29,23
T_842,16,14,19,16,17,16,21,17
T_843,34,29,39,33,34,32,44,35
T_844,34,29,39,33,34,32,44,35
T_845,16,14,19,16,17,16,21,17
T_846,28,24,33,28,29,27,37,30
T_847,36,31,43,36,37,35,48,38
T_848,14,12,16,14,14,13,18,14
T_849,10,8,12,10,10,10,13,10
T_850,14,17,23,20,20,19,26,21
T_851,21,12,24,21,21,20,27,22
T_852,17,15,14,17,18,17,23,18
T_853,30,25,35,21,30,29,39,31
T_854,25,22,30,25,18,24,33,27
T_855,34,29,39,33,34,23,44,35
T_856,34,29,39,33,34,32,31,35
T_857,33,28,38,33,33,31,43,24
T_858,34,29,39,33,34,32,44,35
T_859,30,25,35,30,30,29,39,31
T_860,28,24,33,28,29,27,37,30
T_861,35,29,40,34,35,33,45,36
T_862,29,25,34,29,29,28,38,31
T_863,34,29,39,33,34,32,44,35
T_864,16,14,19,16,17,16,21,17
T_865,10,8,12,10,10,10,13,10
T_866,22,19,26,22,22,21,29,23
T_867,22,27,37,32,32,31,42,33
T_868,26,16,31,26,27,25,35,28
T_869,29,25,24,29,29,28,38,31
T_870,19,16,22,13,19,18,25,20
T_871,31,26,36,31,22,30,41,32
T_872,30,25,35,30,30,20,39,31
T_873,13,11,15,13,13,12,12,13
T_874,25,22,30,25,26,24,33,19
T_875,7,6,9,7,7,7,10,8
T_876,13,11,15,13,13,12,17,13
T_877,25,22,30,25,26,24,33,27
T_878,11,9,13,11,11,10,14,11
T_879,22,19,26,22,22,21,29,23
T_880,27,23,32,27,28,26,36,29
T_881,35,30,42,35,36,34,47,37
T_882,20,17,23,20,20,19,26,21
T_883,24,20,28,23,24,23,31,25
T_884,17,20,28,23,24,23,31,25
T_885,9,5,11,9,9,9,12,10
T_886,14,12,11,14,14,13,18,14
T_887,17,15,20,12,18,17,23,18
T_888,12,10,14,12,8,11,16,12
T_889,12,10,14,12,12,8,16,12
T_890,18,15,21,18,18,17,17,19
T_891,20,17,23,20,20,19,26,15
T_892,15,13,18,15,16,15,20,16
T_893,15,12,17,14,15,14,19,15
T_894,26,22,31,26,27,25,35,28
T_895,9,8,11,9,9,9,12,10
T_896,32,27,37,32,32,31,42,33
T_897,15,13,18,15,16,15,20,16
T_898,35,30,42,35,36,34,47,37
T_899,23,19,27,23,23,22,30,24
T_900,7,6,9,7,7,7,10,8
T_901,15,18,24,21,21,20,27,22
T_902,14,8,16,14,14,13,18,14
T_903,29,25,24,29,29,28,38,31
T_904,20,17,23,14,20,19,26,21
T_905,21,18,24,21,15,20,27,22
T_906,29,25,34,29,29,20,38,31
T_907,31,26,36,31,31,30,28,32
T_908,14,12,16,14,14,13,18,10
T_909,35,30,42,35,36,34,47,37
T_910,27,23,32,27,28,26,36,29
T_911,33,28,38,33,33,31,43,34
T_912,35,30,42,35,36,34,47,37
T_913,33,28,38,33,33,31,43,34
T_914,35,30,42,35,36,34,47,37
T_915,14,12,16,14,14,13,18,14
T_916,7,6,9,7,7,7,10,8
T_917,8,7,10,8,8,8,11,9
T_918,22,26,36,31,31,30,41,32
T_919,27,16,32,27,28,26,36,29
T_920,34,29,28,33,34,32,44,35
T_921,30,25,35,21,30,29,39,31
T_922,32,27,37,32,23,31,42,33
T_923,25,22,30,25,26,17,33,27
T_924,30,25,35,30,30,29,28,31
T_925,9,8,11,9,9,9,12,7
T_926,15,12,17,14,15,14,19,15
T_927,35,30,42,35,36,34,47,37
T_928,20,17,23,20,20,19,26,21
T_929,7,6,9,7,7,7,10,8
T_930,32,27,37,32,32,31,42,33
T_931,35,29,40,34,35,33,45,36
T_932,34,29,39,33,34,32,44,35
T_933,28,24,33,28,29,27,37,30
T_934,28,24,33,28,29,27,37,30
T_935,20,25,34,29,29,28,38,31
T_936,24,14,28,23,24,23,31,25
T_937,26,22,22,26,27,25,35,28
T_938,32,27,37,22,32,31,42,33
T_939,10,8,12,10,7,10,13,10
T_940,35,29,40,34,35,23,45,36
T_941,35,29,40,34,35,33,32,36
T_942,23,19,27,23,23,22,30,17
T_943,30,25,35,30,30,29,39,31
T_944,36,31,43,36,37,35,48,38
T_945,14,12,16,14,14,13,18,14
T_946,13,11,15,13,13,12,17,13
T_947,17,15,20,17,18,17,23,18
T_948,32,27,37,32,32,31,42,33
T_949,13,11,15,13,13,12,17,13
T_950,19,16,22,19,19,18,25,20
T_951,18,15,21,18,18,17,24,19
T_952,10,12,17,14,15,14,19,15
T_953,23,14,27,23,23,22,30,24
T_954,30,25,25,30,30,29,39,31
T_955,7,6,9,5,7,7,10,8
T_956,19,16,22,19,14,18,25,20
T_957,34,29,39,33,34,23,44,35
T_958,22,19,26,22,22,21,20,23
T_959,15,12,17,14,15,14,19,11
T_960,28,24,33,28,29,27,37,30
T_961,20,17,23,20,20,19,26,21
T_962,14,12,16,14,14,13,18,14
T_963,19,16,22,19,19,18,25,20
T_964,8,7,10,8,8,8,11,9
T_965,23,19,27,23,23,22,30,24
T_966,28,24,33,28,29,27,37,30
T_967,23,19,27,23,23,22,30,24
T_968,31,26,36,31,31,30,41,32
T_969,19,23,32,27,28,26,36,29
T_970,26,16,31,26,27,25,35,28
T_971,30,25,25,30,30,29,39,31
T_972,32,27,37,22,32,31,42,33
T_973,14,12,16,14,10,13,18,14
T_974,19,16,22,19,19,13,25,20
T_975,28,24,33,28,29,27,26,30
T_976,28,24,33,28,29,27,37,21
T_977,21,18,24,21,21,20,27,22
T_978,16,14,19,16,17,16,21,17
T_979,18,15,21,18,18,17,24,19
T_980,26,22,31,26,27,25,35,28
T_981,20,17,23,20,20,19,26,21
T_982,36,31,43,36,37,35,48,38
T_983,22,19,26,22,22,21,29,23
T_984,25,22,30,25,26,24,33,27
T_985,22,19,26,22,22,21,29,23
T_986,15,18,24,21,21,20,27,22
T_987,32,19,37,32,32,31,42,33
T_988,8,7,7,8,8,8,11,9
T_989,8,7,10,6,8,8,11,9
T_990,17,15,20,17,12,17,23,18
T_991,10,8,12,10,10,7,13,10
T_992,23,19,27,23,23,22,21,24
T_993,35,30,42,35,36,34,47,26
T_994,25,22,30,25,26,24,33,27
T_995,13,11,15,13,13,12,17,13
T_996,22,19,26,22,22,21,29,23
T_997,15,12,17,14,15,14,19,15
T_998,33,28,38,33,33,31,43,34
T_999,27,23,32,27,28,26,36,29
T_1000,25,21,29,24,25,24,32,26
T_1001,26,22,31,26,27,25,35,28
T_1002,24,20,28,23,24,23,31,25
T_1003,23,28,38,33,33,31,43,34
T_1004,26,16,31,26,27,25,35,28
T_1005,25,22,21,25,26,24,33,27
T_1006,8,7,10,6,8,8,11,9
T_1007,29,25,34,29,21,28,38,31
T_1008,18,15,21,18,18,12,24,19
T_1009,10,8,12,10,10,10,9,10
T_1010,16,14,19,16,17,16,21,12
T_1011,14,12,16,14,14,13,18,14
T_1012,29,25,34,29,29,28,38,31
T_1013,7,6,9,7,7,7,10,8
T_1014,31,26,36,31,31,30,41,32
T_1015,22,19,26,22,22,21,29,23
T_1016,25,22,30,25,26,24,33,27
T_1017,32,27,37,32,32,31,42,33
T_1018,11,9,13,11,11,10,14,11
T_1019,34,29,39,33,34,32,44,35
T_1020,22,26,36,31,31,30,41,32
T_1021,35,21,40,34,35,33,45,36
T_1022,23,19,19,23,23,22,30,24
T_1023,9,8,11,6,9,9,12,10
T_1024,7,6,9,7,5,7,10,8
T_1025,22,19,26,22,22,15,29,23
T_1026,8,7,10,8,8,8,8,9
T_1027,25,22,30,25,26,24,33,19
T_1028,10,8,12,10,10,10,13,10
T_1029,21,18,24,21,21,20,27,22
T_1030,27,23,32,27,28,26,36,29
T_1031,35,30,42,35,36,34,47,37
T_1032,27,23,32,27,28,26,36,29
T_1033,35,30,42,35,36,34,47,37
T_1034,35,30,42,35,36,34,47,37
T_1035,14,12,16,14,14,13,18,14
T_1036,27,23,32,27,28,26,36,29
T_1037,10,12,17,14,15,14,19,15
T_1038,10,6,12,10,10,10,13,10
T_1039,15,13,13,15,16,15,20,16
T_1040,20,17,23,14,20,19,26,21
T_1041,15,12,17,14,10,14,19,15
T_1042,15,12,17,14,15,10,19,15
T_1043,14,12,16,14,14,13,13,14
T_1044,10,8,12,10,10,10,13,7
T_1045,35,29,40,34,35,33,45,36
T_1046,15,12,17,14,15,14,19,15
T_1047,25,22,30,25,26,24,33,27
T_1048,12,10,14,12,12,11,16,12
T_1049,30,25,35,30,30,29,39,31
T_1050,34,29,39,33,34,32,44,35
T_1051,8,7,10,8,8,8,11,9
T_1052,17,15,20,17,18,17,23,18
T_1053,16,14,19,16,17,16,21,17
T_1054,18,22,30,25,26,24,33,27
T_1055,32,19,37,32,32,31,42,33
T_1056,12,10,10,12,12,11,16,12
T_1057,35,30,42,25,36,34,47,37
T_1058,20,17,23,20,14,19,26,21
T_1059,29,25,34,29,29,20,38,31
T_1060,15,12,17,14,15,14,13,15
T_1061,21,18,24,21,21,20,27,15
T_1062,34,29,39,33,34,32,44,35
T_1063,12,10,14,12,12,11,16,12
T_1064,19,16,22,19,19,18,25,20
T_1065,20,17,23,20,20,19,26,21
T_1066,30,25,35,30,30,29,39,31
T_1067,35,30,42,35,36,34,47,37
T_1068,22,19,26,22,22,21,29,23
T_1069,25,21,29,24,25,24,32,26
T_1070,29,25,34,29,29,28,38,31
T_1071,10,12,16,14,14,13,18,14
T_1072,8,5,10,8,8,8,11,9
T_1073,21,18,17,21,21,20,27,22
T_1074,24,20,28,16,24,23,31,25
T_1075,25,22,30,25,18,24,33,27
T_1076,16,14,19,16,17,11,21,17
T_1077,22,19,26,22,22,21,20,23
T_1078,36,31,43,36,37,35,48,27
T_1079,24,20,28,23,24,23,31,25
T_1080,36,31,43,36,37,35,48,38
T_1081,30,25,35,30,30,29,39,31
T_1082,31,26,36,31,31,30,41,32
T_1083,13,11,15,13,13,12,17,13
T_1084,21,18,24,21,21,20,27,22
T_1085,16,14,19,16,17,16,21,17
T_1086,35,30,42,35,36,34,47,37
T_1087,31,26,36,31,31,30,41,32
T_1088,20,24,33,28,29,27,37,30
T_1089,21,12,24,21,21,20,27,22
T_1090,29,25,24,29,29,28,38,31
T_1091,34,29,39,23,34,32,44,35
T_1092,19,16,22,19,14,18,25,20
T_1093,25,21,29,24,25,17,32,26
T_1094,35,29,40,34,35,33,32,36
T_1095,25,21,29,24,25,24,32,18
T_1096,28,24,33,28,29,27,37,30
T_1097,18,15,21,18,18,17,24,19
T_1098,34,29,39,33,34,32,44,35
T_1099,10,8,12,10,10,10,13,10
T_1100,8,7,10,8,8,8,11,9
T_1101,23,19,27,23,23,22,30,24
T_1102,12,10,14,12,12,11,16,12
T_1103,8,7,10,8,8,8,11,9
T_1104,15,12,17,14,15,14,19,15
T_1105,16,19,27,23,23,22,30,24
T_1106,11,6,13,11,11,10,14,11
T_1107,9,8,7,9,9,9,12,10
T_1108,18,15,21,13,18,17,24,19
T_1109,27,23,32,27,19,26,36,29
T_1110,16,14,19,16,17,11,21,17
T_1111,31,26,36,31,31,30,28,32
T_1112,32,27,37,32,32,31,42,23
T_1113,18,15,21,18,18,17,24,19
T_1114,30,25,35,30,30,29,39,31
T_1115,17,15,20,17,18,17,23,18
T_1116,15,13,18,15,16,15,20,16
T_1117,24,20,28,23,24,23,31,25
T_1118,18,15,21,18,18,17,24,19
T_1119,35,30,42,35,36,34,47,37
T_1120,33,28,38,33,33,31,43,34
T_1121,19,16,22,19,19,18,25,20
T_1122,10,12,16,14,14,13,18,14
T_1123,21,12,24,21,21,20,27,22
T_1124,22,19,18,22,22,21,29,23
T_1125,7,6,9,5,7,7,10,8
T_1126,32,27,37,32,23,31,42,33
T_1127,24,20,28,23,24,16,31,25
T_1128,31,26,36,31,31,30,28,32
T_1129,7,6,9,7,7,7,10,5
T_1130,11,9,13,11,11,10,14,11
T_1131,35,30,42,35,36,34,47,37
T_1132,29,25,34,29,29,28,38,31
T_1133,14,12,16,14,14,13,18,14
T_1134,33,28,38,33,33,31,43,34
T_1135,15,12,17,14,15,14,19,15
T_1136,11,9,13,11,11,10,14,11
T_1137,16,14,19,16,17,16,21,17
T_1138,14,12,16,14,14,13,18,14
T_1139,5,6,9,7,7,7,10,8
T_1140,14,8,16,14,14,13,18,14
T_1141,28,24,23,28,29,27,37,30
T_1142,25,22,30,18,26,24,33,27
T_1143,8,7,10,8,6,8,11,9
T_1144,33,28,38,33,33,22,43,34
T_1145,15,13,18,15,16,15,14,16
T_1146,33,28,38,33,33,31,43,24
T_1147,20,17,23,20,20,19,26,21
T_1148,13,11,15,13,13,12,17,13
T_1149,29,25,34,29,29,28,38,31
T_1150,30,25,35,30,30,29,39,31
T_1151,27,23,32,27,28,26,36,29
T_1152,25,21,29,24,25,24,32,26
T_1153,11,9,13,11,11,10,14,11
T_1154,11,9,13,11,11,10,14,11
T_1155,35,29,40,34,35,33,45,36
T_1156,19,23,32,27,28,26,36,29
T_1157,31,18,36,31,31,30,41,32
T_1158,20,17,16,20,20,19,26,21
T_1159,10,8,12,7,10,10,13,10
T_1160,26,22,31,26,19,25,35,28
T_1161,25,21,29,24,25,17,32,26
T_1162,17,15,20,17,18,17,16,18
T_1163,14,12,16,14,14,13,18,10
T_1164,16,14,19,16,17,16,21,17
T_1165,11,9,13,11,11,10,14,11
T_1166,36,31,43,36,37,35,48,38
T_1167,22,19,26,22,22,21,29,23
T_1168,31,26,36,31,31,30,41,32
T_1169,27,23,32,27,28,26,36,29
T_1170,16,14,19,16,17,16,21,17
T_1171,11,9,13,11,11,10,14,11
T_1172,35,29,40,34,35,33,45,36
T_1173,15,19,26,22,22,21,29,23
T_1174,8,5,10,8,8,8,11,9
T_1175,17,15,14,17,18,17,23,18
T_1176,26,22,31,18,27,25,35,28
T_1177,16,14,19,16,12,16,21,17
T_1178,35,30,42,35,36,24,47,37
T_1179,35,30,42,35,36,34,33,37
T_1180,15,12,17,14,15,14,19,11
T_1181,30,25,35,30,30,29,39,31
T_1182,15,12,17,14,15,14,19,15
T_1183,15,13,18,15,16,15,20,16
T_1184,24,20,28,23,24,23,31,25
T_1185,22,19,26,22,22,21,29,23
T_1186,25,22,30,25,26,24,33,27
T_1187,19,16,22,19,19,18,25,20
T_1188,21,18,24,21,21,20,27,22
T_1189,13,11,15,13,13,12,17,13
T_1190,6,7,10,8,8,8,11,9
T_1191,18,11,21,18,18,17,24,19
T_1192,24,20,19,23,24,23,31,25
T_1193,30,25,35,21,30,29,39,31
T_1194,35,29,40,34,25,33,45,36
T_1195,14,12,16,14,14,9,18,14
T_1196,32,27,37,32,32,31,29,33
T_1197,31,26,36,31,31,30,41,23
T_1198,12,10,14,12,12,11,16,12
T_1199,27,23,32,27,28,26,36,29
T_1200,28,24,33,28,29,27,37,30
T_1201,27,23,32,27,28,26,36,29
T_1202,30,25,35,30,30,29,39,31
T_1203,30,25,35,30,30,29,39,31
T_1204,29,25,34,29,29,28,38,31
T_1205,22,19,26,22,22,21,29,23
T_1206,11,9,13,11,11,10,14,11
T_1207,9,11,15,13,13,12,17,13
T_1208,31,18,36,31,31,30,41,32
T_1209,11,9,9,11,11,10,14,11
T_1210,23,19,27,16,23,22,30,24
T_1211,22,19,26,22,15,21,29,23
T_1212,35,30,42,35,36,24,47,37
T_1213,16,14,19,16,17,16,15,17
T_1214,8,7,10,8,8,8,11,6
T_1215,20,17,23,20,20,19,26,21
T_1216,29,25,34,29,29,28,38,31
T_1217,22,19,26,22,22,21,29,23
T_1218,11,9,13,11,11,10,14,11
T_1219,23,19,27,23,23,22,30,24
T_1220,31,26,36,31,31,30,41,32
T_1221,12,10,14,12,12,11,16,12
T_1222,24,20,28,23,24,23,31,25
T_1223,15,12,17,14,15,14,19,15
T_1224,13,15,21,18,18,17,24,19
T_1225,36,22,43,36,37,35,48,38
T_1226,27,23,22,27,28,26,36,29
T_1227,10,8,12,7,10,10,13,10
T_1228,31,26,36,31,22,30,41,32
T_1229,14,12,16,14,14,9,18,14
T_1230,7,6,9,7,7,7,7,8
T_1231,20,17,23,20,20,19,26,15
T_1232,28,24,33,28,29,27,37,30
T_1233,29,25,34,29,29,28,38,31
T_1234,24,20,28,23,24,23,31,25
T_1235,7,6,9,7,7,7,10,8
T_1236,26,22,31,26,27,25,35,28
T_1237,25,22,30,25,26,24,33,27
T_1238,16,14,19,16,17,16,21,17
T_1239,33,28,38,33,33,31,43,34
T_1240,21,18,24,21,21,20,27,22
T_1241,11,14,19,16,17,16,21,17
T_1242,25,15,29,24,25,24,32,26
T_1243,31,26,25,31,31,30,41,32
T_1244,34,29,39,23,34,32,44,35
T_1245,27,23,32,27,19,26,36,29
T_1246,19,16,22,19,19,13,25,20
T_1247,15,13,18,15,16,15,14,16
T_1248,15,13,18,15,16,15,20,11
T_1249,8,7,10,8,8,8,11,9
T_1250,13,11,15,13,13,12,17,13
T_1251,14,12,16,14,14,13,18,14
T_1252,27,23,32,27,28,26,36,29
T_1253,12,10,14,12,12,11,16,12
T_1254,17,15,20,17,18,17,23,18
T_1255,12,10,14,12,12,11,16,12
T_1256,30,25,35,30,30,29,39,31
T_1257,14,12,16,14,14,13,18,14
T_1258,11,14,19,16,17,16,21,17
T_1259,34,20,39,33,34,32,44,35
T_1260,26,22,22,26,27,25,35,28
T_1261,25,22,30,18,26,24,33,27
T_1262,36,31,43,36,26,35,48,38
T_1263,15,12,17,14,15,10,19,15
T_1264,18,15,21,18,18,17,17,19
T_1265,21,18,24,21,21,20,27,15
T_1266,12,10,14,12,12,11,16,12
T_1267,14,12,16,14,14,13,18,14
T_1268,36,31,43,36,37,35,48,38
T_1269,19,16,22,19,19,18,25,20
T_1270,12,10,14,12,12,11,16,12
T_1271,24,20,28,23,24,23,31,25
T_1272,15,12,17,14,15,14,19,15
T_1273,11,9,13,11,11,10,14,11
T_1274,15,13,18,15,16,15,20,16
T_1275,11,14,19,16,17,16,21,17
T_1276,11,6,13,11,11,10,14,11
T_1277,14,12,11,14,14,13,18,14
T_1278,12,10,14,8,12,11,16,12
T_1279,11,9,13,11,8,10,14,11
T_1280,23,19,27,23,23,15,30,24
T_1281,30,25,35,30,30,29,28,31
T_1282,27,23,32,27,28,26,36,20
T_1283,26,22,31,26,27,25,35,28
T_1284,11,9,13,11,11,10,14,11
T_1285,9,8,11,9,9,9,12,10
T_1286,19,16,22,19,19,18,25,20
T_1287,10,8,12,10,10,10,13,10
T_1288,21,18,24,21,21,20,27,22
T_1289,13,11,15,13,13,12,17,13
T_1290,27,23,32,27,28,26,36,29
T_1291,30,25,35,30,30,29,39,31
T_1292,24,29,40,34,35,33,45,36
T_1293,18,11,21,18,18,17,24,19
T_1294,35,30,29,35,36,34,47,37
T_1295,12,10,14,8,12,11,16,12
T_1296,9,8,11,9,6,9,12,10
T_1297,35,30,42,35,36,24,47,37
T_1298,28,24,33,28,29,27,26,30
T_1299,9,8,11,9,9,9,12,7
T_1300,27,23,32,27,28,26,36,29
T_1301,11,9,13,11,11,10,14,11
T_1302,32,27,37,32,32,31,42,33
T_1303,21,18,24,21,21,20,27,22
T_1304,15,12,17,14,15,14,19,15
T_1305,27,23,32,27,28,26,36,29
T_1306,8,7,10,8,8,8,11,9
T_1307,14,12,16,14,14,13,18,14
T_1308,16,14,19,16,17,16,21,17
T_1309,7,8,12,10,10,10,13,10
T_1310,27,16,32,27,28,26,36,29
T_1311,10,8,8,10,10,10,13,10
T_1312,15,12,17,10,15,14,19,15
T_1313,18,15,21,18,13,17,24,19
T_1314,20,17,23,20,20,13,26,21
T_1315,36,31,43,36,37,35,33,38
T_1316,18,15,21,18,18,17,24,13
T_1317,26,22,31,26,27,25,35,28
T_1318,14,12,16,14,14,13,18,14
T_1319,24,20,28,23,24,23,31,25
T_1320,33,28,38,33,33,31,43,34
T_1321,15,12,17,14,15,14,19,15
T_1322,31,26,36,31,31,30,41,32
T_1323,25,22,30,25,26,24,33,27
T_1324,9,8,11,9,9,9,12,10
T_1325,23,19,27,23,23,22,30,24
T_1326,17,20,28,23,24,23,31,25
T_1327,12,7,14,12,12,11,16,12
T_1328,9,8,7,9,9,9,12,10
T_1329,35,29,40,24,35,33,45,36
T_1330,35,29,40,34,25,33,45,36
T_1331,18,15,21,18,18,12,24,19
T_1332,23,19,27,23,23,22,21,24
T_1333,18,15,21,18,18,17,24,13
T_1334,29,25,34,29,29,28,38,31
T_1335,25,22,30,25,26,24,33,27
T_1336,13,11,15,13,13,12,17,13
T_1337,10,8,12,10,10,10,13,10
T_1338,14,12,16,14,14,13,18,14
T_1339,9,8,11,9,9,9,12,10
T_1340,35,29,40,34,35,33,45,36
T_1341,27,23,32,27,28,26,36,29
T_1342,10,8,12,10,10,10,13,10
T_1343,23,28,38,33,33,31,43,34
T_1344,36,22,43,36,37,35,48,38
T_1345,15,12,12,14,15,14,19,15
T_1346,35,29,40,24,35,33,45,36
T_1347,25,21,29,24,17,24,32,26
T_1348,12,10,14,12,12,8,16,12
T_1349,15,13,18,15,16,15,14,16
T_1350,20,17,23,20,20,19,26,15
T_1351,7,6,9,7,7,7,10,8
T_1352,16,14,19,16,17,16,21,17
T_1353,16,14,19,16,17,16,21,17
T_1354,33,28,38,33,33,31,43,34
T_1355,35,30,42,35,36,34,47,37
T_1356,8,7,10,8,8,8,11,9
T_1357,31,26,36,31,31,30,41,32
T_1358,9,8,11,9,9,9,12,10
T_1359,27,23,32,27,28,26,36,29
T_1360,10,12,16,14,14,13,18,14
T_1361,34,20,39,33,34,32,44,35
T_1362,36,31,30,36,37,35,48,38
T_1363,36,31,43,25,37,35,48,38
T_1364,33,28,38,33,23,31,43,34
T_1365,8,7,10,8,8,6,11,9
T_1366,23,19,27,23,23,22,21,24
T_1367,11,9,13,11,11,10,14,8
T_1368,13,11,15,13,13,12,17,13
T_1369,11,9,13,11,11,10,14,11
T_1370,9,8,11,9,9,9,12,10
T_1371,21,18,24,21,21,20,27,22
T_1372,22,19,26,22,22,21,29,23
T_1373,24,20,28,23,24,23,31,25
T_1374,28,24,33,28,29,27,37,30
